selector,kind,selected_n,alerts_per_day,good_n,wrong_n,precision_pct,recall_pct,wrong_rate_pct,h1_n,h2_n,h1_precision_pct,h2_precision_pct,long_n,short_n,long_precision_pct,short_precision_pct
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_ge_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0,pair,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
P::conf_void_score_le_1.0+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
P::score_ofi_ge_-0.1041+score_liquidity_void_ge_1.0,pair,731,25.207,89,109,12.18,72.36,14.91,365,366,13.15,11.2,437,294,12.81,11.22
P::score_ofi_ge_-0.1041+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,18,11,33.33,36.36
P::score_ofi_ge_-0.1041+score_liquidity_void_le_1.0,pair,731,25.207,89,109,12.18,72.36,14.91,365,366,13.15,11.2,437,294,12.81,11.22
P::score_ofi_ge_-0.1041+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,18,11,33.33,36.36
P::score_ofi_ge_-0.1041+score_liquidity_void_ge_1.0,pair,731,25.207,89,109,12.18,72.36,14.91,365,366,13.15,11.2,437,294,12.81,11.22
P::score_ofi_ge_-0.1041+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,18,11,33.33,36.36
P::score_ofi_ge_-0.1041+score_liquidity_void_le_1.0,pair,731,25.207,89,109,12.18,72.36,14.91,365,366,13.15,11.2,437,294,12.81,11.22
P::score_ofi_ge_-0.1041+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,18,11,33.33,36.36
P::score_ofi_ge_-0.1041+score_liquidity_void_ge_1.0,pair,731,25.207,89,109,12.18,72.36,14.91,365,366,13.15,11.2,437,294,12.81,11.22
P::score_ofi_ge_-0.1041+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,18,11,33.33,36.36
P::score_ofi_ge_-0.1041+score_liquidity_void_le_1.0,pair,731,25.207,89,109,12.18,72.36,14.91,365,366,13.15,11.2,437,294,12.81,11.22
P::score_ofi_ge_-0.1041+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,18,11,33.33,36.36
P::score_ofi_le_-0.1041+score_liquidity_void_ge_1.0,pair,313,10.793,34,30,10.86,27.64,9.58,142,171,13.38,8.77,71,242,9.86,11.16
P::score_ofi_le_-0.1041+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14,15,21.43,6.67,9,20,11.11,15.0
P::score_ofi_le_-0.1041+score_liquidity_void_le_1.0,pair,313,10.793,34,30,10.86,27.64,9.58,142,171,13.38,8.77,71,242,9.86,11.16
P::score_ofi_le_-0.1041+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14,15,21.43,6.67,9,20,11.11,15.0
P::score_ofi_le_-0.1041+score_liquidity_void_ge_1.0,pair,313,10.793,34,30,10.86,27.64,9.58,142,171,13.38,8.77,71,242,9.86,11.16
P::score_ofi_le_-0.1041+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14,15,21.43,6.67,9,20,11.11,15.0
P::score_ofi_le_-0.1041+score_liquidity_void_le_1.0,pair,313,10.793,34,30,10.86,27.64,9.58,142,171,13.38,8.77,71,242,9.86,11.16
P::score_ofi_le_-0.1041+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14,15,21.43,6.67,9,20,11.11,15.0
P::score_ofi_le_-0.1041+score_liquidity_void_ge_1.0,pair,313,10.793,34,30,10.86,27.64,9.58,142,171,13.38,8.77,71,242,9.86,11.16
P::score_ofi_le_-0.1041+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14,15,21.43,6.67,9,20,11.11,15.0
P::score_ofi_le_-0.1041+score_liquidity_void_le_1.0,pair,313,10.793,34,30,10.86,27.64,9.58,142,171,13.38,8.77,71,242,9.86,11.16
P::score_ofi_le_-0.1041+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14,15,21.43,6.67,9,20,11.11,15.0
P::score_ofi_ge_0.0069+score_liquidity_void_ge_1.0,pair,522,18.0,58,79,11.11,47.15,15.13,261,261,12.64,9.58,353,169,11.33,10.65
P::score_ofi_ge_0.0069+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,21.43,40.0,17,12,29.41,33.33
P::score_ofi_ge_0.0069+score_liquidity_void_le_1.0,pair,522,18.0,58,79,11.11,47.15,15.13,261,261,12.64,9.58,353,169,11.33,10.65
P::score_ofi_ge_0.0069+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,21.43,40.0,17,12,29.41,33.33
P::score_ofi_ge_0.0069+score_liquidity_void_ge_1.0,pair,522,18.0,58,79,11.11,47.15,15.13,261,261,12.64,9.58,353,169,11.33,10.65
P::score_ofi_ge_0.0069+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,21.43,40.0,17,12,29.41,33.33
P::score_ofi_ge_0.0069+score_liquidity_void_le_1.0,pair,522,18.0,58,79,11.11,47.15,15.13,261,261,12.64,9.58,353,169,11.33,10.65
P::score_ofi_ge_0.0069+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,21.43,40.0,17,12,29.41,33.33
P::score_ofi_ge_0.0069+score_liquidity_void_ge_1.0,pair,522,18.0,58,79,11.11,47.15,15.13,261,261,12.64,9.58,353,169,11.33,10.65
P::score_ofi_ge_0.0069+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,21.43,40.0,17,12,29.41,33.33
P::score_ofi_ge_0.0069+score_liquidity_void_le_1.0,pair,522,18.0,58,79,11.11,47.15,15.13,261,261,12.64,9.58,353,169,11.33,10.65
P::score_ofi_ge_0.0069+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,21.43,40.0,17,12,29.41,33.33
P::score_ofi_le_0.0069+score_liquidity_void_ge_1.0,pair,522,18.0,65,60,12.45,52.85,11.49,245,277,13.88,11.19,155,367,14.84,11.44
P::score_ofi_le_0.0069+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,35.71,6.67,11,18,27.27,16.67
P::score_ofi_le_0.0069+score_liquidity_void_le_1.0,pair,522,18.0,65,60,12.45,52.85,11.49,245,277,13.88,11.19,155,367,14.84,11.44
P::score_ofi_le_0.0069+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,35.71,6.67,11,18,27.27,16.67
P::score_ofi_le_0.0069+score_liquidity_void_ge_1.0,pair,522,18.0,65,60,12.45,52.85,11.49,245,277,13.88,11.19,155,367,14.84,11.44
P::score_ofi_le_0.0069+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,35.71,6.67,11,18,27.27,16.67
P::score_ofi_le_0.0069+score_liquidity_void_le_1.0,pair,522,18.0,65,60,12.45,52.85,11.49,245,277,13.88,11.19,155,367,14.84,11.44
P::score_ofi_le_0.0069+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,35.71,6.67,11,18,27.27,16.67
P::score_ofi_le_0.0069+score_liquidity_void_ge_1.0,pair,522,18.0,65,60,12.45,52.85,11.49,245,277,13.88,11.19,155,367,14.84,11.44
P::score_ofi_le_0.0069+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,35.71,6.67,11,18,27.27,16.67
P::score_ofi_le_0.0069+score_liquidity_void_le_1.0,pair,522,18.0,65,60,12.45,52.85,11.49,245,277,13.88,11.19,155,367,14.84,11.44
P::score_ofi_le_0.0069+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,35.71,6.67,11,18,27.27,16.67
P::score_ofi_ge_0.1195+score_liquidity_void_ge_1.0,pair,314,10.828,30,47,9.55,24.39,14.97,160,154,11.25,7.79,223,91,8.52,12.09
P::score_ofi_ge_0.1195+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,23,6,26.09,33.33
P::score_ofi_ge_0.1195+score_liquidity_void_le_1.0,pair,314,10.828,30,47,9.55,24.39,14.97,160,154,11.25,7.79,223,91,8.52,12.09
P::score_ofi_ge_0.1195+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,23,6,26.09,33.33
P::score_ofi_ge_0.1195+score_liquidity_void_ge_1.0,pair,314,10.828,30,47,9.55,24.39,14.97,160,154,11.25,7.79,223,91,8.52,12.09
P::score_ofi_ge_0.1195+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,23,6,26.09,33.33
P::score_ofi_ge_0.1195+score_liquidity_void_le_1.0,pair,314,10.828,30,47,9.55,24.39,14.97,160,154,11.25,7.79,223,91,8.52,12.09
P::score_ofi_ge_0.1195+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,23,6,26.09,33.33
P::score_ofi_ge_0.1195+score_liquidity_void_ge_1.0,pair,314,10.828,30,47,9.55,24.39,14.97,160,154,11.25,7.79,223,91,8.52,12.09
P::score_ofi_ge_0.1195+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,23,6,26.09,33.33
P::score_ofi_ge_0.1195+score_liquidity_void_le_1.0,pair,314,10.828,30,47,9.55,24.39,14.97,160,154,11.25,7.79,223,91,8.52,12.09
P::score_ofi_ge_0.1195+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,23,6,26.09,33.33
P::score_ofi_le_0.1195+score_liquidity_void_ge_1.0,pair,730,25.172,93,93,12.74,75.61,12.74,347,383,14.12,11.49,285,445,15.44,11.01
P::score_ofi_le_0.1195+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,35.71,20.0,12,17,33.33,23.53
P::score_ofi_le_0.1195+score_liquidity_void_le_1.0,pair,730,25.172,93,93,12.74,75.61,12.74,347,383,14.12,11.49,285,445,15.44,11.01
P::score_ofi_le_0.1195+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,35.71,20.0,12,17,33.33,23.53
P::score_ofi_le_0.1195+score_liquidity_void_ge_1.0,pair,730,25.172,93,93,12.74,75.61,12.74,347,383,14.12,11.49,285,445,15.44,11.01
P::score_ofi_le_0.1195+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,35.71,20.0,12,17,33.33,23.53
P::score_ofi_le_0.1195+score_liquidity_void_le_1.0,pair,730,25.172,93,93,12.74,75.61,12.74,347,383,14.12,11.49,285,445,15.44,11.01
P::score_ofi_le_0.1195+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,35.71,20.0,12,17,33.33,23.53
P::score_ofi_le_0.1195+score_liquidity_void_ge_1.0,pair,730,25.172,93,93,12.74,75.61,12.74,347,383,14.12,11.49,285,445,15.44,11.01
P::score_ofi_le_0.1195+score_liquidity_void_ge_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,35.71,20.0,12,17,33.33,23.53
P::score_ofi_le_0.1195+score_liquidity_void_le_1.0,pair,730,25.172,93,93,12.74,75.61,12.74,347,383,14.12,11.49,285,445,15.44,11.01
P::score_ofi_le_0.1195+score_liquidity_void_le_1.0::top1,pair+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,35.71,20.0,12,17,33.33,23.53
T::score_trigger_ge_0.9737+pct_correct_move_already_done_ge_0.0+is_during_correct_move_TRUE,triple,143,4.931,2,16,1.4,1.63,11.19,81,62,2.47,0.0,71,72,0.0,2.78
T::score_trigger_ge_0.9737+pct_correct_move_already_done_ge_0.0+is_during_correct_move_FALSE,triple,295,10.172,48,32,16.27,39.02,10.85,122,173,21.31,12.72,155,140,22.58,9.29
T::score_trigger_ge_0.9737+pct_correct_move_already_done_le_0.0+is_during_correct_move_FALSE,triple,295,10.172,48,32,16.27,39.02,10.85,122,173,21.31,12.72,155,140,22.58,9.29
T::score_trigger_le_0.9737+pct_correct_move_already_done_ge_0.0+is_during_correct_move_TRUE,triple,60,2.069,0,1,0.0,0.0,1.67,38,22,0.0,0.0,26,34,0.0,0.0
T::score_trigger_le_0.9737+pct_correct_move_already_done_ge_0.0+is_during_correct_move_FALSE,triple,128,4.414,21,12,16.41,17.07,9.38,55,73,25.45,9.59,56,72,21.43,12.5
T::score_trigger_le_0.9737+pct_correct_move_already_done_le_0.0+is_during_correct_move_FALSE,triple,128,4.414,21,12,16.41,17.07,9.38,55,73,25.45,9.59,56,72,21.43,12.5
T::score_trigger_ge_0.9737+pct_correct_move_already_done_ge_0.0+conf_cycles_seen_ge_20.0,triple,312,10.759,39,31,12.5,31.71,9.94,142,170,14.08,11.18,165,147,15.76,8.84
T::score_trigger_ge_0.9737+pct_correct_move_already_done_ge_0.0+conf_cycles_seen_le_20.0,triple,136,4.69,12,19,8.82,9.76,13.97,67,69,13.43,4.35,67,69,14.93,2.9
T::score_trigger_ge_0.9737+pct_correct_move_already_done_le_0.0+conf_cycles_seen_ge_20.0,triple,208,7.172,37,18,17.79,30.08,8.65,84,124,21.43,15.32,110,98,23.64,11.22
T::score_trigger_ge_0.9737+pct_correct_move_already_done_le_0.0+conf_cycles_seen_le_20.0,triple,92,3.172,12,15,13.04,9.76,16.3,40,52,22.5,5.77,48,44,20.83,4.55
T::score_trigger_le_0.9737+pct_correct_move_already_done_ge_0.0+conf_cycles_seen_ge_20.0,triple,139,4.793,17,8,12.23,13.82,5.76,75,64,14.67,9.38,62,77,14.52,10.39
T::score_trigger_le_0.9737+pct_correct_move_already_done_ge_0.0+conf_cycles_seen_le_20.0,triple,50,1.724,4,5,8.0,3.25,10.0,18,32,16.67,3.12,20,30,15.0,3.33
T::score_trigger_le_0.9737+pct_correct_move_already_done_le_0.0+conf_cycles_seen_ge_20.0,triple,100,3.448,17,7,17.0,13.82,7.0,48,52,22.92,11.54,44,56,20.45,14.29
T::score_trigger_le_0.9737+pct_correct_move_already_done_le_0.0+conf_cycles_seen_le_20.0,triple,29,1.0,4,5,13.79,3.25,17.24,7,22,42.86,4.55,12,17,25.0,5.88
T::score_trigger_ge_0.9737+pct_correct_move_already_done_ge_0.0+utc_hour_ge_4.0,triple,280,9.655,21,29,7.5,17.07,10.36,131,149,12.21,3.36,140,140,10.0,5.0
T::score_trigger_ge_0.9737+pct_correct_move_already_done_ge_0.0+utc_hour_le_4.0,triple,173,5.966,30,20,17.34,24.39,11.56,79,94,15.19,19.15,93,80,22.58,11.25
T::score_trigger_ge_0.9737+pct_correct_move_already_done_le_0.0+utc_hour_ge_4.0,triple,163,5.621,19,17,11.66,15.45,10.43,67,96,20.9,5.21,80,83,17.5,6.02
T::score_trigger_ge_0.9737+pct_correct_move_already_done_le_0.0+utc_hour_le_4.0,triple,144,4.966,30,16,20.83,24.39,11.11,62,82,19.35,21.95,81,63,25.93,14.29
T::score_trigger_le_0.9737+pct_correct_move_already_done_ge_0.0+utc_hour_ge_4.0,triple,136,4.69,9,8,6.62,7.32,5.88,64,72,9.38,4.17,58,78,8.62,5.13
T::score_trigger_le_0.9737+pct_correct_move_already_done_ge_0.0+utc_hour_le_4.0,triple,68,2.345,14,7,20.59,11.38,10.29,38,30,23.68,16.67,32,36,25.0,16.67
T::score_trigger_le_0.9737+pct_correct_move_already_done_le_0.0+utc_hour_ge_4.0,triple,87,3.0,9,7,10.34,7.32,8.05,34,53,17.65,5.66,35,52,14.29,7.69
T::score_trigger_le_0.9737+pct_correct_move_already_done_le_0.0+utc_hour_le_4.0,triple,50,1.724,14,7,28.0,11.38,14.0,25,25,36.0,20.0,24,26,33.33,23.08
T::score_trigger_ge_0.9737+pct_correct_move_already_done_ge_0.0+is_asia_session_TRUE,triple,219,7.552,32,26,14.61,26.02,11.87,99,120,13.13,15.83,109,110,21.1,8.18
T::score_trigger_ge_0.9737+pct_correct_move_already_done_ge_0.0+is_asia_session_FALSE,triple,219,7.552,18,22,8.22,14.63,10.05,104,115,14.42,2.61,117,102,10.26,5.88
T::score_trigger_ge_0.9737+pct_correct_move_already_done_le_0.0+is_asia_session_TRUE,triple,165,5.69,32,21,19.39,26.02,12.73,69,96,18.84,19.79,91,74,25.27,12.16
T::score_trigger_ge_0.9737+pct_correct_move_already_done_le_0.0+is_asia_session_FALSE,triple,130,4.483,16,11,12.31,13.01,8.46,53,77,24.53,3.9,64,66,18.75,6.06
T::score_trigger_le_0.9737+pct_correct_move_already_done_ge_0.0+is_asia_session_TRUE,triple,81,2.793,17,8,20.99,13.82,9.88,43,38,25.58,15.79,38,43,26.32,16.28
T::score_trigger_le_0.9737+pct_correct_move_already_done_ge_0.0+is_asia_session_FALSE,triple,107,3.69,4,5,3.74,3.25,4.67,50,57,6.0,1.75,44,63,4.55,3.17
T::score_trigger_le_0.9737+pct_correct_move_already_done_le_0.0+is_asia_session_TRUE,triple,60,2.069,17,8,28.33,13.82,13.33,28,32,39.29,18.75,29,31,34.48,22.58
T::score_trigger_le_0.9737+pct_correct_move_already_done_le_0.0+is_asia_session_FALSE,triple,68,2.345,4,4,5.88,3.25,5.88,27,41,11.11,2.44,27,41,7.41,4.88
T::score_trigger_ge_0.9737+pct_correct_move_already_done_ge_0.0+cand_prior_move_pct_ge_0.0,triple,438,15.103,50,48,11.42,40.65,10.96,203,235,13.79,9.36,226,212,15.49,7.08
T::score_trigger_ge_0.9737+pct_correct_move_already_done_ge_0.0+cand_prior_move_pct_le_0.0,triple,374,12.897,43,42,11.5,34.96,11.23,172,202,13.37,9.9,196,178,15.82,6.74
T::score_trigger_ge_0.9737+pct_correct_move_already_done_le_0.0+cand_prior_move_pct_ge_0.0,triple,295,10.172,48,32,16.27,39.02,10.85,122,173,21.31,12.72,155,140,22.58,9.29
