selector,kind,selected_n,alerts_per_day,good_n,wrong_n,precision_pct,recall_pct,wrong_rate_pct,h1_n,h2_n,h1_precision_pct,h2_precision_pct,long_n,short_n,long_precision_pct,short_precision_pct
S::taker_imb_180m_le_-0.0633,single,209,7.207,21,17,10.05,17.07,8.13,66,143,13.64,8.39,100,109,12.0,8.26
S::taker_imb_180m_le_-0.0633::top1,single+top1,27,0.931,5,1,18.52,4.07,3.7,13,14,15.38,21.43,12,15,33.33,6.67
S::taker_imb_180m_le_-0.0633::top2,single+top2,51,1.759,10,1,19.61,8.13,1.96,23,28,13.04,25.0,22,29,31.82,10.34
S::taker_imb_180m_ge_-0.0115,single,628,21.655,83,99,13.22,67.48,15.76,348,280,14.08,12.14,327,301,12.84,13.62
S::taker_imb_180m_ge_-0.0115::top1,single+top1,29,1.0,7,2,24.14,5.69,6.9,14,15,21.43,26.67,13,16,23.08,25.0
S::taker_imb_180m_ge_-0.0115::top2,single+top2,58,2.0,14,3,24.14,11.38,5.17,28,30,28.57,20.0,27,31,29.63,19.35
S::taker_imb_180m_le_-0.0115,single,417,14.379,40,41,9.59,32.52,9.83,160,257,11.25,8.56,182,235,11.54,8.09
S::taker_imb_180m_le_-0.0115::top1,single+top1,29,1.0,7,1,24.14,5.69,3.45,14,15,28.57,20.0,14,15,35.71,13.33
S::taker_imb_180m_le_-0.0115::top2,single+top2,58,2.0,12,4,20.69,9.76,6.9,28,30,21.43,20.0,27,31,25.93,16.13
S::taker_imb_180m_ge_0.0326,single,418,14.414,62,65,14.83,50.41,15.55,228,190,17.11,12.11,219,199,14.61,15.08
S::taker_imb_180m_ge_0.0326::top1,single+top1,27,0.931,7,1,25.93,5.69,3.7,14,13,28.57,23.08,10,17,20.0,29.41
S::taker_imb_180m_ge_0.0326::top2,single+top2,54,1.862,13,3,24.07,10.57,5.56,28,26,25.0,23.08,22,32,27.27,21.88
S::taker_imb_180m_le_0.0326,single,626,21.586,61,74,9.74,49.59,11.82,279,347,10.04,9.51,290,336,10.69,8.93
S::taker_imb_180m_le_0.0326::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,35.71,20.0,17,12,41.18,8.33
S::taker_imb_180m_le_0.0326::top2,single+top2,58,2.0,12,4,20.69,9.76,6.9,28,30,21.43,20.0,29,29,31.03,10.34
S::taker_imb_180m_ge_0.0875,single,211,7.276,33,35,15.64,26.83,16.59,102,109,16.67,14.68,108,103,14.81,16.5
S::taker_imb_180m_ge_0.0875::top1,single+top1,26,0.897,5,1,19.23,4.07,3.85,13,13,23.08,15.38,13,13,23.08,15.38
S::taker_imb_180m_ge_0.0875::top2,single+top2,49,1.69,11,3,22.45,8.94,6.12,25,24,28.0,16.67,25,24,24.0,20.83
S::taker_imb_180m_le_0.0875,single,834,28.759,90,104,10.79,73.17,12.47,406,428,12.32,9.35,400,434,11.75,9.91
S::taker_imb_180m_le_0.0875::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,28.57,26.67,15,14,33.33,21.43
S::taker_imb_180m_le_0.0875::top2,single+top2,58,2.0,13,4,22.41,10.57,6.9,28,30,25.0,20.0,30,28,30.0,14.29
S::taker_imb_aligned_5m_ge_-0.2673,single,835,28.793,96,121,11.5,78.05,14.49,411,424,13.38,9.67,405,430,12.1,10.93
S::taker_imb_aligned_5m_ge_-0.2673::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,28.57,26.67,15,14,26.67,28.57
S::taker_imb_aligned_5m_ge_-0.2673::top2,single+top2,58,2.0,11,4,18.97,8.94,6.9,28,30,25.0,13.33,27,31,22.22,16.13
S::taker_imb_aligned_5m_le_-0.2673,single,209,7.207,27,18,12.92,21.95,8.61,96,113,12.5,13.27,104,105,13.46,12.38
S::taker_imb_aligned_5m_le_-0.2673::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,35.71,26.67,19,10,36.84,20.0
S::taker_imb_aligned_5m_le_-0.2673::top2,single+top2,57,1.966,14,1,24.56,11.38,1.75,27,30,25.93,23.33,31,26,29.03,19.23
S::taker_imb_aligned_5m_ge_-0.1868,single,627,21.621,74,91,11.8,60.16,14.51,310,317,14.19,9.46,317,310,11.67,11.94
S::taker_imb_aligned_5m_ge_-0.1868::top1,single+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,21.43,20.0,11,18,18.18,22.22
S::taker_imb_aligned_5m_ge_-0.1868::top2,single+top2,58,2.0,9,4,15.52,7.32,6.9,28,30,21.43,10.0,25,33,16.0,15.15
S::taker_imb_aligned_5m_le_-0.1868,single,418,14.414,49,48,11.72,39.84,11.48,196,222,11.73,11.71,193,225,13.47,10.22
S::taker_imb_aligned_5m_le_-0.1868::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,50.0,26.67,21,8,47.62,12.5
S::taker_imb_aligned_5m_le_-0.1868::top2,single+top2,58,2.0,14,3,24.14,11.38,5.17,28,30,28.57,20.0,33,25,36.36,8.0
S::taker_imb_aligned_5m_ge_-0.1356,single,418,14.414,48,58,11.48,39.02,13.88,207,211,15.94,7.11,218,200,11.47,11.5
S::taker_imb_aligned_5m_ge_-0.1356::top1,single+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,21.43,20.0,11,18,18.18,22.22
S::taker_imb_aligned_5m_ge_-0.1356::top2,single+top2,58,2.0,9,4,15.52,7.32,6.9,28,30,21.43,10.0,27,31,14.81,16.13
S::taker_imb_aligned_5m_le_-0.1356,single,626,21.586,75,81,11.98,60.98,12.94,300,326,11.33,12.58,291,335,13.06,11.04
S::taker_imb_aligned_5m_le_-0.1356::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,42.86,26.67,22,7,40.91,14.29
S::taker_imb_aligned_5m_le_-0.1356::top2,single+top2,58,2.0,16,3,27.59,13.01,5.17,28,30,28.57,26.67,35,23,34.29,17.39
S::taker_imb_aligned_5m_ge_-0.1074,single,212,7.31,25,29,11.79,20.33,13.68,99,113,18.18,6.19,108,104,12.04,11.54
S::taker_imb_aligned_5m_ge_-0.1074::top1,single+top1,29,1.0,4,3,13.79,3.25,10.34,14,15,21.43,6.67,14,15,14.29,13.33
S::taker_imb_aligned_5m_ge_-0.1074::top2,single+top2,58,2.0,8,4,13.79,6.5,6.9,28,30,21.43,6.67,29,29,10.34,17.24
S::taker_imb_aligned_5m_le_-0.1074,single,834,28.759,98,112,11.75,79.67,13.43,408,426,12.01,11.5,402,432,12.44,11.11
S::taker_imb_aligned_5m_le_-0.1074::top1,single+top1,29,1.0,11,0,37.93,8.94,0.0,14,15,42.86,33.33,17,12,41.18,33.33
S::taker_imb_aligned_5m_le_-0.1074::top2,single+top2,58,2.0,16,1,27.59,13.01,1.72,28,30,28.57,26.67,30,28,30.0,25.0
S::taker_imb_aligned_15m_ge_-0.1765,single,835,28.793,97,104,11.62,78.86,12.46,411,424,13.38,9.91,417,418,12.23,11.0
S::taker_imb_aligned_15m_ge_-0.1765::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,35.71,26.67,16,13,31.25,30.77
S::taker_imb_aligned_15m_ge_-0.1765::top2,single+top2,58,2.0,14,3,24.14,11.38,5.17,28,30,28.57,20.0,32,26,25.0,23.08
S::taker_imb_aligned_15m_le_-0.1765,single,209,7.207,26,35,12.44,21.14,16.75,95,114,12.63,12.28,92,117,13.04,11.97
S::taker_imb_aligned_15m_le_-0.1765::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,14.29,20.0,13,16,30.77,6.25
S::taker_imb_aligned_15m_le_-0.1765::top2,single+top2,58,2.0,11,5,18.97,8.94,8.62,28,30,17.86,20.0,25,33,32.0,9.09
S::taker_imb_aligned_15m_ge_-0.0813,single,627,21.621,73,74,11.64,59.35,11.8,296,331,15.2,8.46,318,309,12.89,10.36
S::taker_imb_aligned_15m_ge_-0.0813::top1,single+top1,29,1.0,9,2,31.03,7.32,6.9,14,15,42.86,20.0,20,9,30.0,33.33
S::taker_imb_aligned_15m_ge_-0.0813::top2,single+top2,58,2.0,13,3,22.41,10.57,5.17,28,30,32.14,13.33,32,26,25.0,19.23
S::taker_imb_aligned_15m_le_-0.0813,single,417,14.379,51,65,12.23,41.46,15.59,211,206,10.9,13.59,191,226,12.04,12.39
S::taker_imb_aligned_15m_le_-0.0813::top1,single+top1,29,1.0,8,0,27.59,6.5,0.0,14,15,21.43,33.33,11,18,36.36,22.22
S::taker_imb_aligned_15m_le_-0.0813::top2,single+top2,58,2.0,10,3,17.24,8.13,5.17,28,30,10.71,23.33,23,35,26.09,11.43
S::taker_imb_aligned_15m_ge_-0.0071,single,419,14.448,37,53,8.83,30.08,12.65,197,222,12.18,5.86,206,213,11.17,6.57
S::taker_imb_aligned_15m_ge_-0.0071::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,28.57,6.67,18,11,16.67,18.18
S::taker_imb_aligned_15m_ge_-0.0071::top2,single+top2,58,2.0,8,3,13.79,6.5,5.17,28,30,21.43,6.67,35,23,14.29,13.04
S::taker_imb_aligned_15m_le_-0.0071,single,626,21.586,86,87,13.74,69.92,13.9,310,316,13.87,13.61,303,323,13.2,14.24
S::taker_imb_aligned_15m_le_-0.0071::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,28.57,33.33,15,14,33.33,28.57
S::taker_imb_aligned_15m_le_-0.0071::top2,single+top2,58,2.0,12,4,20.69,9.76,6.9,28,30,17.86,23.33,29,29,24.14,17.24
S::taker_imb_aligned_15m_ge_0.0914,single,210,7.241,25,19,11.9,20.33,9.05,84,126,16.67,8.73,105,105,14.29,9.52
S::taker_imb_aligned_15m_ge_0.0914::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,21.43,13.33,18,11,16.67,18.18
S::taker_imb_aligned_15m_ge_0.0914::top2,single+top2,58,2.0,12,1,20.69,9.76,1.72,28,30,25.0,16.67,36,22,16.67,27.27
S::taker_imb_aligned_15m_le_0.0914,single,834,28.759,98,120,11.75,79.67,14.39,423,411,12.53,10.95,404,430,11.88,11.63
S::taker_imb_aligned_15m_le_0.0914::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,14,15,35.71,33.33
S::taker_imb_aligned_15m_le_0.0914::top2,single+top2,58,2.0,13,2,22.41,10.57,3.45,28,30,21.43,23.33,26,32,26.92,18.75
S::taker_imb_aligned_30m_ge_-0.1277,single,835,28.793,94,103,11.26,76.42,12.34,411,424,13.63,8.96,418,417,12.44,10.07
S::taker_imb_aligned_30m_ge_-0.1277::top1,single+top1,29,1.0,9,2,31.03,7.32,6.9,14,15,50.0,13.33,19,10,36.84,20.0
S::taker_imb_aligned_30m_ge_-0.1277::top2,single+top2,58,2.0,14,3,24.14,11.38,5.17,28,30,35.71,13.33,34,24,29.41,16.67
S::taker_imb_aligned_30m_le_-0.1277,single,210,7.241,29,36,13.81,23.58,17.14,97,113,11.34,15.93,91,119,12.09,15.13
S::taker_imb_aligned_30m_le_-0.1277::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,14.29,40.0,14,15,28.57,26.67
S::taker_imb_aligned_30m_le_-0.1277::top2,single+top2,58,2.0,14,4,24.14,11.38,6.9,28,30,17.86,30.0,24,34,29.17,20.59
S::taker_imb_aligned_30m_ge_-0.031,single,627,21.621,64,75,10.21,52.03,11.96,315,312,13.33,7.05,319,308,11.6,8.77
S::taker_imb_aligned_30m_ge_-0.031::top1,single+top1,29,1.0,9,2,31.03,7.32,6.9,14,15,50.0,13.33,18,11,33.33,27.27
S::taker_imb_aligned_30m_ge_-0.031::top2,single+top2,58,2.0,13,4,22.41,10.57,6.9,28,30,35.71,10.0,30,28,26.67,17.86
S::taker_imb_aligned_30m_le_-0.031,single,418,14.414,59,64,14.11,47.97,15.31,193,225,12.95,15.11,189,229,13.76,14.41
S::taker_imb_aligned_30m_le_-0.031::top1,single+top1,29,1.0,8,2,27.59,6.5,6.9,14,15,21.43,33.33,10,19,30.0,26.32
S::taker_imb_aligned_30m_le_-0.031::top2,single+top2,58,2.0,15,5,25.86,12.2,8.62,28,30,17.86,33.33,24,34,33.33,20.59
S::taker_imb_aligned_30m_ge_0.0368,single,418,14.414,36,47,8.61,29.27,11.24,187,231,11.76,6.06,204,214,10.29,7.01
S::taker_imb_aligned_30m_ge_0.0368::top1,single+top1,29,1.0,7,1,24.14,5.69,3.45,14,15,35.71,13.33,14,15,28.57,20.0
S::taker_imb_aligned_30m_ge_0.0368::top2,single+top2,58,2.0,9,2,15.52,7.32,3.45,28,30,21.43,10.0,27,31,18.52,12.9
S::taker_imb_aligned_30m_le_0.0368,single,626,21.586,87,92,13.9,70.73,14.7,319,307,14.11,13.68,305,321,13.77,14.02
S::taker_imb_aligned_30m_le_0.0368::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,28.57,26.67,14,15,35.71,20.0
S::taker_imb_aligned_30m_le_0.0368::top2,single+top2,58,2.0,12,6,20.69,9.76,10.34,28,30,21.43,20.0,28,30,28.57,13.33
S::taker_imb_aligned_30m_ge_0.1198,single,210,7.241,16,27,7.62,13.01,12.86,84,126,11.9,4.76,102,108,10.78,4.63
S::taker_imb_aligned_30m_ge_0.1198::top1,single+top1,29,1.0,3,3,10.34,2.44,10.34,14,15,14.29,6.67,14,15,14.29,6.67
S::taker_imb_aligned_30m_ge_0.1198::top2,single+top2,57,1.966,5,4,8.77,4.07,7.02,27,30,11.11,6.67,28,29,14.29,3.45
S::taker_imb_aligned_30m_le_0.1198,single,834,28.759,107,112,12.83,86.99,13.43,422,412,13.51,12.14,407,427,12.78,12.88
S::taker_imb_aligned_30m_le_0.1198::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,14,15,35.71,33.33
S::taker_imb_aligned_30m_le_0.1198::top2,single+top2,58,2.0,15,2,25.86,12.2,3.45,28,30,25.0,26.67,29,29,27.59,24.14
S::taker_imb_aligned_60m_ge_-0.1037,single,835,28.793,90,105,10.78,73.17,12.57,414,421,13.53,8.08,412,423,12.62,8.98
S::taker_imb_aligned_60m_ge_-0.1037::top1,single+top1,29,1.0,8,2,27.59,6.5,6.9,14,15,42.86,13.33,18,11,33.33,18.18
S::taker_imb_aligned_60m_ge_-0.1037::top2,single+top2,58,2.0,13,3,22.41,10.57,5.17,28,30,32.14,13.33,30,28,30.0,14.29
S::taker_imb_aligned_60m_le_-0.1037,single,209,7.207,33,34,15.79,26.83,16.27,92,117,11.96,18.8,97,112,11.34,19.64
S::taker_imb_aligned_60m_le_-0.1037::top1,single+top1,29,1.0,7,2,24.14,5.69,6.9,14,15,7.14,40.0,13,16,30.77,18.75
S::taker_imb_aligned_60m_le_-0.1037::top2,single+top2,58,2.0,13,6,22.41,10.57,10.34,28,30,10.71,33.33,26,32,23.08,21.88
S::taker_imb_aligned_60m_ge_-0.0169,single,627,21.621,60,77,9.57,48.78,12.28,311,316,11.9,7.28,306,321,11.76,7.48
S::taker_imb_aligned_60m_ge_-0.0169::top1,single+top1,29,1.0,7,2,24.14,5.69,6.9,14,15,35.71,13.33,17,12,29.41,16.67
S::taker_imb_aligned_60m_ge_-0.0169::top2,single+top2,58,2.0,10,4,17.24,8.13,6.9,28,30,25.0,10.0,30,28,20.0,14.29
S::taker_imb_aligned_60m_le_-0.0169,single,417,14.379,64,62,15.35,52.03,14.87,195,222,15.38,15.32,202,215,13.37,17.21
S::taker_imb_aligned_60m_le_-0.0169::top1,single+top1,29,1.0,11,0,37.93,8.94,0.0,14,15,28.57,46.67,15,14,46.67,28.57
S::taker_imb_aligned_60m_le_-0.0169::top2,single+top2,58,2.0,16,1,27.59,13.01,1.72,28,30,17.86,36.67,26,32,34.62,21.88
S::taker_imb_aligned_60m_ge_0.0501,single,419,14.448,36,46,8.59,29.27,10.98,199,220,11.56,5.91,199,220,11.56,5.91
S::taker_imb_aligned_60m_ge_0.0501::top1,single+top1,29,1.0,6,2,20.69,4.88,6.9,14,15,42.86,0.0,18,11,27.78,9.09
S::taker_imb_aligned_60m_ge_0.0501::top2,single+top2,58,2.0,10,2,17.24,8.13,3.45,28,30,28.57,6.67,28,30,28.57,6.67
S::taker_imb_aligned_60m_le_0.0501,single,626,21.586,87,93,13.9,70.73,14.86,309,317,14.24,13.56,310,316,12.9,14.87
S::taker_imb_aligned_60m_le_0.0501::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,28.57,46.67,16,13,43.75,30.77
S::taker_imb_aligned_60m_le_0.0501::top2,single+top2,58,2.0,16,3,27.59,13.01,5.17,28,30,21.43,33.33,27,31,37.04,19.35
S::taker_imb_aligned_60m_ge_0.1161,single,210,7.241,17,18,8.1,13.82,8.57,89,121,14.61,3.31,102,108,12.75,3.7
S::taker_imb_aligned_60m_ge_0.1161::top1,single+top1,29,1.0,6,3,20.69,4.88,10.34,14,15,35.71,6.67,15,14,40.0,0.0
S::taker_imb_aligned_60m_ge_0.1161::top2,single+top2,58,2.0,7,3,12.07,5.69,5.17,28,30,21.43,3.33,31,27,22.58,0.0
S::taker_imb_aligned_60m_le_0.1161,single,834,28.759,107,121,12.83,86.99,14.51,417,417,12.95,12.71,407,427,12.53,13.11
S::taker_imb_aligned_60m_le_0.1161::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,35.71,40.0,15,14,40.0,35.71
S::taker_imb_aligned_60m_le_0.1161::top2,single+top2,58,2.0,15,3,25.86,12.2,5.17,28,30,21.43,30.0,28,30,25.0,26.67
S::taker_imb_aligned_180m_ge_-0.0742,single,835,28.793,92,105,11.02,74.8,12.57,421,414,13.54,8.45,419,416,12.17,9.86
S::taker_imb_aligned_180m_ge_-0.0742::top1,single+top1,29,1.0,9,2,31.03,7.32,6.9,14,15,42.86,20.0,18,11,33.33,27.27
S::taker_imb_aligned_180m_ge_-0.0742::top2,single+top2,58,2.0,14,3,24.14,11.38,5.17,28,30,32.14,16.67,32,26,28.12,19.23
S::taker_imb_aligned_180m_le_-0.0742,single,209,7.207,32,34,15.31,26.02,16.27,86,123,12.79,17.07,89,120,13.48,16.67
S::taker_imb_aligned_180m_le_-0.0742::top1,single+top1,29,1.0,8,2,27.59,6.5,6.9,14,15,21.43,33.33,11,18,36.36,22.22
S::taker_imb_aligned_180m_le_-0.0742::top2,single+top2,58,2.0,12,6,20.69,9.76,10.34,28,30,17.86,23.33,22,36,27.27,16.67
S::taker_imb_aligned_180m_ge_-0.0113,single,627,21.621,68,71,10.85,55.28,11.32,306,321,14.71,7.17,326,301,12.88,8.64
S::taker_imb_aligned_180m_ge_-0.0113::top1,single+top1,29,1.0,5,2,17.24,4.07,6.9,14,15,35.71,0.0,19,10,21.05,10.0
S::taker_imb_aligned_180m_ge_-0.0113::top2,single+top2,58,2.0,9,4,15.52,7.32,6.9,28,30,21.43,10.0,31,27,22.58,7.41
S::taker_imb_aligned_180m_le_-0.0113,single,417,14.379,55,68,13.19,44.72,16.31,200,217,11.0,15.21,182,235,11.54,14.47
S::taker_imb_aligned_180m_le_-0.0113::top1,single+top1,29,1.0,11,0,37.93,8.94,0.0,14,15,28.57,46.67,13,16,38.46,37.5
S::taker_imb_aligned_180m_le_-0.0113::top2,single+top2,58,2.0,17,2,29.31,13.82,3.45,28,30,25.0,33.33,25,33,36.0,24.24
S::taker_imb_aligned_180m_ge_0.0293,single,418,14.414,49,34,11.72,39.84,8.13,194,224,19.07,5.36,222,196,14.41,8.67
S::taker_imb_aligned_180m_ge_0.0293::top1,single+top1,29,1.0,6,2,20.69,4.88,6.9,14,15,35.71,6.67,15,14,33.33,7.14
S::taker_imb_aligned_180m_ge_0.0293::top2,single+top2,58,2.0,9,5,15.52,7.32,8.62,28,30,25.0,6.67,30,28,23.33,7.14
S::taker_imb_aligned_180m_le_0.0293,single,627,21.621,76,105,12.12,61.79,16.75,314,313,10.19,14.06,286,341,10.84,13.2
S::taker_imb_aligned_180m_le_0.0293::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,28.57,46.67,15,14,46.67,28.57
S::taker_imb_aligned_180m_le_0.0293::top2,single+top2,58,2.0,15,4,25.86,12.2,6.9,28,30,21.43,30.0,27,31,33.33,19.35
S::taker_imb_aligned_180m_ge_0.0779,single,211,7.276,25,16,11.85,20.33,7.58,85,126,21.18,5.56,126,85,15.08,7.06
S::taker_imb_aligned_180m_ge_0.0779::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,35.71,20.0,20,9,35.0,11.11
S::taker_imb_aligned_180m_ge_0.0779::top2,single+top2,57,1.966,12,3,21.05,9.76,5.26,28,29,32.14,10.34,37,20,29.73,5.0
S::taker_imb_aligned_180m_le_0.0779,single,834,28.759,98,123,11.75,79.67,14.75,421,413,11.64,11.86,384,450,11.46,12.0
S::taker_imb_aligned_180m_le_0.0779::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,14,15,35.71,33.33
S::taker_imb_aligned_180m_le_0.0779::top2,single+top2,58,2.0,13,4,22.41,10.57,6.9,28,30,21.43,23.33,25,33,28.0,18.18
S::taker_total_vol_15m_ge_55572.16,single,835,28.793,94,119,11.26,76.42,14.25,420,415,13.33,9.16,399,436,13.53,9.17
S::taker_total_vol_15m_ge_55572.16::top1,single+top1,29,1.0,5,2,17.24,4.07,6.9,14,15,21.43,13.33,16,13,25.0,7.69
S::taker_total_vol_15m_ge_55572.16::top2,single+top2,58,2.0,11,4,18.97,8.94,6.9,28,30,25.0,13.33,30,28,30.0,7.14
S::taker_total_vol_15m_le_55572.16,single,209,7.207,30,20,14.35,24.39,9.57,87,122,13.79,14.75,109,100,8.26,21.0
S::taker_total_vol_15m_le_55572.16::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,35.71,40.0,11,18,27.27,44.44
S::taker_total_vol_15m_le_55572.16::top2,single+top2,55,1.897,16,2,29.09,13.01,3.64,25,30,36.0,23.33,23,32,21.74,34.38
S::taker_total_vol_15m_ge_84149.41,single,628,21.655,62,90,9.87,50.41,14.33,325,303,11.38,8.25,297,331,12.46,7.55
S::taker_total_vol_15m_ge_84149.41::top1,single+top1,29,1.0,5,0,17.24,4.07,0.0,14,15,21.43,13.33,17,12,29.41,0.0
S::taker_total_vol_15m_ge_84149.41::top2,single+top2,58,2.0,11,3,18.97,8.94,5.17,28,30,25.0,13.33,35,23,31.43,0.0
S::taker_total_vol_15m_le_84149.41,single,417,14.379,61,49,14.63,49.59,11.75,183,234,16.39,13.25,213,204,12.21,17.16
S::taker_total_vol_15m_le_84149.41::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,28.57,40.0,13,16,30.77,37.5
S::taker_total_vol_15m_le_84149.41::top2,single+top2,58,2.0,14,5,24.14,11.38,8.62,28,30,25.0,23.33,28,30,21.43,26.67
S::taker_total_vol_15m_ge_125233.47,single,418,14.414,34,58,8.13,27.64,13.88,220,198,9.09,7.07,190,228,8.42,7.89
S::taker_total_vol_15m_ge_125233.47::top1,single+top1,29,1.0,6,0,20.69,4.88,0.0,14,15,28.57,13.33,15,14,33.33,7.14
S::taker_total_vol_15m_ge_125233.47::top2,single+top2,54,1.862,8,1,14.81,6.5,1.85,27,27,22.22,7.41,29,25,24.14,4.0
S::taker_total_vol_15m_le_125233.47,single,626,21.586,89,81,14.22,72.36,12.94,286,340,16.43,12.35,319,307,14.73,13.68
S::taker_total_vol_15m_le_125233.47::top1,single+top1,29,1.0,9,2,31.03,7.32,6.9,14,15,28.57,33.33,14,15,28.57,33.33
S::taker_total_vol_15m_le_125233.47::top2,single+top2,58,2.0,14,4,24.14,11.38,6.9,28,30,28.57,20.0,31,27,25.81,22.22
S::taker_total_vol_15m_ge_196633.45,single,211,7.276,7,26,3.32,5.69,12.32,123,88,4.88,1.14,90,121,3.33,3.31
S::taker_total_vol_15m_ge_196633.45::top1,single+top1,26,0.897,2,0,7.69,1.63,0.0,14,12,14.29,0.0,12,14,16.67,0.0
S::taker_total_vol_15m_ge_196633.45::top2,single+top2,50,1.724,4,3,8.0,3.25,6.0,26,24,15.38,0.0,25,25,12.0,4.0
S::taker_total_vol_15m_le_196633.45,single,834,28.759,116,113,13.91,94.31,13.55,385,449,15.84,12.25,418,416,14.35,13.46
S::taker_total_vol_15m_le_196633.45::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,16,13,31.25,38.46
S::taker_total_vol_15m_le_196633.45::top2,single+top2,58,2.0,14,3,24.14,11.38,5.17,28,30,25.0,23.33,32,26,25.0,23.08
S::taker_total_vol_60m_ge_222160.69,single,835,28.793,90,123,10.78,73.17,14.73,428,407,12.62,8.85,402,433,12.44,9.24
S::taker_total_vol_60m_ge_222160.69::top1,single+top1,29,1.0,4,0,13.79,3.25,0.0,14,15,21.43,6.67,16,13,25.0,0.0
S::taker_total_vol_60m_ge_222160.69::top2,single+top2,58,2.0,7,3,12.07,5.69,5.17,28,30,14.29,10.0,32,26,21.88,0.0
S::taker_total_vol_60m_le_222160.69,single,209,7.207,33,16,15.79,26.83,7.66,79,130,16.46,15.38,107,102,12.15,19.61
S::taker_total_vol_60m_le_222160.69::top1,single+top1,28,0.966,10,1,35.71,8.13,3.57,13,15,30.77,40.0,13,15,38.46,33.33
S::taker_total_vol_60m_le_222160.69::top2,single+top2,56,1.931,17,4,30.36,13.82,7.14,26,30,30.77,30.0,26,30,34.62,26.67
S::taker_total_vol_60m_ge_369207.58,single,627,21.621,56,87,8.93,45.53,13.88,325,302,11.38,6.29,311,316,10.29,7.59
S::taker_total_vol_60m_ge_369207.58::top1,single+top1,28,0.966,3,0,10.71,2.44,0.0,14,14,14.29,7.14,15,13,20.0,0.0
S::taker_total_vol_60m_ge_369207.58::top2,single+top2,54,1.862,7,1,12.96,5.69,1.85,27,27,18.52,7.41,30,24,23.33,0.0
S::taker_total_vol_60m_le_369207.58,single,417,14.379,67,52,16.07,54.47,12.47,181,236,16.57,15.68,197,220,15.74,16.36
S::taker_total_vol_60m_le_369207.58::top1,single+top1,29,1.0,11,2,37.93,8.94,6.9,14,15,35.71,40.0,14,15,35.71,40.0
S::taker_total_vol_60m_le_369207.58::top2,single+top2,57,1.966,16,4,28.07,13.01,7.02,27,30,29.63,26.67,29,28,27.59,28.57
S::taker_total_vol_60m_ge_520220.37,single,418,14.414,30,60,7.18,24.39,14.35,221,197,9.5,4.57,200,218,6.5,7.8
S::taker_total_vol_60m_ge_520220.37::top1,single+top1,28,0.966,4,2,14.29,3.25,7.14,14,14,21.43,7.14,14,14,28.57,0.0
S::taker_total_vol_60m_ge_520220.37::top2,single+top2,54,1.862,7,3,12.96,5.69,5.56,27,27,14.81,11.11,32,22,21.88,0.0
S::taker_total_vol_60m_le_520220.37,single,626,21.586,93,79,14.86,75.61,12.62,285,341,16.14,13.78,308,318,16.23,13.52
S::taker_total_vol_60m_le_520220.37::top1,single+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,15,14,33.33,35.71
S::taker_total_vol_60m_le_520220.37::top2,single+top2,58,2.0,13,4,22.41,10.57,6.9,28,30,25.0,20.0,30,28,23.33,21.43
S::taker_total_vol_60m_ge_795764.22,single,210,7.241,10,31,4.76,8.13,14.76,117,93,5.13,4.3,105,105,0.95,8.57
S::taker_total_vol_60m_ge_795764.22::top1,single+top1,25,0.862,1,3,4.0,0.81,12.0,12,13,8.33,0.0,13,12,0.0,8.33
S::taker_total_vol_60m_ge_795764.22::top2,single+top2,49,1.69,4,5,8.16,3.25,10.2,24,25,8.33,8.0,26,23,3.85,13.04
S::taker_total_vol_60m_le_795764.22,single,834,28.759,113,108,13.55,91.87,12.95,389,445,15.68,11.69,403,431,15.38,11.83
