_half,_label_engine_class,_label_is_primary,_label_reached_raw,_label_unique_move_id,cand_absorb_score,cand_ask_refill_score,cand_bid_refill_score,cand_buy_pressure,cand_down_move_pct,cand_pressure_against,cand_prior_move_pct,cand_range_compression,cand_refill_with,cand_sell_pressure,cand_up_move_pct,candidate_iso,candidate_to_confirm_min,conf_age_min,conf_cycles_seen,conf_defended_persistence_sec,conf_opposite_thinning,conf_void_score,confirm_to_trigger_min,confirmed_iso,coverage_class,date,direction,dist_to_4h_mean_pct,dist_to_recent_swing_high_pct,dist_to_recent_swing_low_pct,distance_from_high_pct,distance_from_low_pct,filter_dup_suppressed,filter_fast_ok,filter_kept,is_asia_session,is_during_correct_move,is_during_opposite_move,is_late_after_50pct_correct_move,is_us_session,lead_min_before_move,local_range_15m_pct,local_range_180m_pct,local_range_30m_pct,local_range_60m_pct,local_realized_vol_15m,local_realized_vol_180m,local_realized_vol_30m,local_realized_vol_60m,matched_move_size_pct,ofi_shift_5m_vs_30m,ofi_shift_aligned,opp_dir_zones_active_60m,pct_correct_move_already_done,pct_opposite_move_already_done,prior_move_15m_pct,prior_move_180m_pct,prior_move_30m_pct,prior_move_60m_pct,same_dir_zones_active_60m,score_absorption,score_liquidity_void,score_ofi,score_refill,score_trigger,session,stage_reached,sweep_reclaim_aligned,taker_imb_15m,taker_imb_180m,taker_imb_30m,taker_imb_5m,taker_imb_60m,taker_imb_aligned_15m,taker_imb_aligned_180m,taker_imb_aligned_30m,taker_imb_aligned_5m,taker_imb_aligned_60m,taker_n_trades_15m,taker_n_trades_180m,taker_n_trades_30m,taker_n_trades_5m,taker_n_trades_60m,taker_total_vol_15m,taker_total_vol_180m,taker_total_vol_30m,taker_total_vol_5m,taker_total_vol_60m,total_pre_trigger_min,trig_break_pct,trig_flow_multiplier,trig_price,trig_side_flow_ok,trigger_iso,utc_hour,vol_anomaly_15m_vs_bg,watch_label,zone_high,zone_id,zone_low,zone_mid,zone_width_pct
first,failed_triggered,False,False,,0.6091799229209994,0.4999918636987847,,0.5537999299281813,,0.5537999299281813,0.0,True,0.4999918636987847,,0.0,2026-03-09T14:22:03+00:00,14.833333333333334,14.833333333333334,28.0,890.0,0.5005109586612332,1.0,60.36666666666667,2026-03-09T14:36:53+00:00,noisy_partial_1_5,2026-03-09,SHORT,1.5622,0.2461,2.8207,0.2455,,False,False,False,0,0,0,0,1,,0.6674,2.7683,1.1094,1.1094,0.001152,0.001003,0.001161,0.001304,1.7996,0.1468,-0.1468,5.0,0.0,0.0,0.4512,2.5053,0.8167,0.7588,0.0,0.6238637893698075,1.0,0.009018242413195347,0.5001563770882256,0.9775147782957415,us,triggered,1,0.0399,0.0638,0.0142,0.1343,-0.0282,-0.0399,-0.0638,-0.0142,-0.1343,0.0282,114906,1109615,230811,46997,558485,196633.45,2511910.13,457462.57,83107.17,1170955.11,75.2,0.19730884034977322,1.4360943949485268,68799.15,False,2026-03-09T15:37:15+00:00,14,0.9571,MID,69399.95,BTC-USDT-SWAP-SHORT-1773066123000-34,68935.16517499999,69167.55758749999,0.6719694047488037
first,failed_triggered,False,False,,0.6252330020419765,0.4995155643134662,,0.5683936382199786,,0.5683936382199786,0.0,True,0.4995155643134662,,0.0,2026-03-09T14:22:07+00:00,14.766666666666667,14.766666666666667,24.0,886.0,0.5005109586612332,1.0,60.36666666666667,2026-03-09T14:36:53+00:00,noisy_partial_1_5,2026-03-09,SHORT,1.5622,0.2461,2.8207,0.2455,,False,False,False,0,0,0,0,1,,0.6674,2.7683,1.1094,1.1094,0.001152,0.001003,0.001161,0.001304,1.7996,0.1468,-0.1468,5.0,0.0,0.0,0.4512,2.5053,0.8167,0.7588,0.0,0.6238637893698075,1.0,0.3175790014982471,0.5001563770882256,0.9773667024861503,us,triggered,1,0.0399,0.0638,0.0142,0.1343,-0.0282,-0.0399,-0.0638,-0.0142,-0.1343,0.0282,114906,1109615,230811,46997,558485,196633.45,2511910.13,457462.57,83107.17,1170955.11,75.13333333333334,0.29115920930493344,1.435650167519753,68799.15,False,2026-03-09T15:37:15+00:00,14,0.9571,MID,69399.95,BTC-USDT-SWAP-SHORT-1773066127000-35,69000.05,69200.0,0.5778901734103962
first,invalidated_or_expired,False,False,,0.6491216748374834,0.4977738539141361,,0.5901106134886213,,0.5901106134886213,0.0,True,0.4977738539141361,,0.0,2026-03-09T15:39:06+00:00,3.033333333333333,3.033333333333333,124.0,182.0,0.5020610248328612,1.0,,2026-03-09T15:42:08+00:00,noisy_partial_1_5,2026-03-09,SHORT,0.2972,0.9709,1.8201,0.6156,,,,,0,1,0,0,1,,0.611,2.1768,0.7248,0.9821,0.000914,0.001078,0.000852,0.000915,1.7996,0.4291,-0.4291,0.0,29.26,0.0,-0.4181,0.7093,-0.3264,-0.6394,1.0,0.6416421945975801,1.0,-0.008060634512882778,0.5009721327173423,,us,confirmed,1,0.0443,0.0157,0.039,0.3659,-0.0043,-0.0443,-0.0157,-0.039,-0.3659,0.0043,80463,1260584,143274,26279,311420,204516.42,2779643.27,333006.57,79268.79,689596.72,,,,,False,,15,0.8359,MID,68824.95,BTC-USDT-SWAP-SHORT-1773070746000-38,68727.868875,68776.4094375,0.1411546863146711
first,invalidated_or_expired,False,False,,0.6078093524618546,0.4988254721608964,,0.5525539567835042,,0.5525539567835042,0.0,True,0.4988254721608964,,0.0,2026-03-09T15:38:34+00:00,3.0,3.0,154.0,180.0,0.4994089860695256,1.0,,2026-03-09T15:41:34+00:00,noisy_partial_1_5,2026-03-09,SHORT,0.3014,0.9709,1.8201,0.6156,,,,,0,1,0,0,1,,0.611,2.1768,0.7248,1.063,0.000911,0.001078,0.000859,0.000922,1.7996,0.3672,-0.3672,0.0,28.99,0.0,-0.4196,0.7316,-0.3156,-0.9303,0.0,0.7240815137384343,1.0,0.34613390235804486,0.49969727416704424,,us,confirmed,1,0.0316,0.0153,0.0368,0.3165,-0.0108,-0.0316,-0.0153,-0.0368,-0.3165,0.0108,80258,1260667,144312,27264,316184,203271.21,2780942.86,334510.62,79700.43,699050.32,,,,,False,,15,0.8309,MID,68851.958775,BTC-USDT-SWAP-SHORT-1773070714000-37,68729.75,68790.8543875,0.17765264887044782
first,failed_triggered,False,False,,0.646367538713661,0.4986012306370643,,0.5876068533760554,,0.5876068533760554,0.0,True,0.4986012306370643,,0.0,2026-03-09T16:00:08+00:00,14.4,14.4,37.0,864.0,0.49839699403387105,1.0,85.01666666666667,2026-03-09T16:14:32+00:00,noisy_partial_1_5,2026-03-09,SHORT,0.0636,0.9876,1.3706,0.3868,,False,False,False,0,1,0,0,1,,0.465,1.9348,0.5128,0.7609,0.000764,0.001079,0.000752,0.000787,1.7996,0.0436,-0.0436,0.0,44.92,0.0,-0.1092,0.4778,0.054,-0.4185,2.0,0.606373281166281,1.0,0.1408292385265119,0.49924938957456644,0.9680289701211445,us,triggered,1,-0.0788,0.0099,0.0647,0.1025,0.0384,0.0788,-0.0099,-0.0647,-0.1025,-0.0384,65098,1252150,120696,16927,261726,106855.53,2735763.45,221154.1,29566.56,555692.5,99.41666666666667,0.45364212628191314,1.4067047816215648,68398.85,False,2026-03-09T17:39:33+00:00,16,0.4249,MID,69026.95,BTC-USDT-SWAP-SHORT-1773072008000-39,68710.55,68868.75,0.4594246301842188
first,invalidated_or_expired,False,False,,0.7380036650198779,,0.4995661354816867,,0.0,0.6709124227453435,0.0,True,0.4995661354816867,0.6709124227453435,,2026-03-09T17:32:28+00:00,3.0,3.0,92.0,180.0,0.49975551888144076,1.0,,2026-03-09T17:35:28+00:00,noisy_partial_1_5,2026-03-09,LONG,-0.4699,1.2026,0.1335,,0.1336,,,,0,0,1,0,1,,0.4858,1.3378,0.7484,0.9571,0.000748,0.000833,0.000727,0.000728,1.961,0.039,0.039,0.0,0.0,84.01,-0.3334,-0.8153,-0.4421,-0.3171,0.0,0.7176957522003433,1.0,-0.2564149550361969,0.4992148966233935,,us,confirmed,1,-0.2954,-0.0256,-0.3369,-0.3049,-0.2029,-0.2954,-0.0256,-0.3369,-0.3049,-0.2029,64635,819202,111479,19682,227678,144049.25,1725831.65,226448.62,40776.17,440658.08,,,,,False,,17,0.9607,MID,68728.15,BTC-USDT-SWAP-LONG-1773077548000-40,68578.55,68653.35,0.21790633669003953
first,failed_triggered,False,False,,0.6196368466058927,,0.49967191287321067,,0.0,0.5633062241871751,0.0,True,0.49967191287321067,0.5633062241871751,,2026-03-09T18:25:26+00:00,3.3666666666666667,3.3666666666666667,137.0,202.0,0.5024688799844085,1.0,6.066666666666666,2026-03-09T18:28:48+00:00,noisy_partial_1_5,2026-03-09,LONG,-0.4799,1.3699,0.4543,,0.4564,False,True,True,0,1,0,0,1,,0.3529,1.4499,0.6094,0.7597,0.000653,0.000763,0.000721,0.000761,1.961,-0.404,-0.404,2.0,24.79,0.0,0.1169,-0.7077,-0.1335,-0.2421,2.0,0.6084471149945662,1.0,0.06359804438906257,0.5031893975893248,0.9725506495440044,us,triggered,1,0.0717,-0.0587,-0.0114,-0.3928,-0.0959,0.0717,-0.0587,-0.0114,-0.3928,-0.0959,37486,705200,87961,8173,219166,50726.19,1452109.6,163668.72,9143.86,460514.57,9.433333333333334,0.09553682579990214,1.417046792517553,68625.45,False,2026-03-09T18:34:52+00:00,18,0.3937,MID,68559.95,BTC-USDT-SWAP-LONG-1773080726000-44,68490.38767499999,68525.1688375,0.10151354047002169
first,failed_triggered,False,False,,0.6052338234796989,,0.49958651186257347,,0.0,0.5502125667997262,0.0,True,0.49958651186257347,0.5502125667997262,,2026-03-09T18:11:46+00:00,13.666666666666666,13.666666666666666,9.0,820.0,0.4992429867107108,1.0,56.733333333333334,2026-03-09T18:25:26+00:00,noisy_partial_1_5,2026-03-09,LONG,-0.487,1.3651,0.4591,,0.4612,True,True,False,0,1,0,0,1,,0.3995,1.4499,0.6094,0.8043,0.000712,0.000763,0.000726,0.000769,1.961,-0.1512,-0.1512,2.0,20.66,0.0,0.2055,-0.7781,-0.0592,-0.3055,1.0,0.6196368466058927,1.0,-0.14352939389031877,0.49967191287321067,0.9682360330035771,us,triggered,1,0.1509,-0.0584,0.0113,-0.1266,-0.0988,0.1509,-0.0584,0.0113,-0.1266,-0.0988,41026,710677,89528,13459,227051,63867.93,1465206.18,174593.36,15389.64,483528.86,70.4,0.3575069537507302,1.40435996740682,68859.35,False,2026-03-09T19:22:10+00:00,18,0.4949,MID,68614.05,BTC-USDT-SWAP-LONG-1773079906000-42,68352.65,68483.35,0.38169861725515575
first,invalidated_or_expired,False,False,,0.6050101727197948,0.499382641399478,,0.5500092479270862,,0.5500092479270862,0.0,True,0.499382641399478,,0.0,2026-03-09T18:00:08+00:00,15.95,15.95,24.0,957.0,0.5008656935097751,1.0,,2026-03-09T18:16:05+00:00,missed_no_move_in_4h,2026-03-09,SHORT,-0.7186,1.5693,0.2585,0.3597,,,,,0,0,1,0,1,,0.4839,1.4781,0.6212,1.1932,0.000768,0.000766,0.000739,0.000767,,0.245,-0.245,1.0,0.0,9.21,-0.2093,-1.1543,-0.0262,-0.7981,0.0,0.6941923297060522,1.0,0.05006836459066603,0.5018373605224498,,us,confirmed,1,-0.0141,-0.0684,0.0469,0.2622,-0.1299,0.0141,0.0684,-0.0469,-0.2622,0.1299,47709,721920,96043,11606,233987,105715.97,1502582.95,187460.14,22748.02,503626.79,,,,,False,,18,0.8038,BAD,68588.95,BTC-USDT-SWAP-SHORT-1773079208000-41,68210.05,68399.5,0.5539514177735132
first,invalidated_or_expired,False,False,,0.6941923297060522,0.5018373605224498,,0.631083936096411,,0.631083936096411,0.0,True,0.5018373605224498,,0.0,2026-03-09T18:16:05+00:00,6.383333333333334,6.383333333333334,43.0,383.0,0.5017341865239093,1.0,,2026-03-09T18:22:28+00:00,missed_no_move_in_4h,2026-03-09,SHORT,-0.6062,1.4758,0.3503,0.2679,,,,,0,0,1,0,1,,0.6094,1.4499,0.6212,0.8091,0.00076,0.000764,0.000749,0.000773,,0.1364,-0.1364,1.0,0.0,17.03,0.1694,-0.8653,-0.0717,-0.4318,1.0,0.6361759507636425,1.0,-0.36771559543029264,0.49993884159518004,,us,confirmed,1,0.0975,-0.0583,0.0388,0.1567,-0.1038,-0.0975,0.0583,-0.0388,-0.1567,0.1038,48785,712656,95403,19086,232061,89298.39,1463861.5,183925.84,25025.41,497775.03,,,,,False,,18,0.6977,BAD,68614.05,BTC-USDT-SWAP-SHORT-1773080165000-43,68352.556625,68483.30331250001,0.38183522457550034
first,failed_triggered,False,False,,0.6960785643068271,0.5005021035995049,,0.6327986948243882,,0.6327986948243882,0.0,True,0.5005021035995049,,0.0,2026-03-09T22:10:56+00:00,3.0,3.0,182.0,180.0,0.5001274607514256,1.0,24.033333333333335,2026-03-09T22:13:56+00:00,missed_no_move_in_4h,2026-03-09,SHORT,-0.1263,1.2233,0.6071,0.4297,,False,True,True,0,0,0,0,0,,0.537,1.7663,0.537,0.5543,0.000664,0.000798,0.000618,0.000638,,0.0858,-0.0858,0.0,0.0,0.0,-0.3701,0.4836,-0.281,-0.3637,0.0,0.6873469288491099,1.0,-0.33882918774648213,0.4995116879238509,1.0,asia_late,triggered,1,0.2015,0.1278,0.19,0.2497,0.0003,-0.2015,-0.1278,-0.19,-0.2497,-0.0003,40844,606948,63469,12041,115191,48281.49,1021657.72,66373.8,20148.31,150177.03,27.033333333333335,0.05041156085703415,1.5026045667462753,68600.45,False,2026-03-09T22:37:58+00:00,22,0.5054,BAD,68724.895275,BTC-USDT-SWAP-SHORT-1773094256000-45,68635.05,68679.9726375,0.13081728420920072
first,failed_triggered,False,False,,0.6050487024157848,0.500781149752225,,0.5500442749234407,,0.5500442749234407,0.0,True,0.500781149752225,,0.0,2026-03-09T23:02:11+00:00,10.633333333333333,10.633333333333333,172.0,638.0,0.5015728875169271,1.0,43.3,2026-03-09T23:12:49+00:00,missed_no_move_in_4h,2026-03-09,SHORT,-0.3768,1.4035,0.3565,0.2121,,False,True,True,0,0,0,0,0,,0.2188,0.818,0.3223,0.4782,0.000458,0.000566,0.00053,0.000528,,0.225,-0.225,1.0,0.0,0.0,-0.0217,-0.5237,-0.1052,-0.1454,2.0,0.6121647107609385,1.0,0.028181992667335138,0.5002379501926743,0.970324496543461,asia_late,triggered,1,0.0728,0.019,-0.0728,0.113,-0.0652,-0.0728,-0.019,0.0728,-0.113,0.0652,25687,334522,54466,8642,113690,35626.81,444103.37,69221.16,12057.5,148543.57,53.93333333333333,0.23456412599318943,1.4068854122634327,68349.35,False,2026-03-09T23:56:07+00:00,23,0.9503,BAD,68659.85,BTC-USDT-SWAP-SHORT-1773097331000-48,68510.05,68584.95000000001,0.21841526457335447
first,no_trigger,False,False,,0.6465915370179166,0.5010087582347157,,0.587810488198106,,0.587810488198106,0.0,True,0.5010087582347157,,0.0,2026-03-09T22:12:01+00:00,6.45,6.45,155.0,387.0,0.5012215909864409,1.0,,2026-03-09T22:18:28+00:00,missed_no_move_in_4h,2026-03-09,SHORT,-0.152,1.241,0.5897,0.4471,,,,,0,0,0,0,0,,0.3807,1.6976,0.537,0.5543,0.000493,0.000794,0.000557,0.000636,,0.064,-0.064,0.0,0.0,0.0,-0.2674,0.4142,-0.2339,-0.3446,1.0,0.6482218027313561,1.0,-0.3410626888040653,0.5016999974465878,,asia_late,confirmed,1,0.1468,0.1277,0.2025,0.2601,0.0397,-0.1468,-0.1277,-0.2025,-0.2601,-0.0397,34935,603442,61443,7201,117675,37708.55,1016055.37,65521.5,6614.84,147328.17,,,,,False,,22,0.3967,BAD,68833.65,BTC-USDT-SWAP-SHORT-1773094321000-46,68337.15,68585.4,0.7239150023182778
first,no_trigger,False,False,,0.6083075753025835,,0.5034331672422158,,7.284477798064133e-05,0.5550210698326604,7.284477798064133e-05,True,0.5034331672422158,0.5550210698326604,,2026-03-09T22:42:34+00:00,12.833333333333334,12.833333333333334,43.0,770.0,0.5003396907423399,1.0,,2026-03-09T22:55:24+00:00,missed_no_move_in_4h,2026-03-09,LONG,-0.2998,1.3446,0.488,,0.0888,,,,0,0,0,0,0,,0.2433,0.7976,0.399,0.6412,0.000637,0.000607,0.000626,0.000586,,-0.2122,-0.2122,2.0,0.0,0.0,0.0362,-0.3595,-0.2271,-0.4103,0.0,0.7232496528148616,1.0,0.2563632663760683,0.5003297441211042,,asia_late,confirmed,0,-0.0663,0.0564,-0.1277,-0.315,0.0086,-0.0663,0.0564,-0.1277,-0.315,0.0086,30681,365988,65138,9453,128217,33951.84,514191.61,87820.47,10297.1,157971.33,,,,,False,,22,0.7963,BAD,68730.45,BTC-USDT-SWAP-LONG-1773096154000-47,68337.15,68533.79999999999,0.5738774152316127
first,primary_unique_reached_move,True,True,1,0.6527603639273507,,0.49869405722315807,,0.0,0.5934185126612279,0.0,True,0.49869405722315807,0.5934185126612279,,2026-03-10T00:00:31+00:00,8.816666666666666,8.816666666666666,15.0,529.0,0.5004004659725173,1.0,7.683333333333334,2026-03-10T00:09:20+00:00,covered_watch_early,2026-03-10,LONG,0.0244,0.0582,0.1109,,0.111,False,True,True,1,0,0,0,0,140.95,0.1693,0.1693,0.1693,0.1693,0.000519,0.000519,0.000519,0.000519,4.2595,-0.3878,-0.3878,0.0,0.0,0.0,0.079,0.079,0.079,0.079,0.0,0.6006229836750683,1.0,-0.04697650072069879,0.5015234823719876,1.0,asia,triggered,1,-0.024,-0.024,-0.024,-0.2397,-0.024,-0.024,-0.024,-0.024,-0.2397,-0.024,20056,20056,20056,9978,20056,28170.83,28170.83,28170.83,12505.59,28170.83,16.5,0.07098356788824801,8.934067559419262,68515.15,False,2026-03-10T00:17:01+00:00,0,,GOOD,68466.55,BTC-USDT-SWAP-LONG-1773100831000-1,68350.95,68408.75,0.16898423081843453
first,duplicate_reached_move,False,True,1,0.6101262994724578,,0.5010040704856772,,0.0,0.5546602722476889,0.0,True,0.5010040704856772,0.5546602722476889,,2026-03-10T00:58:30+00:00,3.0,3.0,91.0,180.0,0.5007873061926452,1.0,53.6,2026-03-10T01:01:30+00:00,covered_watch_early,2026-03-10,LONG,0.5114,0.131,1.1799,,0.4587,False,True,True,1,0,0,0,0,88.78,0.3413,1.3265,0.5903,1.3265,0.000617,0.000635,0.000642,0.000636,4.2595,-0.1591,-0.1591,4.0,0.0,0.0,-0.117,1.1675,0.4124,1.1385,1.0,0.6180091539941971,1.0,0.006959839198414499,0.5003981047705451,0.9680162739884606,asia,triggered,1,-0.167,0.1103,0.0047,-0.1237,0.111,-0.167,0.1103,0.0047,-0.1237,0.111,45456,198381,100093,15818,194497,112853.6,426521.15,234290.93,45352.88,422097.57,56.6,0.0722864567708917,1.401986432373612,69219.25,False,2026-03-10T01:55:06+00:00,1,5.8708,GOOD,69169.25,BTC-USDT-SWAP-LONG-1773104310000-6,69049.25,69109.25,0.1736381164605317
first,duplicate_reached_move,False,True,1,0.6089196751910547,,0.4998138075562651,,0.0,0.5535633410827769,0.0,True,0.4998138075562651,0.5535633410827769,,2026-03-10T01:27:51+00:00,15.316666666666666,15.316666666666666,6.0,919.0,0.4992253828033431,1.0,12.0,2026-03-10T01:43:10+00:00,covered_watch_early,2026-03-10,LONG,-0.0348,0.574,0.7426,,0.1769,True,True,False,1,0,0,0,0,47.12,0.4427,1.3265,0.5698,0.752,0.000581,0.0006,0.000555,0.000568,4.2595,-0.1331,-0.1331,1.0,0.0,0.0,-0.1042,0.7184,-0.3623,-0.3744,3.0,0.6394342982885941,1.0,-0.2587134289493505,0.4999062514221938,0.9714545328287592,asia,triggered,1,-0.0503,0.0637,-0.0542,-0.1626,-0.0662,-0.0503,0.0637,-0.0542,-0.1626,-0.0662,37243,307089,81539,14328,165490,54817.75,586704.4,130443.45,24262.61,302168.74,27.316666666666666,0.23911958803649772,1.4152092298087848,69210.05,False,2026-03-10T01:55:10+00:00,1,1.2015,GOOD,69044.95,BTC-USDT-SWAP-LONG-1773106071000-9,68779.95,68912.45,0.38454589845521386
first,invalidated_or_expired,False,False,,0.630317971900771,0.5003183165372164,,0.5918568556404877,,0.5918568556404877,0.00065759093751584,True,0.5003183165372164,,0.00065759093751584,2026-03-10T00:14:38+00:00,18.45,18.45,52.0,1107.0,0.5010456418587992,1.0,,2026-03-10T00:33:05+00:00,wrong_direction,2026-03-10,SHORT,0.4324,0.2228,0.7416,0.2223,,,,,1,0,0,0,0,,0.7777,0.9716,0.9524,0.9716,0.000716,0.000625,0.000634,0.000625,4.2595,0.0,-0.0,1.0,0.0,0.0,0.5572,0.7241,0.6448,0.7241,0.0,0.6890484303540079,1.0,-0.08262580880517664,0.5013012373807824,,asia,confirmed,1,0.2635,0.2369,0.2528,0.2528,0.2369,-0.2635,-0.2369,-0.2528,-0.2528,-0.2369,61832,103119,96025,20606,103119,141163.81,200982.29,190642.66,58535.81,200982.29,,,,,False,,0,136.5269,BAD,68986.15,BTC-USDT-SWAP-SHORT-1773101678000-2,68363.95,68675.04999999999,0.906005892969859
first,invalidated_or_expired,False,False,,0.6246041378250603,0.5038202147406143,,0.5678219434773275,,0.5678219434773275,0.0,True,0.5038202147406143,,0.0,2026-03-10T00:15:24+00:00,17.683333333333334,17.683333333333334,38.0,1061.0,0.5010456418587992,1.0,,2026-03-10T00:33:05+00:00,wrong_direction,2026-03-10,SHORT,0.4324,0.2228,0.7416,0.2223,,,,,1,0,0,0,0,,0.7777,0.9716,0.9524,0.9716,0.000716,0.000625,0.000634,0.000625,4.2595,0.0,-0.0,1.0,0.0,0.0,0.5572,0.7241,0.6448,0.7241,0.0,0.6890484303540079,1.0,-0.28920204685111733,0.5013012373807824,,asia,confirmed,1,0.2635,0.2369,0.2528,0.2528,0.2369,-0.2635,-0.2369,-0.2528,-0.2528,-0.2369,61832,103119,96025,20606,103119,141163.81,200982.29,190642.66,58535.81,200982.29,,,,,False,,0,136.5269,BAD,68986.15,BTC-USDT-SWAP-SHORT-1773101724000-3,68335.864975,68661.0074875,0.9470950817585614
first,duplicate_reached_move,False,True,1,0.6447255447022058,,0.5002701079223456,,0.0,0.5861141315474597,0.0,True,0.5002701079223456,0.5861141315474597,,2026-03-10T01:01:20+00:00,3.0,3.0,181.0,180.0,0.4987998545438322,1.0,54.266666666666666,2026-03-10T01:04:20+00:00,covered_watch_early,2026-03-10,LONG,0.4081,0.2126,1.0994,,0.2139,True,True,False,1,0,0,0,0,85.95,0.3014,1.3265,0.4269,1.3073,0.000596,0.000632,0.00064,0.00064,4.2595,-0.2749,-0.2749,4.0,0.0,0.0,-0.1722,1.0819,0.1895,0.9902,2.0,0.6835142973347688,1.0,-0.036592599971925356,0.49861040426046693,0.9689946638900504,asia,triggered,1,-0.1541,0.1089,-0.0137,-0.2428,0.1075,-0.1541,0.1089,-0.0137,-0.2428,0.1075,43448,206684,100143,16665,196606,88232.35,437412.75,227860.32,38036.11,421747.51,57.266666666666666,0.15112778750220274,1.4040339128021155,69317.55,False,2026-03-10T01:58:36+00:00,1,4.2105,GOOD,69212.95,BTC-USDT-SWAP-LONG-1773104480000-7,69106.05,69159.5,0.15457023257830693
first,duplicate_reached_move,False,True,1,0.6101317679370791,,0.49946450625248273,,0.0,0.5546652435791628,0.0,True,0.49946450625248273,0.5546652435791628,,2026-03-10T01:02:12+00:00,5.233333333333333,5.233333333333333,131.0,314.0,0.4997642250635117,1.0,51.166666666666664,2026-03-10T01:07:26+00:00,covered_watch_early,2026-03-10,LONG,0.4685,0.1345,1.1765,,0.2066,True,True,False,1,0,0,0,0,82.85,0.2767,1.3265,0.3413,1.3073,0.000578,0.000628,0.000587,0.000637,4.2595,-0.1759,-0.1759,4.0,0.0,0.0,0.0561,1.1607,0.0936,1.1303,3.0,0.6603674381499269,1.0,-0.09618467839700921,0.4996236716963182,0.9814781861391182,asia,triggered,1,-0.1566,0.1045,-0.0367,-0.2007,0.1122,-0.1566,0.1045,-0.0367,-0.2007,0.1122,43659,215988,89694,13631,198841,82004.32,445651.69,189591.45,12860.94,419744.03,56.4,0.10107724887777364,1.4414844795493187,69317.55,False,2026-03-10T01:58:36+00:00,1,3.2025,GOOD,69247.55647499999,BTC-USDT-SWAP-LONG-1773104532000-8,69022.75,69135.1532375,0.32516956204278974
first,duplicate_reached_move,False,True,1,0.6394342982885941,,0.4999062514221938,,0.0,0.5813039075350855,0.0,True,0.4999062514221938,0.5813039075350855,,2026-03-10T01:43:10+00:00,29.683333333333334,29.683333333333334,31.0,1781.0,0.4991689863936906,1.0,17.316666666666666,2026-03-10T02:12:51+00:00,covered_watch_early,2026-03-10,LONG,0.2918,0.314,1.1439,,0.4339,True,True,False,1,0,0,0,0,17.43,0.3948,1.4747,0.7492,0.8993,0.000658,0.000609,0.000635,0.000597,4.2595,-0.234,-0.234,0.0,0.0,0.0,-0.1551,1.1056,0.3746,-0.0088,1.0,0.6172155064272663,1.0,0.06776999554340231,0.4996109248076396,1.0,asia,triggered,0,-0.0813,0.0716,0.0959,-0.1222,0.0331,-0.0813,0.0716,0.0959,-0.1222,0.0331,41034,397352,90541,10251,172090,73359.67,767384.25,181070.56,12348.17,311367.27,47.0,0.133530697279696,1.5541951175078763,69439.95,False,2026-03-10T02:30:10+00:00,2,1.2512,GOOD,69347.35,BTC-USDT-SWAP-LONG-1773106990000-10,68827.818875,69087.5844375,0.7519891297835168
first,invalidated_or_expired,False,False,,0.6890484303540079,0.5013012373807824,,0.6264076639581889,,0.6264076639581889,0.0,True,0.5013012373807824,,0.0,2026-03-10T00:33:05+00:00,8.983333333333333,8.983333333333333,19.0,539.0,0.4997191244736534,1.0,,2026-03-10T00:42:04+00:00,wrong_direction,2026-03-10,SHORT,0.567,0.1641,1.0294,0.1638,,,,,1,0,0,0,0,,0.6098,1.2058,1.1866,1.2058,0.000781,0.000645,0.000694,0.000645,4.2595,-0.1092,0.1092,1.0,0.0,0.0,0.4452,1.0105,0.9177,1.0105,2.0,0.621461250761064,1.0,-0.2399389538727987,0.4997608269105793,,asia,confirmed,1,0.1807,0.2009,0.2277,0.1299,0.2009,-0.1807,-0.2009,-0.2277,-0.1299,-0.2009,65756,139052,113903,13580,139052,161483.94,280800.17,246975.02,25868.25,280800.17,,,,,False,,0,47.7408,BAD,69163.05,BTC-USDT-SWAP-SHORT-1773102785000-4,68831.616975,68997.3334875,0.48035628081199727
first,invalidated_or_expired,False,False,,0.621461250761064,0.4997608269105793,,0.564964773419149,,0.564964773419149,0.0,True,0.4997608269105793,,0.0,2026-03-10T00:42:04+00:00,3.35,3.35,20.0,201.0,0.5001768250392884,1.0,,2026-03-10T00:45:25+00:00,wrong_direction,2026-03-10,SHORT,0.5974,0.0855,1.107,0.0854,,,,,1,0,0,0,0,,0.4704,1.2058,1.1866,1.2058,0.000634,0.000633,0.000691,0.000633,4.2595,-0.1556,0.1556,1.0,0.0,0.0,0.3208,1.0896,1.0718,1.0896,3.0,0.6006911030222714,1.0,-0.019295967109011936,0.4998619674727295,,asia,confirmed,1,0.0887,0.2032,0.2362,0.0922,0.2032,-0.0887,-0.2032,-0.2362,-0.0922,-0.2032,51683,146185,113487,11263,146185,109428.46,293223.15,247815.42,18486.39,293223.15,,,,,False,,0,24.0991,BAD,69156.15,BTC-USDT-SWAP-SHORT-1773103324000-5,69027.319075,69091.7345375,0.18646358477230535
