selector,kind,selected_n,alerts_per_day,good_n,wrong_n,precision_pct,recall_pct,wrong_rate_pct,h1_precision_pct,h2_precision_pct,long_precision_pct,short_precision_pct,avg_lead_min,median_lead_min
L2::S::cand_sell_pressure_ge_0.5575::top2,single+top2,58,2.0,11,8,18.97,8.94,13.79,21.43,16.67,18.97,,105.74,101.07
L2::S::cand_sell_pressure_le_0.5575,single,102,3.517,13,15,12.75,10.57,14.71,17.39,8.93,12.75,,116.68,82.85
L2::S::cand_sell_pressure_le_0.5575::top1,single+top1,29,1.0,7,2,24.14,5.69,6.9,35.71,13.33,24.14,,125.84,88.78
L2::S::cand_sell_pressure_le_0.5575::top2,single+top2,53,1.828,10,5,18.87,8.13,9.43,26.92,11.11,18.87,,112.43,85.3
L2::S::cand_sell_pressure_ge_0.5726,single,306,10.552,41,37,13.4,33.33,12.09,16.99,9.8,13.4,,88.88,87.37
L2::S::cand_sell_pressure_ge_0.5726::top1,single+top1,29,1.0,6,4,20.69,4.88,13.79,28.57,13.33,20.69,,82.09,71.93
L2::S::cand_sell_pressure_ge_0.5726::top2,single+top2,58,2.0,14,7,24.14,11.38,12.07,25.0,23.33,24.14,,98.97,96.85
L2::S::cand_sell_pressure_le_0.5726,single,203,7.0,22,28,10.84,17.89,13.79,13.68,8.33,10.84,,114.46,96.81
L2::S::cand_sell_pressure_le_0.5726::top1,single+top1,29,1.0,2,4,6.9,1.63,13.79,7.14,6.67,6.9,,106.83,106.83
L2::S::cand_sell_pressure_le_0.5726::top2,single+top2,58,2.0,8,10,13.79,6.5,17.24,17.86,10.0,13.79,,100.96,80.23
L2::S::cand_sell_pressure_ge_0.5923,single,204,7.034,30,26,14.71,24.39,12.75,18.37,11.32,14.71,,83.67,83.69
L2::S::cand_sell_pressure_ge_0.5923::top1,single+top1,29,1.0,7,3,24.14,5.69,10.34,28.57,20.0,24.14,,76.3,51.23
L2::S::cand_sell_pressure_ge_0.5923::top2,single+top2,58,2.0,14,7,24.14,11.38,12.07,25.0,23.33,24.14,,95.1,86.32
L2::S::cand_sell_pressure_le_0.5923,single,305,10.517,33,39,10.82,26.83,12.79,14.0,7.74,10.82,,110.67,96.98
L2::S::cand_sell_pressure_le_0.5923::top1,single+top1,29,1.0,3,3,10.34,2.44,10.34,14.29,6.67,10.34,,124.97,161.25
L2::S::cand_sell_pressure_le_0.5923::top2,single+top2,58,2.0,7,9,12.07,5.69,15.52,14.29,10.0,12.07,,114.8,143.08
L2::S::cand_sell_pressure_ge_0.6243,single,103,3.552,17,12,16.5,13.82,11.65,22.22,12.07,16.5,,72.6,43.65
L2::S::cand_sell_pressure_ge_0.6243::top1,single+top1,29,1.0,7,3,24.14,5.69,10.34,28.57,20.0,24.14,,56.25,41.55
L2::S::cand_sell_pressure_ge_0.6243::top2,single+top2,55,1.897,11,7,20.0,8.94,12.73,28.0,13.33,20.0,,74.19,51.23
L2::S::cand_sell_pressure_le_0.6243,single,406,14.0,46,54,11.33,37.4,13.3,14.29,8.37,11.33,,107.13,102.91
L2::S::cand_sell_pressure_le_0.6243::top1,single+top1,29,1.0,3,4,10.34,2.44,13.79,14.29,6.67,10.34,,145.08,140.95
L2::S::cand_sell_pressure_le_0.6243::top2,single+top2,58,2.0,7,9,12.07,5.69,15.52,14.29,10.0,12.07,,136.18,143.08
L2::S::cand_absorb_score_ge_0.6119,single,835,28.793,100,110,11.98,81.3,13.17,13.35,10.64,12.47,11.52,94.23,87.67
L2::S::cand_absorb_score_ge_0.6119::top1,single+top1,29,1.0,4,1,13.79,3.25,3.45,14.29,13.33,23.08,6.25,139.58,158.75
L2::S::cand_absorb_score_ge_0.6119::top2,single+top2,58,2.0,9,3,15.52,7.32,5.17,17.86,13.33,20.0,10.71,122.68,140.95
L2::S::cand_absorb_score_le_0.6119,single,209,7.207,23,29,11.0,18.7,13.88,12.77,9.57,12.15,9.8,105.92,81.82
L2::S::cand_absorb_score_le_0.6119::top1,single+top1,29,1.0,6,4,20.69,4.88,13.79,21.43,20.0,10.0,26.32,103.38,70.94
L2::S::cand_absorb_score_le_0.6119::top2,single+top2,58,2.0,11,7,18.97,8.94,12.07,25.0,13.33,18.18,19.44,96.22,81.0
L2::S::cand_absorb_score_ge_0.6252,single,627,21.621,76,83,12.12,61.79,13.24,14.29,9.94,13.11,11.18,94.0,88.06
L2::S::cand_absorb_score_ge_0.6252::top1,single+top1,29,1.0,4,0,13.79,3.25,0.0,14.29,13.33,25.0,5.88,139.58,158.75
L2::S::cand_absorb_score_ge_0.6252::top2,single+top2,58,2.0,10,1,17.24,8.13,1.72,17.86,16.67,25.0,10.0,107.65,121.01
L2::S::cand_absorb_score_le_0.6252,single,417,14.379,47,56,11.27,38.21,13.43,11.46,11.11,11.33,11.21,100.31,81.0
L2::S::cand_absorb_score_le_0.6252::top1,single+top1,29,1.0,5,3,17.24,4.07,10.34,7.14,26.67,7.69,25.0,110.61,60.88
L2::S::cand_absorb_score_le_0.6252::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,14.29,20.0,4.17,26.47,113.28,70.94
L2::S::cand_absorb_score_ge_0.6446,single,418,14.414,53,59,12.68,43.09,14.11,14.83,10.53,14.42,10.95,84.67,87.37
L2::S::cand_absorb_score_ge_0.6446::top1,single+top1,29,1.0,6,0,20.69,4.88,0.0,28.57,13.33,38.46,6.25,113.11,121.01
L2::S::cand_absorb_score_ge_0.6446::top2,single+top2,58,2.0,14,1,24.14,11.38,1.72,25.0,23.33,33.33,14.29,103.06,96.85
L2::S::cand_absorb_score_le_0.6446,single,626,21.586,70,80,11.18,56.91,12.78,12.08,10.37,11.0,11.35,105.31,84.63
L2::S::cand_absorb_score_le_0.6446::top1,single+top1,29,1.0,4,3,13.79,3.25,10.34,7.14,20.0,7.69,18.75,90.53,58.93
L2::S::cand_absorb_score_le_0.6446::top2,single+top2,58,2.0,6,7,10.34,4.88,12.07,3.57,16.67,3.85,15.62,123.02,122.97
L2::S::cand_absorb_score_ge_0.6813,single,210,7.241,24,26,11.43,19.51,12.38,12.5,10.53,14.0,9.09,78.97,61.31
L2::S::cand_absorb_score_ge_0.6813::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,28.57,6.67,30.77,6.25,82.4,63.88
L2::S::cand_absorb_score_ge_0.6813::top2,single+top2,58,2.0,13,2,22.41,10.57,3.45,28.57,16.67,33.33,12.9,80.54,63.88
L2::S::cand_absorb_score_le_0.6813,single,834,28.759,99,114,11.87,80.49,13.67,13.38,10.4,12.01,11.74,100.64,87.37
L2::S::cand_absorb_score_le_0.6813::top1,single+top1,29,1.0,4,2,13.79,3.25,6.9,7.14,20.0,15.38,12.5,141.02,158.75
L2::S::cand_absorb_score_le_0.6813::top2,single+top2,58,2.0,8,5,13.79,6.5,8.62,7.14,20.0,10.71,16.67,132.52,158.75
L2::S::cand_bid_refill_score_ge_0.4994,single,407,14.034,50,50,12.29,40.65,12.29,14.56,9.95,12.29,,100.58,94.81
L2::S::cand_bid_refill_score_ge_0.4994::top1,single+top1,29,1.0,5,2,17.24,4.07,6.9,21.43,13.33,17.24,,98.72,92.63
L2::S::cand_bid_refill_score_ge_0.4994::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,17.86,16.67,17.24,,101.36,96.85
L2::S::cand_bid_refill_score_le_0.4994,single,102,3.517,14,15,13.73,11.38,14.71,23.81,6.67,13.73,,95.07,76.75
L2::S::cand_bid_refill_score_le_0.4994::top1,single+top1,28,0.966,3,5,10.71,2.44,17.86,23.08,0.0,10.71,,88.62,71.68
L2::S::cand_bid_refill_score_le_0.4994::top2,single+top2,54,1.862,10,8,18.52,8.13,14.81,29.17,10.0,18.52,,97.73,76.75
L2::S::cand_bid_refill_score_ge_0.5,single,306,10.552,37,41,12.09,30.08,13.4,14.79,9.76,12.09,,95.03,87.37
L2::S::cand_bid_refill_score_ge_0.5::top1,single+top1,29,1.0,4,3,13.79,3.25,10.34,14.29,13.33,13.79,,83.09,71.93
L2::S::cand_bid_refill_score_ge_0.5::top2,single+top2,58,2.0,9,7,15.52,7.32,12.07,14.29,16.67,15.52,,99.94,92.63
L2::S::cand_bid_refill_score_le_0.5,single,203,7.0,26,25,12.81,21.14,12.32,16.98,8.25,12.81,,101.77,98.98
L2::S::cand_bid_refill_score_le_0.5::top1,single+top1,29,1.0,3,4,10.34,2.44,13.79,14.29,6.67,10.34,,139.19,140.95
L2::S::cand_bid_refill_score_le_0.5::top2,single+top2,58,2.0,10,6,17.24,8.13,10.34,17.86,16.67,17.24,,124.67,142.01
L2::S::cand_bid_refill_score_ge_0.5005,single,204,7.034,24,25,11.76,19.51,12.25,13.48,10.43,11.76,,96.1,94.92
L2::S::cand_bid_refill_score_ge_0.5005::top1,single+top1,29,1.0,4,3,13.79,3.25,10.34,14.29,13.33,13.79,,125.26,149.45
L2::S::cand_bid_refill_score_ge_0.5005::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,14.29,20.0,17.24,,124.68,144.57
L2::S::cand_bid_refill_score_le_0.5005,single,305,10.517,39,40,12.79,31.71,13.11,17.09,8.16,12.79,,98.87,87.37
L2::S::cand_bid_refill_score_le_0.5005::top1,single+top1,29,1.0,4,3,13.79,3.25,10.34,14.29,13.33,13.79,,122.44,116.79
L2::S::cand_bid_refill_score_le_0.5005::top2,single+top2,58,2.0,9,5,15.52,7.32,8.62,21.43,10.0,15.52,,91.9,71.68
L2::S::cand_bid_refill_score_ge_0.5012,single,103,3.552,10,11,9.71,8.13,10.68,10.64,8.93,9.71,,74.82,32.81
L2::S::cand_bid_refill_score_ge_0.5012::top1,single+top1,29,1.0,3,5,10.34,2.44,17.24,14.29,6.67,10.34,,122.13,175.55
L2::S::cand_bid_refill_score_ge_0.5012::top2,single+top2,56,1.931,7,9,12.5,5.69,16.07,15.38,10.0,12.5,,72.87,16.52
L2::S::cand_bid_refill_score_le_0.5012,single,406,14.0,53,54,13.05,43.09,13.3,17.0,9.22,13.05,,102.15,92.63
L2::S::cand_bid_refill_score_le_0.5012::top1,single+top1,29,1.0,6,3,20.69,4.88,10.34,28.57,13.33,20.69,,95.73,96.85
L2::S::cand_bid_refill_score_le_0.5012::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,21.43,13.33,17.24,,97.3,96.85
L2::S::cand_ask_refill_score_ge_0.4994,single,429,14.793,49,54,11.42,39.84,12.59,10.89,11.89,,11.42,94.9,81.0
L2::S::cand_ask_refill_score_ge_0.4994::top1,single+top1,29,1.0,4,1,13.79,3.25,3.45,7.14,20.0,,13.79,121.47,123.29
L2::S::cand_ask_refill_score_ge_0.4994::top2,single+top2,58,2.0,8,3,13.79,6.5,5.17,10.71,16.67,,13.79,121.12,118.56
L2::S::cand_ask_refill_score_le_0.4994,single,107,3.69,11,20,10.28,8.94,18.69,10.53,10.0,,10.28,95.11,58.75
L2::S::cand_ask_refill_score_le_0.4994::top1,single+top1,29,1.0,6,3,20.69,4.88,10.34,21.43,20.0,,20.69,53.61,40.09
L2::S::cand_ask_refill_score_le_0.4994::top2,single+top2,55,1.897,7,8,12.73,5.69,14.55,11.54,13.79,,12.73,77.54,40.87
L2::S::cand_ask_refill_score_ge_0.5001,single,322,11.103,37,35,11.49,30.08,10.87,11.84,11.18,,11.49,93.67,87.97
L2::S::cand_ask_refill_score_ge_0.5001::top1,single+top1,29,1.0,3,1,10.34,2.44,3.45,7.14,13.33,,10.34,142.97,189.6
L2::S::cand_ask_refill_score_ge_0.5001::top2,single+top2,58,2.0,7,4,12.07,5.69,6.9,10.71,13.33,,12.07,130.28,149.15
L2::S::cand_ask_refill_score_le_0.5001,single,214,7.379,23,39,10.75,18.7,18.22,9.35,12.15,,10.75,96.98,63.5
L2::S::cand_ask_refill_score_le_0.5001::top1,single+top1,29,1.0,7,2,24.14,5.69,6.9,21.43,26.67,,24.14,89.85,56.98
L2::S::cand_ask_refill_score_le_0.5001::top2,single+top2,57,1.966,9,8,15.79,7.32,14.04,14.81,16.67,,15.79,81.39,56.98
L2::S::cand_ask_refill_score_ge_0.5005,single,215,7.414,27,20,12.56,21.95,9.3,15.05,10.66,,12.56,110.81,117.58
L2::S::cand_ask_refill_score_ge_0.5005::top1,single+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,,17.24,133.2,149.15
L2::S::cand_ask_refill_score_ge_0.5005::top2,single+top2,58,2.0,10,4,17.24,8.13,6.9,17.86,16.67,,17.24,116.88,114.6
L2::S::cand_ask_refill_score_le_0.5005,single,321,11.069,33,54,10.28,26.83,16.82,8.43,12.26,,10.28,81.95,58.75
L2::S::cand_ask_refill_score_le_0.5005::top1,single+top1,29,1.0,4,2,13.79,3.25,6.9,7.14,20.0,,13.79,95.93,60.43
L2::S::cand_ask_refill_score_le_0.5005::top2,single+top2,58,2.0,7,4,12.07,5.69,6.9,7.14,16.67,,12.07,105.15,63.88
L2::S::cand_ask_refill_score_ge_0.5011,single,108,3.724,11,9,10.19,8.94,8.33,11.11,9.52,,10.19,104.04,87.97
L2::S::cand_ask_refill_score_ge_0.5011::top1,single+top1,28,0.966,4,2,14.29,3.25,7.14,21.43,7.14,,14.29,90.13,68.17
L2::S::cand_ask_refill_score_ge_0.5011::top2,single+top2,54,1.862,6,4,11.11,4.88,7.41,15.38,7.14,,11.11,99.02,68.28
L2::S::cand_ask_refill_score_le_0.5011,single,428,14.759,49,65,11.45,39.84,15.19,10.75,12.15,,11.45,92.89,63.88
L2::S::cand_ask_refill_score_le_0.5011::top1,single+top1,29,1.0,3,2,10.34,2.44,6.9,0.0,20.0,,10.34,95.74,56.98
L2::S::cand_ask_refill_score_le_0.5011::top2,single+top2,58,2.0,7,4,12.07,5.69,6.9,7.14,16.67,,12.07,115.54,87.97
L2::S::cand_refill_with_ge_0.4994,single,835,28.793,99,104,11.86,80.49,12.46,12.75,11.01,12.25,11.48,97.77,87.97
L2::S::cand_refill_with_ge_0.4994::top1,single+top1,29,1.0,4,0,13.79,3.25,0.0,7.14,20.0,15.38,12.5,118.59,116.77
L2::S::cand_refill_with_ge_0.4994::top2,single+top2,58,2.0,11,3,18.97,8.94,5.17,14.29,23.33,20.0,18.18,120.89,101.07
L2::S::cand_refill_with_le_0.4994,single,209,7.207,24,35,11.48,19.51,16.75,15.15,8.18,12.87,10.19,90.81,71.06
L2::S::cand_refill_with_le_0.4994::top1,single+top1,29,1.0,3,3,10.34,2.44,10.34,14.29,6.67,7.14,13.33,62.92,39.32
L2::S::cand_refill_with_le_0.4994::top2,single+top2,58,2.0,8,6,13.79,6.5,10.34,14.29,13.33,14.71,12.5,72.31,44.33
L2::S::cand_refill_with_ge_0.5,single,627,21.621,73,76,11.64,59.35,12.12,12.88,10.54,11.96,11.35,93.02,87.37
L2::S::cand_refill_with_ge_0.5::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,7.14,26.67,18.75,15.38,140.19,176.55
L2::S::cand_refill_with_ge_0.5::top2,single+top2,58,2.0,10,4,17.24,8.13,6.9,14.29,20.0,17.24,17.24,127.29,138.81
L2::S::cand_refill_with_le_0.5,single,417,14.379,50,64,11.99,40.65,15.35,13.68,10.24,13.04,10.95,101.36,82.33
L2::S::cand_refill_with_le_0.5::top1,single+top1,29,1.0,6,2,20.69,4.88,6.9,21.43,20.0,18.18,22.22,85.76,60.43
L2::S::cand_refill_with_le_0.5::top2,single+top2,58,2.0,10,5,17.24,8.13,8.62,17.86,16.67,21.43,13.33,78.47,60.43
L2::S::cand_refill_with_ge_0.5005,single,418,14.414,51,45,12.2,41.46,10.77,14.29,10.59,11.82,12.56,103.89,109.12
L2::S::cand_refill_with_ge_0.5005::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,7.14,26.67,7.69,25.0,150.92,176.55
L2::S::cand_refill_with_ge_0.5005::top2,single+top2,58,2.0,12,4,20.69,9.76,6.9,17.86,23.33,15.38,25.0,132.0,162.85
L2::S::cand_refill_with_le_0.5005,single,626,21.586,72,94,11.5,58.54,15.02,12.65,10.26,12.79,10.28,91.12,74.31
L2::S::cand_refill_with_le_0.5005::top1,single+top1,29,1.0,6,2,20.69,4.88,6.9,21.43,20.0,25.0,17.65,92.88,60.43
L2::S::cand_refill_with_le_0.5005::top2,single+top2,58,2.0,6,5,10.34,4.88,8.62,10.71,10.0,10.0,10.71,92.88,60.43
L2::S::cand_refill_with_ge_0.5012,single,210,7.241,20,20,9.52,16.26,9.52,9.68,9.4,9.17,9.9,92.22,87.19
L2::S::cand_refill_with_ge_0.5012::top1,single+top1,29,1.0,4,3,13.79,3.25,10.34,14.29,13.33,9.09,16.67,125.59,138.78
L2::S::cand_refill_with_ge_0.5012::top2,single+top2,58,2.0,6,6,10.34,4.88,10.34,10.71,10.0,7.14,13.33,143.83,180.3
L2::S::cand_refill_with_le_0.5012,single,834,28.759,103,119,12.35,83.74,14.27,14.04,10.69,13.28,11.49,97.23,85.95
L2::S::cand_refill_with_le_0.5012::top1,single+top1,29,1.0,6,1,20.69,4.88,3.45,21.43,20.0,33.33,11.76,94.35,79.02
L2::S::cand_refill_with_le_0.5012::top2,single+top2,58,2.0,9,2,15.52,7.32,3.45,14.29,16.67,18.52,12.9,110.5,101.07
L2::S::cand_prior_move_pct_ge_0.0,single,1043,35.966,123,139,11.79,100.0,13.33,13.24,10.43,12.4,11.21,96.41,86.42
L2::S::cand_prior_move_pct_ge_0.0::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,27.27,11.11,123.06,140.95
L2::S::cand_prior_move_pct_ge_0.0::top2,single+top2,58,2.0,10,3,17.24,8.13,5.17,14.29,20.0,19.23,15.62,118.41,121.01
L2::S::cand_prior_move_pct_le_0.0,single,905,31.207,105,127,11.6,85.37,14.03,12.5,10.72,12.61,10.63,101.88,92.63
L2::S::cand_prior_move_pct_le_0.0::top1,single+top1,29,1.0,6,1,20.69,4.88,3.45,21.43,20.0,30.77,12.5,119.4,121.01
L2::S::cand_prior_move_pct_le_0.0::top2,single+top2,58,2.0,9,4,15.52,7.32,6.9,10.71,20.0,17.86,13.33,140.99,176.55
L2::S::cand_prior_move_pct_ge_0.0,single,1043,35.966,123,139,11.79,100.0,13.33,13.24,10.43,12.4,11.21,96.41,86.42
L2::S::cand_prior_move_pct_ge_0.0::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,27.27,11.11,123.06,140.95
L2::S::cand_prior_move_pct_ge_0.0::top2,single+top2,58,2.0,10,3,17.24,8.13,5.17,14.29,20.0,19.23,15.62,118.41,121.01
L2::S::cand_prior_move_pct_le_0.0,single,905,31.207,105,127,11.6,85.37,14.03,12.5,10.72,12.61,10.63,101.88,92.63
L2::S::cand_prior_move_pct_le_0.0::top1,single+top1,29,1.0,6,1,20.69,4.88,3.45,21.43,20.0,30.77,12.5,119.4,121.01
L2::S::cand_prior_move_pct_le_0.0::top2,single+top2,58,2.0,9,4,15.52,7.32,6.9,10.71,20.0,17.86,13.33,140.99,176.55
L2::S::cand_prior_move_pct_ge_0.0,single,1043,35.966,123,139,11.79,100.0,13.33,13.24,10.43,12.4,11.21,96.41,86.42
L2::S::cand_prior_move_pct_ge_0.0::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,27.27,11.11,123.06,140.95
L2::S::cand_prior_move_pct_ge_0.0::top2,single+top2,58,2.0,10,3,17.24,8.13,5.17,14.29,20.0,19.23,15.62,118.41,121.01
L2::S::cand_prior_move_pct_le_0.0,single,905,31.207,105,127,11.6,85.37,14.03,12.5,10.72,12.61,10.63,101.88,92.63
L2::S::cand_prior_move_pct_le_0.0::top1,single+top1,29,1.0,6,1,20.69,4.88,3.45,21.43,20.0,30.77,12.5,119.4,121.01
L2::S::cand_prior_move_pct_le_0.0::top2,single+top2,58,2.0,9,4,15.52,7.32,6.9,10.71,20.0,17.86,13.33,140.99,176.55
L2::S::cand_prior_move_pct_ge_0.0,single,1043,35.966,123,139,11.79,100.0,13.33,13.24,10.43,12.4,11.21,96.41,86.42
L2::S::cand_prior_move_pct_ge_0.0::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,27.27,11.11,123.06,140.95
L2::S::cand_prior_move_pct_ge_0.0::top2,single+top2,58,2.0,10,3,17.24,8.13,5.17,14.29,20.0,19.23,15.62,118.41,121.01
L2::S::cand_prior_move_pct_le_0.0,single,905,31.207,105,127,11.6,85.37,14.03,12.5,10.72,12.61,10.63,101.88,92.63
L2::S::cand_prior_move_pct_le_0.0::top1,single+top1,29,1.0,6,1,20.69,4.88,3.45,21.43,20.0,30.77,12.5,119.4,121.01
L2::S::cand_prior_move_pct_le_0.0::top2,single+top2,58,2.0,9,4,15.52,7.32,6.9,10.71,20.0,17.86,13.33,140.99,176.55
L2::S::cand_down_move_pct_ge_0.0,single,508,17.517,63,65,12.4,51.22,12.8,15.79,9.2,12.4,,97.82,88.78
L2::S::cand_down_move_pct_ge_0.0::top1,single+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,17.24,,94.66,92.63
L2::S::cand_down_move_pct_ge_0.0::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,21.43,13.33,17.24,,97.3,96.85
L2::S::cand_down_move_pct_le_0.0,single,444,15.31,56,58,12.61,45.53,13.06,15.45,9.82,12.61,,101.29,94.81
L2::S::cand_down_move_pct_le_0.0::top1,single+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,17.24,,112.49,101.07
L2::S::cand_down_move_pct_le_0.0::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,21.43,13.33,17.24,,107.88,109.41
L2::S::cand_down_move_pct_ge_0.0,single,508,17.517,63,65,12.4,51.22,12.8,15.79,9.2,12.4,,97.82,88.78
L2::S::cand_down_move_pct_ge_0.0::top1,single+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,17.24,,94.66,92.63
L2::S::cand_down_move_pct_ge_0.0::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,21.43,13.33,17.24,,97.3,96.85
L2::S::cand_down_move_pct_le_0.0,single,444,15.31,56,58,12.61,45.53,13.06,15.45,9.82,12.61,,101.29,94.81
L2::S::cand_down_move_pct_le_0.0::top1,single+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,17.24,,112.49,101.07
L2::S::cand_down_move_pct_le_0.0::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,21.43,13.33,17.24,,107.88,109.41
L2::S::cand_down_move_pct_ge_0.0,single,508,17.517,63,65,12.4,51.22,12.8,15.79,9.2,12.4,,97.82,88.78
L2::S::cand_down_move_pct_ge_0.0::top1,single+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,17.24,,94.66,92.63
L2::S::cand_down_move_pct_ge_0.0::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,21.43,13.33,17.24,,97.3,96.85
L2::S::cand_down_move_pct_le_0.0,single,444,15.31,56,58,12.61,45.53,13.06,15.45,9.82,12.61,,101.29,94.81
L2::S::cand_down_move_pct_le_0.0::top1,single+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,17.24,,112.49,101.07
L2::S::cand_down_move_pct_le_0.0::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,21.43,13.33,17.24,,107.88,109.41
L2::S::cand_down_move_pct_ge_0.0,single,508,17.517,63,65,12.4,51.22,12.8,15.79,9.2,12.4,,97.82,88.78
L2::S::cand_down_move_pct_ge_0.0::top1,single+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,17.24,,94.66,92.63
L2::S::cand_down_move_pct_ge_0.0::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,21.43,13.33,17.24,,97.3,96.85
L2::S::cand_down_move_pct_le_0.0,single,444,15.31,56,58,12.61,45.53,13.06,15.45,9.82,12.61,,101.29,94.81
L2::S::cand_down_move_pct_le_0.0::top1,single+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,17.24,,112.49,101.07
L2::S::cand_down_move_pct_le_0.0::top2,single+top2,58,2.0,10,7,17.24,8.13,12.07,21.43,13.33,17.24,,107.88,109.41
L2::S::cand_up_move_pct_ge_0.0,single,535,18.448,60,74,11.21,48.78,13.83,10.81,11.59,,11.21,94.94,81.0
L2::S::cand_up_move_pct_ge_0.0::top1,single+top1,29,1.0,3,2,10.34,2.44,6.9,0.0,20.0,,10.34,145.84,189.6
L2::S::cand_up_move_pct_ge_0.0::top2,single+top2,58,2.0,8,4,13.79,6.5,6.9,10.71,16.67,,13.79,102.9,74.42
L2::S::cand_up_move_pct_le_0.0,single,461,15.897,49,69,10.63,39.84,14.97,9.65,11.59,,10.63,102.55,88.15
L2::S::cand_up_move_pct_le_0.0::top1,single+top1,29,1.0,3,2,10.34,2.44,6.9,0.0,20.0,,10.34,145.84,189.6
L2::S::cand_up_move_pct_le_0.0::top2,single+top2,58,2.0,7,4,12.07,5.69,6.9,7.14,16.67,,12.07,129.72,149.15
