selector,kind,selected_n,alerts_per_day,good_n,wrong_n,precision_pct,recall_pct,wrong_rate_pct,h1_precision_pct,h2_precision_pct,long_precision_pct,short_precision_pct,avg_lead_min,median_lead_min
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_le_0.4997,pair,215,7.414,29,26,13.49,23.58,12.09,20.87,5.0,13.27,13.73,79.68,85.95
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_le_0.4997::top1,pair+top1,29,1.0,2,4,6.9,1.63,13.79,7.14,6.67,7.14,6.67,91.42,91.42
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_ge_0.5003,pair,383,13.207,45,46,11.75,36.59,12.01,13.83,9.74,15.0,8.87,112.84,109.12
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_ge_0.5003::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14.29,13.33,27.27,5.56,147.01,165.94
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_le_0.5003,pair,349,12.034,35,45,10.03,28.46,12.89,14.44,4.94,10.42,9.55,80.69,85.95
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_le_0.5003::top1,pair+top1,29,1.0,0,3,0.0,0.0,10.34,0.0,0.0,0.0,0.0,,
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_ge_0.5008,pair,232,8.0,32,24,13.79,26.02,10.34,16.53,10.81,17.76,10.4,116.04,106.97
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_ge_0.5008::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14.29,13.33,23.08,6.25,153.5,197.93
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_le_0.5008,pair,501,17.276,48,67,9.58,39.02,13.37,12.94,6.1,10.61,8.44,87.27,86.66
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_le_0.5008::top1,pair+top1,29,1.0,2,2,6.9,1.63,6.9,14.29,0.0,13.33,0.0,96.09,96.09
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_ge_0.4997,pair,216,7.448,28,33,12.96,22.76,15.28,11.46,14.17,12.24,13.56,87.92,71.62
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_ge_0.4997::top1,pair+top1,29,1.0,6,4,20.69,4.88,13.79,14.29,26.67,27.27,16.67,101.11,106.52
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_le_0.4997,pair,98,3.379,15,15,15.31,12.2,15.31,7.89,20.0,10.0,18.97,99.64,92.63
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_le_0.4997::top1,pair+top1,27,0.931,7,2,25.93,5.69,7.41,25.0,26.67,33.33,20.0,123.2,101.07
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_ge_0.5003,pair,140,4.828,18,21,12.86,14.63,15.0,10.34,14.63,10.45,15.07,100.18,84.12
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_ge_0.5003::top1,pair+top1,29,1.0,4,5,13.79,3.25,17.24,7.14,20.0,15.38,12.5,91.04,84.2
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_le_0.5003,pair,173,5.966,25,27,14.45,20.33,15.61,10.67,17.35,12.68,15.69,86.13,63.5
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_le_0.5003::top1,pair+top1,29,1.0,8,3,27.59,6.5,10.34,21.43,33.33,33.33,23.53,98.44,80.97
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_ge_0.5008,pair,84,2.897,7,11,8.33,5.69,13.1,2.94,12.0,7.32,9.3,115.82,114.15
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_ge_0.5008::top1,pair+top1,27,0.931,4,5,14.81,3.25,18.52,7.14,23.08,23.08,7.14,133.1,151.88
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_le_0.5008,pair,229,7.897,36,37,15.72,29.27,16.16,13.13,17.69,13.4,17.42,87.38,71.62
L2::P::taker_imb_aligned_30m_le_-0.0753+conf_opposite_thinning_le_0.5008::top1,pair+top1,29,1.0,9,3,31.03,7.32,10.34,28.57,33.33,36.36,27.78,85.07,60.88
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_ge_0.4997,pair,379,13.069,35,47,9.23,28.46,12.4,11.54,7.11,12.5,6.15,110.13,104.83
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_ge_0.4997::top1,pair+top1,29,1.0,2,2,6.9,1.63,6.9,7.14,6.67,7.14,6.67,121.08,121.08
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_le_0.4997,pair,143,4.931,15,14,10.49,12.2,9.79,19.44,1.41,9.72,11.27,77.56,81.0
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_le_0.4997::top1,pair+top1,29,1.0,2,3,6.9,1.63,10.34,7.14,6.67,6.25,7.69,91.42,91.42
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_ge_0.5003,pair,288,9.931,32,36,11.11,26.02,12.5,13.97,8.55,14.81,7.84,110.98,111.98
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_ge_0.5003::top1,pair+top1,29,1.0,3,2,10.34,2.44,6.9,14.29,6.67,18.18,5.56,149.45,190.93
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_le_0.5003,pair,234,8.069,18,25,7.69,14.63,10.68,13.56,1.72,8.26,7.08,81.47,84.48
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_le_0.5003::top1,pair+top1,29,1.0,0,2,0.0,0.0,6.9,0.0,0.0,0.0,0.0,,
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_ge_0.5008,pair,174,6.0,24,17,13.79,19.51,9.77,17.44,10.23,16.67,11.11,116.72,113.9
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_ge_0.5008::top1,pair+top1,29,1.0,3,2,10.34,2.44,6.9,14.29,6.67,18.18,5.56,136.35,190.93
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_le_0.5008,pair,348,12.0,26,44,7.47,21.14,12.64,11.9,3.33,9.3,5.68,85.26,84.48
L2::P::taker_imb_aligned_30m_ge_0.0001+conf_opposite_thinning_le_0.5008::top1,pair+top1,29,1.0,2,2,6.9,1.63,6.9,7.14,6.67,15.38,0.0,109.02,109.02
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_ge_0.4997,pair,353,12.172,44,51,12.46,35.77,14.45,11.05,13.81,12.21,12.71,95.43,79.69
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_ge_0.4997::top1,pair+top1,29,1.0,7,2,24.14,5.69,6.9,21.43,26.67,30.77,18.75,94.44,63.88
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_le_0.4997,pair,170,5.862,29,27,17.06,23.58,15.88,16.05,17.98,14.81,19.1,91.1,87.37
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_le_0.4997::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14.29,26.67,23.53,16.67,112.18,96.85
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_ge_0.5003,pair,235,8.103,31,31,13.19,25.2,13.19,11.93,14.29,12.5,13.82,107.41,86.42
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_ge_0.5003::top1,pair+top1,29,1.0,6,2,20.69,4.88,6.9,14.29,26.67,26.67,14.29,103.92,101.79
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_le_0.5003,pair,288,9.931,42,47,14.58,34.15,16.32,13.19,15.97,13.38,15.75,83.6,71.95
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_le_0.5003::top1,pair+top1,29,1.0,6,3,20.69,4.88,10.34,14.29,26.67,25.0,15.38,126.17,138.81
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_ge_0.5008,pair,142,4.897,15,18,10.56,12.2,12.68,8.82,12.16,12.5,8.97,114.86,109.12
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_ge_0.5008::top1,pair+top1,28,0.966,6,5,21.43,4.88,17.86,7.14,35.71,25.0,18.75,119.75,126.11
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_le_0.5008,pair,382,13.172,58,60,15.18,47.15,15.71,13.98,16.33,13.23,17.1,88.24,80.92
L2::P::taker_imb_aligned_30m_le_0.0001+conf_opposite_thinning_le_0.5008::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,21.43,13.33,132.12,140.95
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_ge_0.4997,pair,225,7.759,21,28,9.33,17.07,12.44,8.7,9.77,13.59,5.74,123.88,141.23
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_ge_0.4997::top1,pair+top1,29,1.0,2,2,6.9,1.63,6.9,7.14,6.67,8.33,5.88,194.25,194.25
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_le_0.4997,pair,89,3.069,9,10,10.11,7.32,11.24,20.51,2.0,10.42,9.76,64.7,81.0
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_le_0.4997::top1,pair+top1,27,0.931,3,2,11.11,2.44,7.41,16.67,6.67,11.76,10.0,85.86,117.75
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_ge_0.5003,pair,178,6.138,19,23,10.67,15.45,12.92,9.59,11.43,15.19,7.07,129.46,143.08
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_ge_0.5003::top1,pair+top1,29,1.0,3,1,10.34,2.44,3.45,7.14,13.33,20.0,5.26,143.35,190.93
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_le_0.5003,pair,136,4.69,11,15,8.09,8.94,11.03,15.52,2.56,9.72,6.25,65.83,81.0
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_le_0.5003::top1,pair+top1,29,1.0,2,3,6.9,1.63,10.34,14.29,0.0,11.76,0.0,59.19,59.19
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_ge_0.5008,pair,108,3.724,14,12,12.96,11.38,11.11,10.42,15.0,15.69,10.53,139.64,146.63
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_ge_0.5008::top1,pair+top1,28,0.966,3,0,10.71,2.44,0.0,7.69,13.33,16.67,6.25,81.47,41.55
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_le_0.5008,pair,206,7.103,16,26,7.77,13.01,12.62,13.25,4.07,11.0,4.72,76.81,81.0
L2::P::taker_imb_aligned_30m_ge_0.0733+conf_opposite_thinning_le_0.5008::top1,pair+top1,29,1.0,1,3,3.45,0.81,10.34,7.14,0.0,7.14,0.0,197.58,197.58
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_ge_0.4997,pair,507,17.483,58,70,11.44,47.15,13.81,12.21,10.61,11.9,10.98,94.0,79.69
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_ge_0.4997::top1,pair+top1,29,1.0,6,2,20.69,4.88,6.9,21.43,20.0,33.33,11.76,105.07,102.41
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_le_0.4997,pair,224,7.724,35,31,15.62,28.46,13.84,16.67,14.55,13.33,17.65,92.08,87.97
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_le_0.4997::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,14.29,26.67,22.22,18.18,111.6,96.85
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_ge_0.5003,pair,345,11.897,44,44,12.75,35.77,12.75,14.53,10.98,13.17,12.36,100.49,84.12
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_ge_0.5003::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,21.43,13.33,30.77,6.25,121.19,140.95
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_le_0.5003,pair,386,13.31,49,57,12.69,39.84,14.77,12.75,12.64,11.52,13.85,86.8,82.85
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_le_0.5003::top1,pair+top1,29,1.0,5,1,17.24,4.07,3.45,7.14,26.67,21.43,13.33,141.97,176.55
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_ge_0.5008,pair,207,7.138,25,23,12.08,20.33,11.11,15.09,8.91,14.58,9.91,102.77,88.78
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_ge_0.5008::top1,pair+top1,29,1.0,7,3,24.14,5.69,10.34,21.43,26.67,36.36,16.67,128.16,189.6
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_le_0.5008,pair,525,18.103,68,78,12.95,55.28,14.86,12.92,12.99,11.49,14.39,89.79,82.33
L2::P::taker_imb_aligned_30m_le_0.0733+conf_opposite_thinning_le_0.5008::top1,pair+top1,29,1.0,6,1,20.69,4.88,3.45,21.43,20.0,25.0,15.38,118.64,121.01
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_ge_0.0,pair,731,25.207,80,91,10.94,65.04,12.45,14.17,7.56,12.67,9.17,98.78,88.06
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_ge_0.0::top1,pair+top1,29,1.0,4,1,13.79,3.25,3.45,14.29,13.33,21.43,6.67,147.01,165.94
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_le_0.0,pair,314,10.828,39,40,12.42,31.71,12.74,15.34,9.27,15.38,9.49,99.29,96.98
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_le_0.0::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,21.43,13.33,21.43,13.33,127.28,140.95
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_ge_1.0,pair,417,14.379,41,51,9.83,33.33,12.23,13.27,6.31,10.7,8.91,98.3,85.95
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,29,1.0,1,2,3.45,0.81,6.9,7.14,0.0,5.88,0.0,11.93,11.93
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_le_1.0,pair,550,18.966,64,72,11.64,52.03,13.09,15.56,7.86,13.94,9.13,94.1,88.06
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,4,3,13.79,3.25,10.34,14.29,13.33,23.08,6.25,147.01,165.94
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_ge_1.0,pair,417,14.379,41,51,9.83,33.33,12.23,13.27,6.31,10.7,8.91,98.3,85.95
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,29,1.0,1,2,3.45,0.81,6.9,7.14,0.0,5.88,0.0,11.93,11.93
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_le_1.0,pair,550,18.966,64,72,11.64,52.03,13.09,15.56,7.86,13.94,9.13,94.1,88.06
L2::P::taker_imb_aligned_30m_ge_-0.0753+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,4,3,13.79,3.25,10.34,14.29,13.33,23.08,6.25,147.01,165.94
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_ge_0.0,pair,313,10.793,43,48,13.74,34.96,15.34,10.53,16.11,11.59,15.43,92.01,79.37
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_ge_0.0::top1,pair+top1,29,1.0,8,4,27.59,6.5,13.79,21.43,33.33,44.44,20.0,95.21,80.97
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_le_0.0,pair,133,4.586,20,21,15.04,16.26,15.79,13.46,16.05,11.67,17.81,87.45,71.62
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_le_0.0::top1,pair+top1,28,0.966,6,4,21.43,4.88,14.29,15.38,26.67,10.0,27.78,97.44,60.43
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_ge_1.0,pair,180,6.207,23,27,12.78,18.7,15.0,8.64,16.16,11.54,13.73,95.97,81.82
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,28,0.966,6,2,21.43,4.88,7.14,14.29,28.57,25.0,18.75,89.2,80.97
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_le_1.0,pair,238,8.207,32,34,13.45,26.02,14.29,10.0,15.94,11.11,15.38,95.86,79.69
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,8,4,27.59,6.5,13.79,21.43,33.33,40.0,21.05,95.21,80.97
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_ge_1.0,pair,180,6.207,23,27,12.78,18.7,15.0,8.64,16.16,11.54,13.73,95.97,81.82
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,28,0.966,6,2,21.43,4.88,7.14,14.29,28.57,25.0,18.75,89.2,80.97
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_le_1.0,pair,238,8.207,32,34,13.45,26.02,14.29,10.0,15.94,11.11,15.38,95.86,79.69
L2::P::taker_imb_aligned_30m_le_-0.0753+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,8,4,27.59,6.5,13.79,21.43,33.33,40.0,21.05,95.21,80.97
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_ge_0.0,pair,522,18.0,50,61,9.58,40.65,11.69,13.78,5.6,11.72,7.52,100.36,88.47
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_ge_0.0::top1,pair+top1,29,1.0,2,2,6.9,1.63,6.9,7.14,6.67,7.69,6.25,121.08,121.08
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_le_0.0,pair,235,8.103,24,28,10.21,19.51,11.91,15.65,5.0,14.68,6.35,111.55,99.27
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_le_0.0::top1,pair+top1,29,1.0,3,4,10.34,2.44,13.79,14.29,6.67,8.33,11.76,87.98,51.23
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_ge_1.0,pair,287,9.897,26,33,9.06,21.14,11.5,12.23,6.08,9.52,8.57,90.03,78.97
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,29,1.0,1,2,3.45,0.81,6.9,7.14,0.0,7.14,0.0,11.93,11.93
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_le_1.0,pair,398,13.724,43,48,10.8,34.96,12.06,16.4,5.74,13.79,7.69,95.4,88.15
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,2,3,6.9,1.63,10.34,7.14,6.67,7.69,6.25,121.08,121.08
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_ge_1.0,pair,287,9.897,26,33,9.06,21.14,11.5,12.23,6.08,9.52,8.57,90.03,78.97
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,29,1.0,1,2,3.45,0.81,6.9,7.14,0.0,7.14,0.0,11.93,11.93
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_le_1.0,pair,398,13.724,43,48,10.8,34.96,12.06,16.4,5.74,13.79,7.69,95.4,88.15
L2::P::taker_imb_aligned_30m_ge_0.0001+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,2,3,6.9,1.63,10.34,7.14,6.67,7.69,6.25,121.08,121.08
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_ge_0.0,pair,522,18.0,73,78,13.98,59.35,14.94,12.7,15.19,13.04,14.87,93.71,81.82
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_ge_0.0::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,7.14,26.67,16.67,17.65,125.34,140.95
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_le_0.0,pair,213,7.345,35,33,16.43,28.46,15.49,14.0,18.58,13.89,19.05,84.11,63.5
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_le_0.0::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,28.57,26.67,14.29,40.0,100.24,63.26
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_ge_1.0,pair,309,10.655,38,45,12.3,30.89,14.56,11.84,12.74,12.41,12.2,102.55,94.22
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,18.75,15.38,102.64,101.07
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_le_1.0,pair,390,13.448,53,58,13.59,43.09,14.87,11.67,15.24,12.5,14.65,94.11,79.37
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,8,3,27.59,6.5,10.34,21.43,33.33,25.0,29.41,93.02,61.76
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_ge_1.0,pair,309,10.655,38,45,12.3,30.89,14.56,11.84,12.74,12.41,12.2,102.55,94.22
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,18.75,15.38,102.64,101.07
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_le_1.0,pair,390,13.448,53,58,13.59,43.09,14.87,11.67,15.24,12.5,14.65,94.11,79.37
L2::P::taker_imb_aligned_30m_le_0.0001+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,8,3,27.59,6.5,10.34,21.43,33.33,25.0,29.41,93.02,61.76
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_ge_0.0,pair,314,10.828,30,38,9.55,24.39,12.1,12.21,7.65,12.58,6.75,106.13,99.27
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_ge_0.0::top1,pair+top1,29,1.0,2,2,6.9,1.63,6.9,7.14,6.67,8.33,5.88,194.25,194.25
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_le_0.0,pair,148,5.103,14,17,9.46,11.38,11.49,13.85,6.02,16.18,3.75,107.47,99.27
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_le_0.0::top1,pair+top1,29,1.0,2,3,6.9,1.63,10.34,7.14,6.67,8.33,5.88,194.25,194.25
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_ge_1.0,pair,166,5.724,16,21,9.64,13.01,12.65,10.61,9.0,9.64,9.64,104.96,100.06
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,28,0.966,1,3,3.57,0.81,10.71,7.69,0.0,7.69,0.0,11.93,11.93
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_le_1.0,pair,244,8.414,25,32,10.25,20.33,13.11,13.86,7.69,13.93,6.56,98.07,97.55
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,2,3,6.9,1.63,10.34,7.14,6.67,7.69,6.25,194.25,194.25
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_ge_1.0,pair,166,5.724,16,21,9.64,13.01,12.65,10.61,9.0,9.64,9.64,104.96,100.06
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,28,0.966,1,3,3.57,0.81,10.71,7.69,0.0,7.69,0.0,11.93,11.93
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_le_1.0,pair,244,8.414,25,32,10.25,20.33,13.11,13.86,7.69,13.93,6.56,98.07,97.55
L2::P::taker_imb_aligned_30m_ge_0.0733+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,2,3,6.9,1.63,10.34,7.14,6.67,7.69,6.25,194.25,194.25
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_ge_0.0,pair,730,25.172,93,101,12.74,75.61,13.84,13.6,11.83,12.32,13.14,93.28,82.85
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_ge_0.0::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,25.0,11.76,123.06,140.95
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_le_0.0,pair,299,10.31,45,44,15.05,36.59,14.72,15.33,14.77,13.51,16.56,91.48,80.02
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_le_0.0::top1,pair+top1,29,1.0,7,3,24.14,5.69,10.34,28.57,20.0,25.0,23.53,107.99,63.88
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_ge_1.0,pair,431,14.862,48,57,11.14,39.02,13.23,12.44,9.71,11.48,10.81,94.96,84.4
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,17.65,16.67,110.97,101.07
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_le_1.0,pair,544,18.759,71,74,13.05,57.72,13.6,14.18,11.96,12.87,13.24,93.5,80.02
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,7,3,24.14,5.69,10.34,21.43,26.67,36.36,16.67,97.77,60.88
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_ge_1.0,pair,431,14.862,48,57,11.14,39.02,13.23,12.44,9.71,11.48,10.81,94.96,84.4
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_ge_1.0::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,17.65,16.67,110.97,101.07
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_le_1.0,pair,544,18.759,71,74,13.05,57.72,13.6,14.18,11.96,12.87,13.24,93.5,80.02
L2::P::taker_imb_aligned_30m_le_0.0733+same_dir_zones_active_60m_le_1.0::top1,pair+top1,29,1.0,7,3,24.14,5.69,10.34,21.43,26.67,36.36,16.67,97.77,60.88
L2::P::taker_imb_aligned_30m_ge_-0.0753+abs_prior_move_60m_pct_ge_0.2503,pair,534,18.414,60,63,11.24,48.78,11.8,14.44,7.6,12.45,10.04,91.45,87.67
