window_id,exchange,ts_min,ts_iso,date,direction_candidate,entry_price,future_mfe_pct,future_mae_pct,hit2,hit2_5,hit3,loss,timeout,outcome,time_to_2_min,time_to_2_5_min,time_to_3_min,prior_move_60m,prior_move_180m,prior_move_1d,local_vol_180m,dist_from_recent_low_pct,dist_from_recent_high_pct,bounce_into_pivot_pct,spread_bps,depth_imbalance,bid_depth_top10,ask_depth_top10,update_rate
W3,Bybit,29495255,2026-01-29T19:35:00+00:00,2026-01-29,SHORT,84085.95,2.259,0.716,1,0,0,0,0,WIN,366,,,0.092,-0.403,-5.948,0.099,0.82,1.748,0.891,0.012,0.0881,5.769,4.46,600.0
W3,Bybit,29495332,2026-01-29T20:52:00+00:00,2026-01-29,SHORT,84071.25,2.242,0.734,1,0,0,0,0,WIN,289,,,0.136,-0.458,-5.56,0.088,0.802,1.765,0.564,0.012,0.0275,3.412,4.205,600.0
W3,Bybit,29495390,2026-01-29T21:50:00+00:00,2026-01-29,SHORT,84438.05,2.667,0.296,1,1,0,0,0,WIN,231,231,,0.199,0.75,-5.525,0.076,1.242,0.205,0.468,0.016,-0.2582,4.053,4.86,600.0
W3,Bybit,29495452,2026-01-29T22:52:00+00:00,2026-01-29,SHORT,84447.15,2.677,0.286,1,1,0,0,0,WIN,169,169,,-0.098,0.584,-5.379,0.061,1.253,0.161,0.126,0.012,0.2467,4.865,1.389,596.0
W3,Bybit,29495490,2026-01-29T23:30:00+00:00,2026-01-29,SHORT,84623.95,2.095,0.076,1,0,0,0,0,WIN,129,,,0.243,0.828,-5.234,0.055,0.987,0.007,0.266,0.012,0.005,3.869,3.294,600.0
W3,Bybit,29495575,2026-01-30T00:55:00+00:00,2026-01-30,LONG,84162.75,0.044,1.558,0,0,0,1,0,LOSS,,,,-0.597,-0.365,-5.396,0.042,0.151,0.621,0.391,0.012,-0.1424,2.57,5.285,600.0
W3,Bybit,29495624,2026-01-30T01:44:00+00:00,2026-01-30,LONG,81988.55,1.566,1.038,0,0,0,0,1,TIMEOUT,,,,-2.795,-2.867,-7.666,0.147,1.007,3.188,3.662,0.023,-0.0208,2.808,3.621,600.0
W3,Bybit,29495659,2026-01-30T02:19:00+00:00,2026-01-30,LONG,81748.85,1.864,0.748,0,0,0,0,1,TIMEOUT,,,,-2.621,-3.241,-7.789,0.156,0.711,3.471,0.911,0.012,-0.1472,2.074,2.974,600.0
W3,Bybit,29495697,2026-01-30T02:57:00+00:00,2026-01-30,SHORT,82070.25,0.089,1.465,0,0,0,0,1,TIMEOUT,,,,-0.309,-3.043,-6.58,0.167,1.15,3.091,1.156,0.012,0.0198,2.944,2.734,600.0
W3,Bybit,29495830,2026-01-30T05:10:00+00:00,2026-01-30,SHORT,82937.05,1.098,0.405,0,0,0,0,1,TIMEOUT,,,,0.152,1.055,-6.053,0.091,2.218,1.435,0.182,0.012,0.4009,5.878,2.089,600.0
W3,Bybit,29495910,2026-01-30T06:30:00+00:00,2026-01-30,LONG,82334.55,1.11,0.374,0,0,0,0,1,TIMEOUT,,,,-1.109,-0.053,-6.708,0.056,1.475,1.127,0.653,0.012,-0.044,3.018,4.471,600.0
W3,Bybit,29495943,2026-01-30T07:03:00+00:00,2026-01-30,SHORT,82634.25,0.574,1.181,0,0,0,0,1,TIMEOUT,,,,-0.214,-0.152,-6.456,0.062,0.75,0.767,0.759,0.012,0.0347,3.79,3.422,600.0
W3,Bybit,29496017,2026-01-30T08:17:00+00:00,2026-01-30,SHORT,82742.85,0.704,1.048,0,0,0,0,1,TIMEOUT,,,,-0.175,-0.19,-5.86,0.073,0.873,0.636,0.485,0.012,-0.1337,2.293,2.851,595.0
W3,Bybit,29496062,2026-01-30T09:02:00+00:00,2026-01-30,SHORT,82645.95,0.588,1.167,0,0,0,0,1,TIMEOUT,,,,-0.076,-0.223,-6.171,0.075,0.755,0.753,0.437,0.012,-0.2198,3.064,5.177,600.0
W3,Bybit,29496142,2026-01-30T10:22:00+00:00,2026-01-30,SHORT,82393.75,0.411,1.476,0,0,0,0,1,TIMEOUT,,,,-0.164,-0.428,-6.296,0.074,0.447,0.794,0.379,0.012,0.1575,5.616,2.573,600.0
W3,Bybit,29496224,2026-01-30T11:44:00+00:00,2026-01-30,SHORT,82735.75,1.016,1.72,0,0,0,1,0,LOSS,,,,0.233,0.227,-5.716,0.066,0.701,0.245,0.284,0.012,-0.667,1.311,7.907,600.0
W3,Bybit,29496292,2026-01-30T12:52:00+00:00,2026-01-30,SHORT,82729.85,1.009,1.727,0,0,0,1,0,LOSS,,,,-0.335,0.556,-5.943,0.062,0.694,0.623,0.28,0.012,0.1722,2.628,1.865,600.0
W3,Bybit,29496308,2026-01-30T13:08:00+00:00,2026-01-30,LONG,82603.15,2.075,0.858,1,0,0,0,0,WIN,371,,,-0.524,0.52,-6.17,0.06,0.539,0.775,0.364,0.012,-0.0116,5.689,6.797,600.0
W3,Bybit,29496336,2026-01-30T13:36:00+00:00,2026-01-30,SHORT,82803.85,1.098,1.637,0,0,0,1,0,LOSS,,,,0.07,0.28,-5.962,0.061,0.784,0.534,0.424,0.012,-0.1825,2.055,3.001,600.0
W3,Bybit,29496453,2026-01-30T15:33:00+00:00,2026-01-30,LONG,82628.45,2.044,0.888,1,0,0,0,0,WIN,226,,,-0.707,-0.004,-2.988,0.101,0.26,1.174,1.389,0.013,-0.0331,2.849,3.488,600.0
W3,Bybit,29496486,2026-01-30T16:06:00+00:00,2026-01-30,LONG,82965.65,1.891,1.291,0,0,0,0,1,TIMEOUT,,,,-0.658,0.49,-1.962,0.113,0.669,0.771,0.699,0.014,0.0772,3.192,1.991,600.0
W3,Bybit,29496514,2026-01-30T16:34:00+00:00,2026-01-30,SHORT,83032.65,1.37,1.547,0,0,0,1,0,LOSS,,,,0.232,0.266,-1.659,0.122,0.751,0.691,0.709,0.012,-0.1458,1.824,2.461,600.0
W3,Bybit,29496567,2026-01-30T17:27:00+00:00,2026-01-30,SHORT,83251.85,1.63,1.54,0,0,0,1,0,LOSS,,,,0.244,0.42,-2.249,0.126,1.017,0.428,0.922,0.012,-0.0297,2.814,3.293,600.0
W3,Bybit,29496624,2026-01-30T18:24:00+00:00,2026-01-30,LONG,81982.05,2.154,0.0,1,0,0,0,0,WIN,29,,,-1.507,-1.303,-2.366,0.115,0.107,1.947,1.541,0.012,-0.2022,3.278,7.446,600.0
W3,Bybit,29496646,2026-01-30T18:46:00+00:00,2026-01-30,SHORT,83030.25,0.0,1.55,0,0,0,1,0,LOSS,,,,-0.112,-0.048,-1.118,0.116,1.387,0.633,1.472,0.012,-0.0376,3.012,2.846,600.0
W3,Bybit,29496743,2026-01-30T20:23:00+00:00,2026-01-30,LONG,83887.05,0.709,0.316,0,0,0,0,1,TIMEOUT,,,,-0.535,0.802,-0.272,0.125,2.433,0.765,1.189,0.013,0.3466,4.181,1.729,600.0
W3,Bybit,29496755,2026-01-30T20:35:00+00:00,2026-01-30,SHORT,83956.05,0.397,0.626,0,0,0,0,1,TIMEOUT,,,,-0.684,1.276,0.091,0.128,2.517,0.684,0.732,0.012,0.0606,2.909,2.862,600.0
W3,Bybit,29496891,2026-01-30T22:51:00+00:00,2026-01-30,SHORT,84086.65,0.553,0.202,0,0,0,0,1,TIMEOUT,,,,-0.157,-0.309,-0.412,0.103,0.823,0.529,0.261,0.012,0.6827,2.894,0.418,600.0
W3,Bybit,29496950,2026-01-30T23:50:00+00:00,2026-01-30,SHORT,84204.15,1.002,0.041,0,0,0,0,1,TIMEOUT,,,,0.205,0.401,-0.537,0.078,0.811,0.373,0.38,0.012,0.235,3.78,1.907,598.0
W3,Bybit,29496998,2026-01-31T00:38:00+00:00,2026-01-31,SHORT,84187.05,1.658,0.042,0,0,0,0,1,TIMEOUT,,,,0.217,0.21,-0.193,0.058,0.675,0.348,0.164,0.012,-0.0193,2.278,2.709,599.0
W3,Bybit,29497118,2026-01-31T02:38:00+00:00,2026-01-31,SHORT,84004.45,1.642,0.225,0,0,0,0,1,TIMEOUT,,,,0.107,0.0,2.657,0.039,0.251,0.299,0.261,0.012,0.3981,6.198,1.608,600.0
W3,Bybit,29497155,2026-01-31T03:15:00+00:00,2026-01-31,SHORT,84115.85,1.772,0.09,0,0,0,0,1,TIMEOUT,,,,0.159,-0.021,2.122,0.04,0.384,0.167,0.145,0.012,0.0598,1.554,1.492,600.0
W3,Bybit,29497219,2026-01-31T04:19:00+00:00,2026-01-31,SHORT,83997.05,1.634,0.129,0,0,0,0,1,TIMEOUT,,,,-0.22,-0.185,1.054,0.036,0.243,0.267,0.093,0.012,-0.3015,1.959,6.355,600.0
W3,Bybit,29497294,2026-01-31T05:34:00+00:00,2026-01-31,SHORT,84000.95,1.672,0.045,0,0,0,0,1,TIMEOUT,,,,-0.097,0.117,0.961,0.031,0.247,0.228,0.165,0.012,0.235,2.893,1.929,597.0
W3,Bybit,29497443,2026-01-31T08:03:00+00:00,2026-01-31,SHORT,83509.25,2.351,0.013,1,0,0,0,0,WIN,383,,,-0.227,-0.513,1.1,0.036,0.179,0.709,0.242,0.012,-0.5512,1.332,4.714,600.0
W3,Bybit,29497455,2026-01-31T08:15:00+00:00,2026-01-31,LONG,83172.55,0.115,1.955,0,0,0,1,0,LOSS,,,,-0.622,-0.949,0.282,0.041,0.009,1.109,0.477,0.013,-0.0292,2.406,2.966,600.0
W3,Bybit,29497498,2026-01-31T08:58:00+00:00,2026-01-31,SHORT,83061.55,2.352,0.249,1,0,0,0,0,WIN,333,,,-0.533,-1.067,0.563,0.056,0.528,1.163,0.626,0.014,-0.1101,2.644,2.734,600.0
W3,Bybit,29497537,2026-01-31T09:37:00+00:00,2026-01-31,SHORT,83154.75,2.101,0.06,1,0,0,0,0,WIN,293,,,0.262,-0.669,0.741,0.061,0.641,1.052,0.483,0.012,-0.0487,1.836,2.038,600.0
W3,Bybit,29497594,2026-01-31T10:34:00+00:00,2026-01-31,SHORT,83063.25,2.354,0.092,1,0,0,0,0,WIN,237,,,-0.172,-0.523,0.645,0.061,0.53,0.851,0.33,0.012,-0.557,0.954,6.909,600.0
W3,Bybit,29497690,2026-01-31T12:10:00+00:00,2026-01-31,SHORT,82947.55,2.218,0.039,1,0,0,0,0,WIN,141,,,-0.07,-0.25,-0.057,0.04,0.39,0.532,0.286,0.012,-0.156,1.688,2.439,600.0
W3,Bybit,29497759,2026-01-31T13:19:00+00:00,2026-01-31,SHORT,82778.45,2.018,0.13,1,0,0,0,0,WIN,72,,,-0.226,-0.161,0.074,0.045,0.127,0.588,0.237,0.012,-0.302,1.868,3.019,600.0
W3,Bybit,29497803,2026-01-31T14:03:00+00:00,2026-01-31,SHORT,82743.05,2.088,0.173,1,0,0,0,0,WIN,36,,,-0.029,-0.337,-0.088,0.048,0.339,0.501,0.382,0.012,-0.0504,2.021,1.788,600.0
W3,Bybit,29497817,2026-01-31T14:17:00+00:00,2026-01-31,LONG,82367.55,0.0,1.529,0,0,0,1,0,LOSS,,,,-0.606,-0.71,-0.714,0.056,0.009,0.953,0.638,0.012,0.0584,2.026,1.835,600.0
W3,Bybit,29497867,2026-01-31T15:07:00+00:00,2026-01-31,SHORT,81549.25,2.639,0.276,1,1,0,0,0,WIN,121,121,,-1.494,-1.776,-2.289,0.1,0.746,1.841,0.86,0.012,-0.1784,2.167,3.285,600.0
W3,Bybit,29497907,2026-01-31T15:47:00+00:00,2026-01-31,SHORT,81266.95,2.301,0.624,1,0,0,0,0,WIN,81,,,0.265,-1.919,-2.271,0.102,0.398,2.18,0.278,0.012,0.2219,3.007,1.787,600.0
W3,Bybit,29497969,2026-01-31T16:49:00+00:00,2026-01-31,LONG,80410.15,0.079,2.008,0,0,0,1,0,LOSS,,,,-1.258,-2.697,-3.248,0.145,0.21,2.987,1.91,0.012,0.2107,1.746,1.519,600.0
W3,Bybit,29498015,2026-01-31T17:35:00+00:00,2026-01-31,LONG,78688.75,0.502,1.958,0,0,0,1,0,LOSS,,,,-2.933,-3.437,-5.078,0.183,0.254,5.064,2.074,0.022,0.1451,2.585,1.277,600.0
W3,Bybit,29498062,2026-01-31T18:22:00+00:00,2026-01-31,LONG,78373.35,0.354,1.564,0,0,0,1,0,LOSS,,,,-0.809,-3.45,-4.3,0.188,0.298,4.553,1.2,0.024,-0.0569,3.077,3.666,600.0
W3,Bybit,29498111,2026-01-31T19:11:00+00:00,2026-01-31,SHORT,78111.05,1.307,1.362,0,0,0,0,1,TIMEOUT,,,,-0.819,-3.552,-7.017,0.316,3.127,4.48,3.408,0.015,-0.0516,1.946,1.949,600.0
W3,Bybit,29498180,2026-01-31T20:20:00+00:00,2026-01-31,LONG,77505.15,2.022,0.536,1,0,0,0,0,WIN,183,,,-0.749,-1.731,-7.451,0.284,2.327,5.221,0.63,0.013,0.1056,2.68,1.438,600.0
W3,Bybit,29498184,2026-01-31T20:24:00+00:00,2026-01-31,SHORT,77663.05,0.738,1.814,0,0,0,1,0,LOSS,,,,-0.318,-1.673,-7.447,0.287,2.536,4.96,0.738,0.013,-0.172,1.771,2.213,600.0
W3,Bybit,29498223,2026-01-31T21:03:00+00:00,2026-01-31,SHORT,77642.85,0.383,1.841,0,0,0,1,0,LOSS,,,,0.037,-1.489,-7.389,0.28,2.509,3.517,1.253,0.013,-0.0618,3.335,3.598,600.0
W3,Bybit,29498280,2026-01-31T22:00:00+00:00,2026-01-31,SHORT,78266.55,0.376,1.161,0,0,0,0,1,TIMEOUT,,,,0.298,0.111,-7.101,0.121,3.333,1.026,0.73,0.013,-0.293,1.685,2.781,600.0
W3,Bybit,29498351,2026-01-31T23:11:00+00:00,2026-01-31,SHORT,78211.15,0.045,1.233,0,0,0,0,1,TIMEOUT,,,,0.104,0.525,-6.802,0.1,1.454,0.279,0.417,0.013,0.216,6.488,4.116,600.0
