event_id,ts_iso,window_id,exchange,cross_venue_type,lead_lag_minutes,event_family,price,mfe,time_to_2,cvd_delta_15m,net_taker_15m,pc15,depth_imbalance,dist_from_recent_low_pct
By-W4_APRIL-SELL-438,2024-04-12T07:18:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,70797.55,2.019,452,-67.6,-53.767,-0.279,-0.4102,0.146
OK-W4_APRIL-SELL-439,2024-04-12T07:19:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,70790.75,2.051,451,-12890.0,-13274.0,-0.273,-0.1389,0.163
By-W4_APRIL-CVD_-454,2024-04-12T07:34:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,70734.85,2.016,438,-85.6,6.755,-0.093,-0.1855,0.0
By-W4_APRIL-SELL-505,2024-04-12T08:25:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,70792.95,2.012,385,-50.4,-26.628,-0.127,-0.223,0.223
OK-W4_APRIL-SELL-505,2024-04-12T08:25:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,70774.15,2.028,385,-7265.0,-2579.0,-0.138,-0.1,0.23
By-W4_APRIL-SELL-551,2024-04-12T09:11:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,-1,SELL_PRESSURE_NO_ABSORPTION_EVENT,70727.85,2.006,341,-12.8,-6.8,-0.124,-0.4329,0.131
By-W4_APRIL-SELL-583,2024-04-12T09:43:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,70625.45,2.011,388,-32.6,-21.501,-0.117,-0.1102,0.0
OK-W4_APRIL-SELL-583,2024-04-12T09:43:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,70608.35,2.041,388,-591.0,-1579.0,-0.114,-0.1391,0.0
By-W4_APRIL-ACTI-683,2024-04-12T11:23:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,70816.55,2.045,207,-60.9,-19.163,-0.15,0.0546,0.327
By-W4_APRIL-SELL-685,2024-04-12T11:25:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,70831.55,2.066,205,-92.1,-73.685,-0.123,-0.0474,0.348
OK-W4_APRIL-SELL-685,2024-04-12T11:25:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,70816.45,2.086,205,-2179.0,-2186.0,-0.111,-0.1316,0.343
OK-W4_APRIL-CVD_-734,2024-04-12T12:14:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,2,CVD_BREAKDOWN_EVENT,70869.25,2.159,156,-11151.0,-11287.0,-0.043,0.0877,0.418
By-W4_APRIL-CVD_-735,2024-04-12T12:15:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,70806.95,2.032,155,-105.0,-47.433,-0.111,-0.0179,0.313
By-W4_APRIL-SELL-735,2024-04-12T12:15:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,70806.95,2.032,155,-105.0,-47.433,-0.111,-0.0179,0.313
OK-W4_APRIL-SELL-735,2024-04-12T12:15:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,70789.35,2.049,155,-20955.0,-11151.0,-0.114,-0.144,0.305
By-W4_APRIL-SELL-786,2024-04-12T13:06:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,-2,SELL_PRESSURE_NO_ABSORPTION_EVENT,70339.95,2.038,193,-104.5,-97.053,-0.274,-0.0283,0.01
By-W4_APRIL-ACTI-794,2024-04-12T13:14:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,-2,ACTIVE_MARKDOWN_EVENT,70323.95,2.015,185,-1076.9,-1079.957,-0.343,0.0114,0.307
OK-W4_APRIL-SELL-808,2024-04-12T13:28:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,-2,SELL_PRESSURE_NO_ABSORPTION_EVENT,70202.95,2.04,172,-4826.0,-516.0,-0.135,-0.0813,0.233
By-W4_APRIL-CVD_-820,2024-04-12T13:40:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,69935.95,2.023,210,-463.2,13.804,-0.178,0.0136,0.0
OK-W4_APRIL-CVD_-820,2024-04-12T13:40:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,69926.15,2.038,210,-32711.0,-5949.0,-0.162,0.0054,0.0
OK-W4_APRIL-FORC-822,2024-04-12T13:42:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,69795.75,2.097,219,-38397.0,-35156.0,-0.454,-0.1503,0.0
By-W4_APRIL-SELL-823,2024-04-12T13:43:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,69814.25,2.072,218,-783.6,-713.095,-0.585,-0.0683,0.027
OK-W4_APRIL-SELL-852,2024-04-12T14:12:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,69676.05,2.03,190,-12585.0,-18851.0,-0.378,-0.017,0.043
OK-W4_APRIL-SELL-886,2024-04-12T14:46:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,69512.15,2.055,159,-28391.0,-25283.0,-0.484,-0.1701,0.046
By-W4_APRIL-CVD_-890,2024-04-12T14:50:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,69368.45,2.41,158,-1054.2,-733.339,-0.645,-0.0136,0.0
OK-W4_APRIL-ACTI-947,2024-04-12T15:47:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,69469.55,2.101,100,-14123.0,-13965.0,-0.206,-0.0371,0.327
By-W4_APRIL-SELL-950,2024-04-12T15:50:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,69454.25,2.04,97,-205.7,-154.903,-0.351,-0.0477,0.247
By-W4_APRIL-CVD_-971,2024-04-12T16:11:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,69205.45,2.181,77,-169.5,10.262,-0.246,-0.0131,0.0
OK-W4_APRIL-SELL-976,2024-04-12T16:16:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,69099.05,2.069,72,-47272.0,-40003.0,-0.441,-0.0529,0.0
By-W4_APRIL-ACTI-985,2024-04-12T16:25:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,-2,ACTIVE_MARKDOWN_EVENT,69048.05,2.122,70,-1707.8,-1897.861,-0.526,0.0157,0.424
By-W4_APRIL-CVD_-1025,2024-04-12T17:05:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,68579.45,2.716,87,-768.6,197.049,-0.42,-0.0806,0.0
OK-W4_APRIL-CVD_-1025,2024-04-12T17:05:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,68555.65,2.699,80,-40194.0,17951.0,-0.41,-0.0038,0.0
By-W4_APRIL-SELL-1026,2024-04-12T17:06:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,68695.65,2.88,86,-576.4,-768.59,-0.211,-0.0575,0.169
By-W4_APRIL-FORC-1043,2024-04-12T17:23:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,68380.15,2.432,69,-203.7,-364.927,-0.42,0.074,0.132
By-W4_APRIL-ACTI-1049,2024-04-12T17:29:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,67909.85,2.111,65,-1868.5,-2279.449,-1.0,-0.0389,0.315
OK-W4_APRIL-CVD_-1063,2024-04-12T17:50:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,68129.45,2.091,42,-25005.0,-93320.0,0.68,-0.0502,0.865
By-W4_APRIL-SELL-1077,2024-04-12T17:57:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,68100.05,2.031,35,-598.6,-550.537,-0.288,-0.0385,0.765
OK-W4_APRIL-CVD_-1094,2024-04-12T18:21:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,67845.05,2.006,13,-56202.0,-29875.0,-0.602,-0.0904,0.444
By-W4_APRIL-SELL-1110,2024-04-12T18:30:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,67684.85,2.906,5,-953.2,-968.104,-0.633,-0.0894,0.151
OK-W4_APRIL-SELL-1104,2024-04-12T18:31:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,67451.55,2.585,4,-102831.0,-101396.0,-0.876,-0.0027,0.0
By-W4_APRIL-SELL-2156,2024-04-13T11:56:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,-1,SELL_PRESSURE_NO_ABSORPTION_EVENT,67346.15,2.039,473,-245.0,-243.473,-0.191,-0.1772,0.397
By-W4_APRIL-ACTI-2156,2024-04-13T11:56:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,67346.15,2.039,473,-245.0,-243.473,-0.191,-0.1772,0.397
OK-W4_APRIL-ACTI-2116,2024-04-13T11:56:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,67357.75,2.105,474,-29930.0,-30216.0,-0.185,0.0318,0.418
OK-W4_APRIL-CVD_-2127,2024-04-13T12:07:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,67240.05,2.141,464,-9198.0,3234.0,-0.217,-0.0439,0.242
OK-W4_APRIL-SELL-2128,2024-04-13T12:08:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,67266.45,2.179,463,-9714.0,-9198.0,-0.121,-0.179,0.281
By-W4_APRIL-ACTI-2252,2024-04-13T13:32:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,2,ACTIVE_MARKDOWN_EVENT,67617.75,2.432,377,-126.0,-118.954,-0.194,-0.2419,0.674
OK-W4_APRIL-ACTI-2212,2024-04-13T13:32:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,1,ACTIVE_MARKDOWN_EVENT,67623.15,2.355,377,-4269.0,-5343.0,-0.189,0.0198,0.657
By-W4_APRIL-SELL-2315,2024-04-13T14:35:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,67499.95,2.262,314,-79.3,-28.281,-0.175,-0.0049,0.499
By-W4_APRIL-ACTI-2315,2024-04-13T14:35:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,67499.95,2.262,314,-79.3,-28.281,-0.175,-0.0049,0.499
OK-W4_APRIL-CVD_-2275,2024-04-13T14:35:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,67503.95,2.182,314,-7504.0,-1236.0,-0.183,0.0387,0.478
OK-W4_APRIL-ACTI-2275,2024-04-13T14:35:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,67503.95,2.182,314,-7504.0,-1236.0,-0.183,0.0387,0.478
OK-W4_APRIL-SELL-2277,2024-04-13T14:37:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,67484.05,2.154,312,-13577.0,-14410.0,-0.289,-0.1772,0.449
OK-W4_APRIL-SELL-2348,2024-04-13T15:48:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,67723.15,2.019,240,-5721.0,-4382.0,-0.125,-0.032,0.805
By-W4_APRIL-SELL-2389,2024-04-13T15:49:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,67687.15,2.532,240,-112.4,-95.499,-0.155,-0.1615,0.778
By-W4_APRIL-ACTI-2389,2024-04-13T15:49:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,67687.15,2.532,240,-112.4,-95.499,-0.155,-0.1615,0.778
By-W4_APRIL-SELL-2421,2024-04-13T16:21:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,67443.85,2.18,208,-108.9,-103.09,-0.182,-0.2095,0.325
By-W4_APRIL-ACTI-2421,2024-04-13T16:21:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,1,ACTIVE_MARKDOWN_EVENT,67443.85,2.18,208,-108.9,-103.09,-0.182,-0.2095,0.325
OK-W4_APRIL-SELL-2381,2024-04-13T16:21:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,67462.85,2.123,208,-20573.0,-23337.0,-0.168,-0.0746,0.336
OK-W4_APRIL-ACTI-2381,2024-04-13T16:21:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,2,ACTIVE_MARKDOWN_EVENT,67462.85,2.123,208,-20573.0,-23337.0,-0.168,-0.0746,0.336
OK-W4_APRIL-CVD_-2382,2024-04-13T16:22:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,67404.15,2.038,207,-22856.0,-20573.0,-0.232,-0.1078,0.248
OK-W4_APRIL-SELL-2415,2024-04-13T16:55:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,67373.45,2.128,175,-5844.0,-2537.0,-0.298,-0.0469,0.073
By-W4_APRIL-SELL-2460,2024-04-13T17:00:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,67337.65,2.026,169,-53.3,-69.491,-0.106,-0.1417,0.026
By-W4_APRIL-CVD_-2461,2024-04-13T17:01:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,67233.45,2.005,169,-338.1,-53.283,-0.33,0.0477,0.0
OK-W4_APRIL-CVD_-2421,2024-04-13T17:01:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,67250.25,2.155,170,-20137.0,-3780.0,-0.328,-0.0613,0.0
OK-W4_APRIL-SELL-2446,2024-04-13T17:26:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,66872.85,2.451,147,-50352.0,-59546.0,-0.516,-0.0209,0.094
By-W4_APRIL-SELL-2496,2024-04-13T17:36:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,66749.85,2.356,137,-170.7,-68.387,-0.338,-0.1908,0.053
OK-W4_APRIL-ACTI-2552,2024-04-13T19:12:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,67082.45,2.755,41,-8458.0,-7116.0,-0.19,0.0802,0.87
OK-W4_APRIL-SELL-2554,2024-04-13T19:14:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,67028.05,2.676,39,-6945.0,-9573.0,-0.186,-0.2679,0.788
By-W4_APRIL-SELL-2595,2024-04-13T19:15:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,66969.45,2.677,38,-190.3,-147.805,-0.382,-0.1456,0.706
By-W4_APRIL-ACTI-2595,2024-04-13T19:15:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,66969.45,2.677,38,-190.3,-147.805,-0.382,-0.1456,0.706
By-W4_APRIL-CVD_-2624,2024-04-13T19:44:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,66783.95,2.406,9,-234.3,-54.085,-0.425,0.0571,0.427
By-W4_APRIL-SELL-2626,2024-04-13T19:46:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,66544.05,2.055,7,-500.0,-272.778,-0.984,-0.0851,0.066
OK-W4_APRIL-SELL-2586,2024-04-13T19:46:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,66558.25,2.879,8,-29785.0,-5421.0,-0.956,-0.0899,0.081
OK-W4_APRIL-CVD_-2586,2024-04-13T19:46:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,66558.25,2.879,8,-29785.0,-5421.0,-0.956,-0.0899,0.081
By-W4_APRIL-FORC-2628,2024-04-13T19:48:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,66343.25,2.716,6,-769.7,-577.088,-1.188,-0.141,0.0
OK-W4_APRIL-FORC-2588,2024-04-13T19:48:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,66356.05,2.583,6,-41537.0,-28958.0,-1.165,-0.0032,0.0
By-W4_APRIL-ACTI-2635,2024-04-13T19:55:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,64915.95,2.312,11,-3891.1,-4253.052,-3.145,-0.0127,0.581
OK-W4_APRIL-ACTI-2595,2024-04-13T19:55:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,64975.95,2.296,11,-140874.0,-171754.0,-3.058,0.0501,0.516
OK-W4_APRIL-SELL-2802,2024-04-13T23:22:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,65103.85,2.008,36,-42619.0,-44952.0,-0.117,-0.1828,6.661
By-W4_APRIL-ACTI-2844,2024-04-13T23:24:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,1,ACTIVE_MARKDOWN_EVENT,64885.95,2.211,56,-660.2,-482.701,-0.536,-0.0081,6.768
OK-W4_APRIL-ACTI-2804,2024-04-13T23:24:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,64892.15,2.145,56,-50723.0,-34206.0,-0.548,-0.0819,6.314
By-W4_APRIL-SELL-2873,2024-04-13T23:53:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,64218.25,2.075,32,-313.0,-249.025,-0.57,-0.1341,5.669
OK-W4_APRIL-SELL-2833,2024-04-13T23:53:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,64252.95,2.037,32,-6977.0,-2628.0,-0.549,-0.0478,5.267
OK-W4_APRIL-ACTI-2835,2024-04-13T23:55:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,64116.05,2.044,187,-15186.0,-13628.0,-0.823,-0.1216,5.043
By-W4_APRIL-CVD_-2900,2024-04-14T00:20:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,63451.55,2.024,172,-399.6,-256.728,-1.215,-0.2003,3.382
By-W4_APRIL-SELL-2936,2024-04-14T00:56:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,-2,SELL_PRESSURE_NO_ABSORPTION_EVENT,63758.05,2.086,131,-66.8,-103.421,-0.214,-0.0258,3.254
OK-W4_APRIL-SELL-2941,2024-04-14T01:41:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,63763.95,2.025,86,-6255.0,-2472.0,-0.1,-0.2094,2.488
