date,zone_id,dir,setup,is_selected,label,outcome,pnl_after_cost,score,dist_swh,supp_opp_15m,eng_ofi,regime_1d,trend_against,confirmed_iso
2026-05-28,BTCUSDT-LONG-1779990653000-14,LONG,ACCUMULATION,0,MID,TIMEOUT,0.5101,0.144,0.2928,-44.494,-0.9977591262109509,BEAR,1,2026-05-28T17:53:53+00:00
2026-05-28,BTCUSDT-LONG-1780004953000-15,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.1315,0.1029,134.154,-0.9974343115157961,RANGE,0,2026-05-28T21:52:13+00:00
2026-05-29,BTCUSDT-LONG-1780013176000-1,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.3508,0.1016,105.233,-0.9971340329736768,BEAR,1,2026-05-29T00:15:07+00:00
2026-05-29,BTCUSDT-LONG-1780023188000-5,LONG,ACCUMULATION,0,MID,TIMEOUT,0.5439,0.6593,0.8273,308.4,-0.9975323756861514,BEAR,1,2026-05-29T02:56:08+00:00
2026-05-29,BTCUSDT-LONG-1780018289000-3,LONG,ACCUMULATION,0,MID,TIMEOUT,0.0545,0.6614,0.5092,187.967,-0.9976175636125256,BEAR,1,2026-05-29T01:39:16+00:00
2026-05-29,BTCUSDT-LONG-1780021639000-4,LONG,ACCUMULATION,0,MID,TIMEOUT,0.1527,0.7358,0.6326,-169.148,-0.997542363812211,BEAR,1,2026-05-29T02:30:19+00:00
2026-05-29,BTCUSDT-LONG-1780014247000-2,LONG,ACCUMULATION,1,NOISE,LOSS,-1.64,0.717,0.0713,19.194,-0.9976031229355058,BEAR,1,2026-05-29T00:27:07+00:00
2026-05-29,BTCUSDT-LONG-1780061060000-7,LONG,ACCUMULATION,0,MID,TIMEOUT,0.8932,0.4853,1.1871,563.05,-0.997952494820285,RANGE,0,2026-05-29T13:27:20+00:00
2026-05-29,BTCUSDT-LONG-1780059725000-6,LONG,ACCUMULATION,0,MID,TIMEOUT,0.5137,0.1369,0.8987,66.019,-0.9977744047714934,RANGE,0,2026-05-29T13:05:05+00:00
2026-05-29,BTCUSDT-LONG-1780064353000-9,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.4924,1.2656,728.147,-0.998008409969017,RANGE,0,2026-05-29T14:22:13+00:00
2026-05-29,BTCUSDT-LONG-1780064716000-10,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.0292,1.486,271.142,-0.9981233329134237,RANGE,0,2026-05-29T14:28:16+00:00
2026-05-29,BTCUSDT-LONG-1780061599000-8,LONG,ACCUMULATION,0,MID,TIMEOUT,0.5817,0.1873,0.7357,-678.155,-0.9978591995065613,RANGE,0,2026-05-29T13:49:57+00:00
2026-05-29,BTCUSDT-LONG-1780064772000-11,LONG,ACCUMULATION,0,GOOD,WIN,1.86,0.063,1.4348,425.428,-0.997904440428594,RANGE,0,2026-05-29T14:29:12+00:00
2026-05-29,BTCUSDT-LONG-1780076265000-15,LONG,ACCUMULATION,0,NOISE,LOSS,-1.64,0.2199,0.069,488.238,-0.6724640214326034,BULL,0,2026-05-29T17:40:45+00:00
2026-05-29,BTCUSDT-LONG-1780069270000-12,LONG,ACCUMULATION,0,MID,TIMEOUT,0.0289,-0.5753,0.6293,1053.888,-0.384725455386658,BULL,0,2026-05-29T15:44:10+00:00
2026-05-29,BTCUSDT-LONG-1780069311000-13,LONG,ACCUMULATION,0,MID,TIMEOUT,-0.0694,-0.5876,0.5336,317.678,-0.8512525843058615,BULL,0,2026-05-29T15:44:51+00:00
2026-05-29,BTCUSDT-LONG-1780069354000-14,LONG,ACCUMULATION,0,MID,TIMEOUT,0.0193,-0.5579,0.5842,-86.565,-0.996461623109575,BULL,0,2026-05-29T15:45:34+00:00
2026-05-30,BTCUSDT-LONG-1780099356000-1,LONG,ACCUMULATION,0,MID,TIMEOUT,0.5053,0.3883,0.0989,-736.495,-0.9959547017265481,RANGE,0,2026-05-30T00:05:36+00:00
2026-05-30,BTCUSDT-LONG-1780115224000-4,LONG,ACCUMULATION,0,MID,TIMEOUT,0.6551,0.2655,0.6273,-180.125,-0.9972872505844478,RANGE,0,2026-05-30T04:30:04+00:00
2026-05-30,BTCUSDT-LONG-1780115682000-5,LONG,ACCUMULATION,0,MID,TIMEOUT,0.7902,0.6542,0.7622,242.185,-0.9971502227823155,RANGE,0,2026-05-30T04:37:42+00:00
2026-05-30,BTCUSDT-LONG-1780105004000-2,LONG,ACCUMULATION,1,MID,TIMEOUT,0.2627,0.7501,0.0561,261.142,-0.9966290971954136,RANGE,0,2026-05-30T01:40:35+00:00
2026-05-30,BTCUSDT-LONG-1780110455000-3,LONG,ACCUMULATION,0,MID,TIMEOUT,0.0702,0.3682,0.0434,-128.119,-0.9971778225480975,RANGE,0,2026-05-30T03:10:35+00:00
2026-05-30,BTCUSDT-LONG-1780150665000-6,LONG,ACCUMULATION,0,NOISE,TIMEOUT,-0.209,0.1287,0.0759,-980.43,-0.9955821902141594,BULL,0,2026-05-30T14:24:35+00:00
2026-05-30,BTCUSDT-LONG-1780165396000-7,LONG,ACCUMULATION,0,NOISE,TIMEOUT,-0.2499,0.1927,0.1574,-22.553,-0.8850421567606962,RANGE,0,2026-05-30T18:26:16+00:00
