id,_date,direction,zoneType,sim_label,sim_outcome,sim_pnl_after_cost,true_mfe,true_mae,explainable_score,dist_to_recent_swing_high_pct,dl2_supp_minus_opp_net_flow_15m,dl2_microprice_aligned_delta_5m_bps,ms_thin_path_score,ms_large_walls_on_path,eng_ofi,eng_void,eng_refill,supportive_taker_imb_15m,taker_imbalance_15m,spread_now_bps,book_entropy_top25,reclaim_zoneMid_preconfirm,regime_1d,uniq_score_pctile_vs_prior,funding_rate_at_signal
BTCUSDT-LONG-1779756783000-7,2026-05-26,LONG,ACCUMULATION,NOISE,TIMEOUT,-1.0765,1.709,-1.464,0.3905,0.7223,203.792,2.766,0.1044,12,-0.9866979474026389,0.3495286864631324,0.49673945601531894,-0.1142,-0.1142,0.013,0.4688,0,RANGE,62.8,7.135e-05
BTCUSDT-LONG-1779754519000-2,2026-05-26,LONG,ACCUMULATION,NOISE,LOSS,-1.64,1.208,-1.949,-0.442,0.2263,-250.412,-7.348,0.1036,13,-0.5008414882136554,0,0.5098357019858005,-0.3225,-0.3225,0.013,0.2607,0,RANGE,14.8,7.502e-05
BTCUSDT-LONG-1779793908000-10,2026-05-26,LONG,ACCUMULATION,NOISE,LOSS,-1.64,1.087,-2.538,-0.8155,0.4689,-270.257,-12.9,0.1027,12,-0.2166100942169172,0,0.5028965436922959,-0.2229,-0.2229,0.013,0.3712,0,RANGE,2.2,3.202e-05
BTCUSDT-LONG-1779792344000-9,2026-05-26,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.715,-2.896,0.9422,0.0334,391.227,5.428,0.1005,16,-0.10521004576663011,0,0.5002522324078619,0.1558,0.1558,0.013,0.2841,0,RANGE,87.5,2.845e-05
BTCUSDT-SHORT-1779807366000-11,2026-05-26,SHORT,DISTRIBUTION,GOOD,WIN,1.86,2.764,-0.045,1.4802,1.5835,298.346,2.542,0.1014,15,-0.026438865344415894,0,0.5003730951241119,0.0793,-0.0793,0.013,0.3806,0,BEAR,96.7,4.629e-05
BTCUSDT-SHORT-1779808598000-12,2026-05-26,SHORT,DISTRIBUTION,GOOD,WIN,1.86,2.163,-0.381,0.0334,2.2112,1386.283,0.537,0.1018,14,0.05148223708122173,0.28458060747353475,0.49983562509033147,0.0854,-0.0854,0.013,0.2461,1,BEAR,40.2,5.283e-05
BTCUSDT-SHORT-1779810363000-14,2026-05-26,SHORT,DISTRIBUTION,GOOD,WIN,1.86,2.189,-0.354,0.3279,2.1842,764.606,10.28,0.1025,14,0.30225412028021525,0.30383522761965576,0.49998106616192706,-0.0202,0.0202,0.013,0.2926,1,BEAR,58.1,5.296e-05
BTCUSDT-LONG-1779809192000-13,2026-05-26,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.353,-2.19,0.0606,2.1831,-834.169,2.203,0.1057,6,0.22841383708373136,0.07219650478041051,0.5071896935036043,-0.135,-0.135,0.013,0.371,0,BEAR,41.8,4.996e-05
BTCUSDT-SHORT-1779817255000-16,2026-05-26,SHORT,DISTRIBUTION,MID,TIMEOUT,1.2664,1.621,-0.433,0.7203,2.7771,-1361.784,0.704,0.1024,11,0.18323576320036836,0.1601263215105483,0.4986530981522054,0.0606,-0.0606,0.013,0.3618,0,BEAR,81.1,9.227e-05
BTCUSDT-SHORT-1779817241000-15,2026-05-26,SHORT,DISTRIBUTION,MID,TIMEOUT,1.2959,1.636,-0.419,0.6529,2.762,-1408.798,0.37,0.1023,12,0.22634823876352078,0.14847125062791044,0.49838982965340634,0.0689,-0.0689,0.013,0.3168,0,BEAR,75.5,9.227e-05
BTCUSDT-SHORT-1779834251000-23,2026-05-26,SHORT,DISTRIBUTION,GOOD,WIN,1.86,2.042,-0.515,1.5775,0.531,181.951,2.415,0.1014,18,0.39880522407270874,0.3919352403097289,0.5100006001067204,0.0322,-0.0322,0.013,0.2503,0,BEAR,97.0,0.0001
BTCUSDT-SHORT-1779817422000-17,2026-05-26,SHORT,DISTRIBUTION,MID,TIMEOUT,1.356,1.686,-0.368,0.3107,2.7096,-1250.287,1.413,0.1024,14,0.21756562920472516,0,0.5066174578402133,-0.1327,0.1327,0.013,0.275,0,BEAR,56.2,9.622e-05
BTCUSDT-SHORT-1779820005000-18,2026-05-26,SHORT,DISTRIBUTION,MID,TIMEOUT,1.1084,1.721,-0.288,0.7868,1.6187,-188.855,0.131,0.1019,14,-0.026785336400081093,0.28849044402367807,0.5003108496911307,0.1086,-0.1086,0.013,0.2163,0,BEAR,83.5,0.0001
BTCUSDT-LONG-1779821244000-19,2026-05-26,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.412,-1.599,0.284,1.4589,34.976,2.624,0.1063,6,0.29539224694257726,0.0184401776074109,0.5016986779251247,-0.1977,-0.1977,0.013,0.4,0,BEAR,54.1,0.0001
BTCUSDT-LONG-1779828003000-21,2026-05-26,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.155,-1.849,0.3989,0.772,13.962,5.004,0.1047,10,0.14619604273549344,0,0.5058022949428506,-0.1064,-0.1064,0.013,0.2948,1,BEAR,63.6,0.0001
BTCUSDT-LONG-1779829295000-22,2026-05-26,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.224,-1.781,0.3449,0.7211,-38.295,0.402,0.1052,8,0.054725950300672156,0,0.5004482241836765,-0.117,-0.117,0.013,0.378,1,BEAR,57.0,0.0001
BTCUSDT-LONG-1779840944000-1,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.373,-2.192,-0.4141,0.1571,-1316.718,-9.998,0.1063,10,-0.9917699884437267,0.8701726536057203,0.5134679893198765,0.0309,0.0309,0.013,0.3252,0,BEAR,16.7,0.0001
BTCUSDT-LONG-1779847386000-3,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.476,-2.236,-0.0771,0.382,273.953,-9.598,0.1065,5,-0.9927162549765535,0.7692214041560019,0.5004610956963962,-0.3033,-0.3033,0.013,0.384,0,BEAR,28.8,0.0001
BTCUSDT-LONG-1779848353000-4,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.575,-2.139,-0.4545,0.4809,-34.114,-5.579,0.1067,5,-0.9922434257239665,0.7633023536353404,0.5003597669278267,0.016,0.016,0.066,0.3188,0,BEAR,14.3,0.0001
BTCUSDT-LONG-1779855465000-5,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.872,-3.748,-0.5275,0.7767,-420.911,-14.237,0.1057,6,-0.9934661466780981,0.8039394117961117,0.5004025020757376,-0.3498,-0.3498,0.026,0.2406,0,BEAR,11.3,0.0001
BTCUSDT-LONG-1779856226000-6,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,1.134,-3.498,-0.5923,1.0389,286.833,-25.567,0.1061,5,-0.9932807567776052,0.8144027252735239,0.5008987911064153,-0.2995,-0.2995,0.013,0.2768,0,BEAR,7.5,0.0001
BTCUSDT-LONG-1779843783000-2,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.218,-2.342,0.2558,0.1241,-1400.031,-6.641,0.1051,9,-0.9929569539617901,0.7787218937382243,0.4991117722985565,0.0559,0.0559,0.013,0.3439,0,BEAR,52.4,0.0001
BTCUSDT-LONG-1779892057000-11,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.739,-3.171,0.7282,1.6325,416.141,3.064,0.1062,6,-0.9939804075298455,0.8734069012809644,0.49997339487181236,-0.1505,-0.1505,0.013,0.3378,0,BEAR,82.1,7.255e-05
BTCUSDT-LONG-1779856287000-7,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,1.089,-3.54,-0.5782,0.9944,459.259,-19.242,0.1059,5,-0.9935021920013924,0.8169179906671651,0.5050918751684391,-0.2552,-0.2552,0.013,0.2338,0,BEAR,9.3,0.0001
BTCUSDT-LONG-1779888491000-8,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.458,-3.293,-0.5031,1.3486,2024.358,-10.238,0.1081,4,-0.9928749137168553,0.8377790552057516,0.4996961411128068,-0.1946,-0.1946,-1.278,0.4327,0,BEAR,13.8,5.034e-05
BTCUSDT-LONG-1779889092000-9,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.784,-2.978,-0.9958,1.6783,912.345,-48.568,0.1085,4,-0.9927979756001505,0.8747753005032457,0.5021025327904727,-0.0771,-0.0771,0.013,0.2491,0,BEAR,0.0,5.224e-05
BTCUSDT-LONG-1779889145000-10,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.756,-3.005,-0.5779,1.6502,363.082,-33.943,0.1083,3,-0.9929522601384897,0.8747283316423791,0.5011033143932206,-0.0657,-0.0657,0.013,0.4164,0,BEAR,10.8,5.224e-05
BTCUSDT-LONG-1779904585000-12,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.739,-3.049,-0.3721,0.8656,-422.415,-5.618,0.1045,11,-0.9945821035914888,0.9283568542830514,0.49954726624476403,-0.1008,-0.1008,0.013,0.3642,0,BEAR,23.0,0.0001
BTCUSDT-LONG-1779918254000-13,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.551,-2.391,-0.9595,1.4233,-525.281,-36.561,0.1085,1,-0.9950747492362886,0.9123159626792394,0.5034895809980733,-0.3663,-0.3663,0.027,0.4181,0,BEAR,0.9,0.0001
BTCUSDT-LONG-1779918267000-14,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.394,-2.543,-0.9132,1.2649,-348.142,-20.962,0.1062,6,-0.9951481721198563,0.9131626146367607,0.5027648670610151,-0.3527,-0.3527,-0.631,0.2772,0,BEAR,2.6,0.0001
BTCUSDT-LONG-1779920033000-15,2026-05-27,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.284,-2.514,0.3455,1.2952,-137.034,7.525,0.1066,5,-0.9946614099146525,0.9194937306907714,0.500205413207484,-0.2226,-0.2226,0.027,0.3748,0,BEAR,61.2,0.0001
BTCUSDT-LONG-1779931041000-3,2026-05-28,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.287,-2.347,-0.4672,0.3571,-644.398,-15.773,0.1071,4,-0.09785982268268928,0.2971255494181746,0.49904255834044386,-0.3691,-0.3691,0.013,0.4276,0,BEAR,18.6,0.0001
BTCUSDT-LONG-1779926431000-1,2026-05-28,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.089,-2.608,0.8883,0.0761,-616.75,8.715,0.1057,8,-0.04115448570197201,0.35249918445754935,0.5085811787083601,0.05,0.05,0.013,0.3483,0,BEAR,86.3,0.0001
BTCUSDT-LONG-1779938196000-4,2026-05-28,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.33,-1.538,-0.6244,1.1888,-1932.334,-65.884,0.1083,5,-0.47167724778270065,0.634503883015716,0.5010200053214281,-0.424,-0.424,0.054,0.3319,0,BEAR,8.4,0.0001
BTCUSDT-LONG-1779938276000-5,2026-05-28,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.328,-1.539,-0.5981,1.1873,-1837.254,-64.153,0.1078,6,-0.9556881280957178,0.6076065673710342,0.5002468195899373,-0.387,-0.387,0.014,0.3395,0,BEAR,10.0,0.0001
BTCUSDT-LONG-1779950053000-10,2026-05-28,LONG,ACCUMULATION,MID,TIMEOUT,1.0839,1.598,-0.293,-0.0727,2.1798,63.255,-16.094,0.1064,7,-0.9979069944161271,0.9082425958092653,0.5072104308848839,-0.1401,-0.1401,0.014,0.3229,0,BEAR,38.4,5.515e-05
BTCUSDT-LONG-1779961934000-11,2026-05-28,LONG,ACCUMULATION,MID,TIMEOUT,0.1322,0.577,-1.295,0.0528,0.038,-1.342,-1.811,0.1054,11,-0.9974242334944666,0.8025052489425337,0.4978708634112801,0.0601,0.0601,0.014,0.3784,0,BEAR,46.8,6.003e-05
BTCUSDT-LONG-1779939396000-6,2026-05-28,LONG,ACCUMULATION,NOISE,TIMEOUT,-0.3158,0.695,-1.18,-0.724,1.5569,369.063,-35.618,0.1079,6,-0.9964055765176641,0.7731005054317716,0.5027815224364753,-0.1342,-0.1342,0.014,0.2927,0,BEAR,5.8,0.0001
BTCUSDT-LONG-1779977136000-12,2026-05-28,LONG,ACCUMULATION,MID,TIMEOUT,0.0396,1.57,-0.285,-0.8233,1.1032,-311.42,-6.627,0.1004,8,-0.9987650257483336,0.942915007411345,0.5037235460605526,-0.1181,-0.1181,0.014,0.3217,0,BEAR,5.5,0.0001
BTCUSDT-LONG-1779941042000-9,2026-05-28,LONG,ACCUMULATION,MID,TIMEOUT,0.0562,1.129,-0.753,-1.1897,1.9952,78.186,-8.635,0.1074,6,-0.9974949817753053,0.8783215272187433,0.4996047754124974,-0.125,-0.125,0.014,0.2192,0,BEAR,0.8,9.57e-05
BTCUSDT-LONG-1779940611000-8,2026-05-28,LONG,ACCUMULATION,MID,TIMEOUT,0.3179,1.324,-0.562,-1.2,2.192,-342.241,-9.386,0.1088,7,-0.9973142595385958,0.8424544939704952,0.48871562173641253,-0.1527,-0.1527,-0.781,0.1496,0,BEAR,0.0,9.838e-05
BTCUSDT-LONG-1779940393000-7,2026-05-28,LONG,ACCUMULATION,MID,TIMEOUT,0.1303,1.13,-0.752,-0.7918,1.9963,651.976,-40.091,0.1087,3,-0.996894770192694,0.8327891336573812,0.5043149512564502,-0.0923,-0.0923,0.014,0.2798,0,BEAR,4.9,9.617e-05
BTCUSDT-LONG-1779987127000-13,2026-05-28,LONG,ACCUMULATION,MID,TIMEOUT,0.6777,1.159,-1.216,-0.2346,0.3137,-57.215,-14.08,0.1041,11,-0.9981002894585802,0.8416841333407838,0.5007537686747311,0.0886,0.0886,0.014,0.3366,0,BEAR,32.0,0.0001
BTCUSDT-LONG-1779990653000-14,2026-05-28,LONG,ACCUMULATION,MID,TIMEOUT,0.5101,1.069,-1.457,-0.056,0.2928,-44.494,-15.339,0.1037,13,-0.9977591262109509,0.8023527574651241,0.5005218243492975,0.2325,0.2325,0.027,0.4144,0,BEAR,39.5,0.0001
BTCUSDT-LONG-1780004953000-15,2026-05-28,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.635,-1.88,0.9315,0.1029,134.154,2.628,0.1038,12,-0.9974343115157961,0.742473498662144,0.49966851297255466,0.3748,0.3748,0.014,0.1767,0,RANGE,89.2,0.0001
BTCUSDT-LONG-1780013176000-1,2026-05-29,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.814,-1.706,0.6898,0.1016,101.007,0.195,0.1042,14,-0.9971340329736768,0.761349310634605,0.5124595124570397,0.1293,0.1293,0.014,0.5443,0,BEAR,80.2,0.0001
BTCUSDT-LONG-1780023188000-5,2026-05-29,LONG,ACCUMULATION,MID,TIMEOUT,0.5439,1.441,-1.095,-0.1407,0.8273,308.4,-13.727,0.1055,8,-0.9975323756861514,0.7748409358442704,0.49338570909115576,-0.4555,-0.4555,0.014,0.4712,0,BEAR,31.1,0.0001
BTCUSDT-LONG-1780018289000-3,2026-05-29,LONG,ACCUMULATION,MID,TIMEOUT,0.0545,1.12,-1.407,-0.1386,0.5092,187.967,-6.801,0.1046,12,-0.9976175636125256,0.7767273889837754,0.5025851495278087,-0.0241,-0.0241,0.014,0.4505,0,BEAR,31.6,0.0001
BTCUSDT-LONG-1780021639000-4,2026-05-29,LONG,ACCUMULATION,MID,TIMEOUT,0.1527,1.245,-1.286,-0.0642,0.6326,-169.148,-10.707,0.1047,11,-0.997542363812211,0.7730191202930571,0.5025864445496034,-0.3446,-0.3446,0.014,0.4957,0,BEAR,38.8,0.0001
BTCUSDT-LONG-1780014247000-2,2026-05-29,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.693,-1.824,0.8392,0.0713,18.9,-0.889,0.1035,14,-0.9976031229355058,0.7578310224598293,0.5089957182203544,-0.087,-0.087,0.014,0.2869,0,BEAR,86.4,0.0001
BTCUSDT-LONG-1780061060000-7,2026-05-29,LONG,ACCUMULATION,MID,TIMEOUT,0.8932,1.777,-0.767,-0.3147,1.1871,563.05,-10.379,0.1051,6,-0.997952494820285,0.7707310173075654,0.495429475328489,-0.1765,-0.1765,0.014,0.381,0,RANGE,27.7,2.459e-05
BTCUSDT-LONG-1780059725000-6,2026-05-29,LONG,ACCUMULATION,MID,TIMEOUT,0.5137,1.481,-1.056,-0.411,0.8987,66.019,-6.426,0.1041,9,-0.9977744047714934,0.7655343685089246,0.4992168663219875,0.0942,0.0942,0.014,0.3156,0,RANGE,25.7,2.063e-05
BTCUSDT-LONG-1780064353000-9,2026-05-29,LONG,ACCUMULATION,GOOD,WIN,1.86,2.068,-0.484,-0.3076,1.2656,728.147,-13.751,0.105,9,-0.998008409969017,0.7699316502003494,0.5061320008276614,-0.1865,-0.1865,0.014,0.3184,0,RANGE,28.8,4.125e-05
BTCUSDT-LONG-1780064716000-10,2026-05-29,LONG,ACCUMULATION,GOOD,WIN,1.86,2.29,-0.129,-0.7709,1.486,271.142,-19.155,0.1058,8,-0.9981233329134237,0.8051074863723723,0.5100564450237427,-0.2469,-0.2469,0.014,0.4161,0,RANGE,7.1,4.22e-05
BTCUSDT-LONG-1780061599000-8,2026-05-29,LONG,ACCUMULATION,MID,TIMEOUT,0.5817,1.514,-1.024,-0.0127,0.7357,-678.155,-6.495,0.103,12,-0.9978591995065613,0.7897163287938267,0.49887711203498836,0.162,0.162,0.014,0.3805,0,RANGE,44.9,3.084e-05
BTCUSDT-LONG-1780064772000-11,2026-05-29,LONG,ACCUMULATION,GOOD,WIN,1.86,2.238,-0.18,-0.737,1.4348,425.428,-4.323,0.1053,8,-0.997904440428594,0.8114022743320213,0.5018031396341192,-0.2372,-0.2372,0.014,0.3858,0,RANGE,8.5,4.284e-05
BTCUSDT-LONG-1780076265000-15,2026-05-29,LONG,ACCUMULATION,NOISE,LOSS,-1.64,0.029,-1.595,1.0199,0.069,488.238,5.599,0.1018,14,-0.6724640214326034,0.41448699643099784,0.49795226401639353,-0.0953,-0.0953,0.013,0.3205,0,BULL,91.0,6.952e-05
BTCUSDT-LONG-1780069270000-12,2026-05-29,LONG,ACCUMULATION,MID,TIMEOUT,0.0289,0.787,-0.889,-1.0483,0.6293,1053.888,-47.065,0.1049,9,-0.384725455386658,0.5891611800227927,0.4992679616305013,-0.0032,-0.0032,0.014,0.3932,0,BULL,1.4,6.349e-05
BTCUSDT-LONG-1780069311000-13,2026-05-29,LONG,ACCUMULATION,MID,TIMEOUT,-0.0694,0.691,-0.983,-0.7876,0.5336,317.678,-46.029,0.1041,11,-0.8512525843058615,0.567690152500151,0.4982051058877251,0.0118,0.0118,0.014,0.4337,0,BULL,7.7,6.349e-05
BTCUSDT-LONG-1780069354000-14,2026-05-29,LONG,ACCUMULATION,MID,TIMEOUT,0.0193,0.742,-0.933,-0.7629,0.5842,-86.565,-44.246,0.104,11,-0.996461623109575,0.5234901124027069,0.4992650797355973,-0.0001,-0.0001,0.014,0.5651,0,BULL,9.0,6.347e-05
BTCUSDT-LONG-1780099356000-1,2026-05-30,LONG,ACCUMULATION,MID,TIMEOUT,0.5053,0.956,-0.377,-0.1117,0.0989,-731.519,-5.898,0.1088,3,-0.9959547017265481,0.7243823299134788,0.5133651621301102,-0.1762,-0.1762,0.014,0.2991,0,RANGE,38.4,3.343e-05
BTCUSDT-LONG-1780115224000-4,2026-05-30,LONG,ACCUMULATION,MID,TIMEOUT,0.6551,1.106,-0.229,-0.5345,0.6273,-180.125,-11.35,0.1053,9,-0.9972872505844478,0.6323060888976952,0.49568548025734016,-0.0295,-0.0295,0.014,0.4189,0,RANGE,20.1,2.38e-06
BTCUSDT-LONG-1780115682000-5,2026-05-30,LONG,ACCUMULATION,MID,TIMEOUT,0.7902,1.242,0.0,-0.1458,0.7622,242.185,-10.782,0.1062,7,-0.9971502227823155,0.6531219872733918,0.5065030620917376,-0.1278,-0.1278,0.014,0.1867,0,RANGE,34.0,2.91e-06
BTCUSDT-LONG-1780105004000-2,2026-05-30,LONG,ACCUMULATION,MID,TIMEOUT,0.2627,0.712,-0.618,-0.0499,0.0561,260.242,-2.896,0.1045,7,-0.9966290971954136,0.5115852589446102,0.49850136846228177,-0.0026,-0.0026,0.014,0.2901,0,RANGE,44.2,1.656e-05
BTCUSDT-LONG-1780110455000-3,2026-05-30,LONG,ACCUMULATION,MID,TIMEOUT,0.0702,0.519,-0.808,-0.0544,0.0434,-128.119,-1.733,0.1029,15,-0.9971778225480975,0.5711379344554867,0.5012869186072862,-0.0915,-0.0915,0.014,0.3595,0,RANGE,43.2,3.78e-06
BTCUSDT-LONG-1780150665000-6,2026-05-30,LONG,ACCUMULATION,NOISE,TIMEOUT,-0.209,0.239,-0.246,-0.1786,0.0759,-980.43,-6.614,0.1,18,-0.9955821902141594,0.6459735947888234,0.5008112898646597,0.1463,0.1463,0.014,0.2692,0,BULL,33.8,5.69e-05
BTCUSDT-LONG-1780165396000-7,2026-05-30,LONG,ACCUMULATION,NOISE,TIMEOUT,-0.2499,0.198,-0.287,-0.6073,0.1574,-22.553,-12.638,0.1023,16,-0.8850421567606962,0.38950038256229447,0.49080757010399506,-0.1522,-0.1522,0.014,0.4048,0,RANGE,14.5,4.254e-05
