zone_id,date,dir,label,dl2_supp_minus_opp_net_flow_15m,dl2_supp_minus_opp_net_flow_15m__z_day,dl2_microprice_aligned_delta_5m_bps,dl2_microprice_aligned_delta_5m_bps__z_day,supportive_taker_imb_15m,supportive_taker_imb_15m__z_day,taker_imbalance_15m,taker_imbalance_15m__z_day,book_entropy_top25,book_entropy_top25__z_day,spread_instability_5m_bps,spread_instability_5m_bps__z_day,depth_imbalance_top25,depth_imbalance_top25__z_day,ms_thin_path_score,ms_thin_path_score__z_day,dl2_supp_refill_ratio_5m,dl2_supp_refill_ratio_5m__z_day,eng_ofi,eng_ofi__z_day,eng_refill,eng_refill__z_day,eng_void,eng_void__z_day,eng_absorption,eng_absorption__z_day,explainable_score,explainable_score__z_day,uniq_score_pctile_vs_prior
BTCUSDT-SHORT-1779618423000-4,2026-05-24,SHORT,NOISE,-1191.599,-0.553,-0.0,,-0.4642,-1.569,0.4642,1.569,0.411,0.666,,,-0.5604,-0.559,0.1043,1.251,0.9875,-1.963,0.9976936179736164,0.45,0.5015849326854809,0.034,0.8822297868009463,1.634,0.8127088475630888,2.158,0.0969,-1.057,23.2
BTCUSDT-SHORT-1779660202000-7,2026-05-24,SHORT,NOISE,-236.708,0.318,-0.0,,-0.1592,-0.128,0.1592,0.128,0.4142,0.714,,,0.4931,1.785,0.1035,0.064,0.9994,0.031,0.996923230027948,0.412,0.4991202844797191,-0.579,0.6378564483305484,-0.18,0.6883512975840935,0.25,0.1914,-0.496,36.1
BTCUSDT-SHORT-1779667293000-1,2026-05-25,SHORT,NOISE,2145.759,2.335,,,-0.1065,0.891,0.1065,-0.891,0.5085,1.986,,,0.4833,-0.049,0.109,2.269,1.1056,2.437,0.5501553831005664,-0.927,0.5263759947652641,2.319,0.2627069136325684,-0.707,0.6086987944101362,-1.454,0.6933,1.045,75.3
BTCUSDT-SHORT-1779681883000-4,2026-05-25,SHORT,MID,-318.08,-0.233,-0.0,,0.0049,1.828,-0.0049,-1.828,0.4468,-0.922,,,0.8082,1.169,0.1031,-0.962,0.9997,-0.269,0.45224497702888955,-1.339,0.5016150469552793,-0.061,0.12123263437920895,-1.637,0.6008932142381035,-1.558,0.3725,-0.239,48.7
BTCUSDT-SHORT-1779721856000-7,2026-05-25,SHORT,MID,75.913,0.178,-0.0,,-0.1995,0.109,0.1995,-0.109,0.4619,-0.21,,,0.4156,-0.303,0.104,-0.469,0.9941,-0.412,0.9803995742367273,0.882,0.499306633647629,-0.283,0.6459807401163903,1.813,0.7586212381557627,0.548,0.0797,-1.412,20.3
BTCUSDT-SHORT-1779674777000-2,2026-05-25,SHORT,MID,-755.6,-0.689,-0.0,,-0.2697,-0.481,0.2697,0.481,0.4363,-1.416,,,0.9139,1.566,0.1048,-0.031,0.994,-0.415,0.4908616669232077,-1.176,0.5010128811161991,-0.119,0.36655116589502446,-0.024,0.7932557865901327,1.011,0.6996,1.07,77.0
BTCUSDT-SHORT-1779674841000-3,2026-05-25,SHORT,MID,-887.945,-0.827,-0.0,,-0.2846,-0.607,0.2846,0.607,0.4667,0.016,,,0.5225,0.098,0.1053,0.243,0.995,-0.389,0.9696863108751953,0.837,0.4950721567187022,-0.689,0.32332362088986255,-0.309,0.7896420956031251,0.963,0.678,0.984,73.3
BTCUSDT-SHORT-1779689347000-5,2026-05-25,SHORT,MID,-538.482,-0.463,-0.0,,-0.2436,-0.262,0.2436,0.262,0.4709,0.214,,,0.1576,-1.271,0.1035,-0.743,0.9972,-0.333,0.9742185800275577,0.856,0.5006508284895544,-0.153,0.4086649304619955,0.252,0.7202684874923726,0.036,0.3986,-0.135,53.2
BTCUSDT-SHORT-1779701657000-6,2026-05-25,SHORT,MID,-383.673,-0.301,-0.0,,-0.3882,-1.478,0.3882,1.478,0.4734,0.332,,,0.1741,-1.209,0.1043,-0.305,0.986,-0.619,0.976667263749892,0.867,0.49169621840460975,-1.014,0.4633719609952569,0.612,0.7515473500487148,0.454,0.1042,-1.314,24.4
BTCUSDT-LONG-1779753631000-1,2026-05-26,LONG,NOISE,-1368.04,-1.588,,,-0.1643,-0.456,-0.1643,-0.327,0.2562,-1.13,,,-0.4115,-0.953,0.1051,1.497,1.1047,4.437,-0.3322922189589262,-0.282,0.5118564652381828,1.825,0.18909895507357344,0.202,0.640492595866945,-0.243,0.3572,-0.256,47.5
BTCUSDT-LONG-1779766077000-8,2026-05-26,LONG,GOOD,-391.466,-0.312,,,-0.1127,-0.103,-0.1127,0.085,0.3484,0.108,,,0.7073,1.4,0.1033,0.378,0.9949,-0.568,-0.9884940846308548,-1.665,0.49842158859472263,-0.708,0.47463163191223867,2.047,0.692348416106494,0.663,0.3675,-0.23,50.6
BTCUSDT-LONG-1779756245000-5,2026-05-26,LONG,NOISE,-510.388,-0.467,,,-0.2862,-1.291,-0.2862,-1.301,0.3396,-0.01,,,-0.2864,-0.69,0.1021,-0.367,1.0,-0.335,-0.9849752310707578,-1.658,0.48785797687479154,-2.7,0.24518110830807016,0.564,0.6138302123244125,-0.708,0.2138,-0.612,34.5
BTCUSDT-LONG-1779755920000-4,2026-05-26,LONG,NOISE,-575.835,-0.553,,,-0.3357,-1.629,-0.3357,-1.696,0.4724,1.772,,,-0.5699,-1.286,0.1018,-0.553,1.003,-0.198,-0.8766999442992391,-1.429,0.5002718736116383,-0.359,0.1758828958881843,0.116,0.8011846443115751,2.563,0.2335,-0.563,36.1
BTCUSDT-LONG-1779756719000-6,2026-05-26,LONG,NOISE,1080.135,1.612,,,-0.1743,-0.525,-0.1743,-0.407,0.4714,1.759,,,0.0959,0.114,0.1025,-0.119,1.0054,-0.089,-0.9862398669715233,-1.66,0.5017285900952303,-0.085,0.37100593951091543,1.377,0.6518533151181084,-0.044,0.5596,0.248,68.2
BTCUSDT-LONG-1779755026000-3,2026-05-26,LONG,NOISE,720.849,1.142,,,-0.2975,-1.368,-0.2975,-1.391,0.3575,0.23,,,0.0508,0.019,0.1016,-0.678,1.0177,0.472,-0.4342596484179097,-0.497,0.5087613842968474,1.241,0,-1.02,0.6070252039156816,-0.827,0.7344,0.683,80.5
BTCUSDT-LONG-1779756783000-7,2026-05-26,LONG,NOISE,203.867,0.466,,,-0.1142,-0.113,-0.1142,0.073,0.503,2.183,,,-0.2317,-0.575,0.1019,-0.491,1.0064,-0.044,-0.9866979474026389,-1.661,0.49673945601531894,-1.026,0.3495286864631324,1.238,0.6031777331961298,-0.894,0.1905,-0.67,32.6
BTCUSDT-LONG-1779754519000-2,2026-05-26,LONG,NOISE,-245.504,-0.121,,,-0.3225,-1.539,-0.3225,-1.591,0.2783,-0.833,,,0.8983,1.801,0.1019,-0.491,1.0123,0.225,-0.5008414882136554,-0.638,0.5098357019858005,1.444,0,-1.02,0.7925661493324642,2.413,0.358,-0.254,48.1
BTCUSDT-LONG-1779793908000-10,2026-05-26,LONG,NOISE,-270.257,-0.153,,,-0.2229,-0.857,-0.2229,-0.795,0.3293,-0.149,,,0.1871,0.306,0.1007,-1.237,0.9979,-0.431,-0.2166100942169172,-0.039,0.5028965436922959,0.135,0,-1.02,0.7344274516878222,1.398,-0.0155,-1.182,13.5
BTCUSDT-LONG-1779792344000-9,2026-05-26,LONG,NOISE,391.227,0.711,,,0.1558,1.735,0.1558,2.229,0.3486,0.111,,,-0.1469,-0.397,0.1003,-1.485,0.9991,-0.376,-0.10521004576663011,0.196,0.5002522324078619,-0.363,0,-1.02,0.6300516441942385,-0.425,0.1422,-0.79,27.3
BTCUSDT-SHORT-1779807366000-11,2026-05-26,SHORT,GOOD,298.346,0.59,2.542,0.057,0.0793,1.211,-0.0793,0.351,0.3806,0.54,0.0051,0.721,0.0331,-0.018,0.1014,-0.802,1.0051,-0.103,-0.026438865344415894,0.362,0.5003730951241119,-0.34,0,-1.02,0.6099058718063622,-0.777,1.4802,2.537,96.7
BTCUSDT-SHORT-1779808598000-12,2026-05-26,SHORT,GOOD,1386.283,2.012,0.537,-0.677,0.0854,1.253,-0.0854,0.303,0.2461,-1.265,0.0032,-0.044,0.6609,1.302,0.1018,-0.553,1.0053,-0.094,0.05148223708122173,0.526,0.49983562509033147,-0.442,0.28458060747353475,0.819,0.6569853774548787,0.045,0.0334,-1.061,16.3
BTCUSDT-SHORT-1779810363000-14,2026-05-26,SHORT,GOOD,764.606,1.199,10.28,2.89,-0.0202,0.53,0.0202,1.146,0.2926,-0.641,0.0028,-0.205,0.0151,-0.056,0.1025,-0.119,1.0029,-0.203,0.30225412028021525,1.054,0.49998106616192706,-0.414,0.30383522761965576,0.943,0.607049354480185,-0.826,0.3279,-0.328,44.1
BTCUSDT-LONG-1779809192000-13,2026-05-26,LONG,NOISE,-834.169,-0.89,2.203,-0.067,-0.135,-0.256,-0.135,-0.093,0.371,0.411,0.0059,1.044,0.2977,0.538,0.1057,1.869,1.0081,0.034,0.22841383708373136,0.899,0.5071896935036043,0.945,0.07219650478041051,-0.554,0.6138772854325957,-0.707,0.0606,-0.993,17.6
BTCUSDT-SHORT-1779817255000-16,2026-05-26,SHORT,MID,-1361.784,-1.58,0.704,-0.615,0.0606,1.083,-0.0606,0.501,0.3618,0.288,0.0037,0.158,0.6144,1.204,0.1024,-0.181,0.9955,-0.54,0.18323576320036836,0.804,0.4986530981522054,-0.665,0.1601263215105483,0.015,0.6137428691701284,-0.71,0.7203,0.647,81.1
BTCUSDT-SHORT-1779817241000-15,2026-05-26,SHORT,MID,-1408.798,-1.641,0.37,-0.738,0.0689,1.14,-0.0689,0.435,0.3168,-0.316,0.0037,0.158,0.5757,1.123,0.1023,-0.243,0.9959,-0.522,0.22634823876352078,0.895,0.49838982965340634,-0.714,0.14847125062791044,-0.061,0.6235704986797961,-0.538,0.6529,0.48,73.4
BTCUSDT-SHORT-1779834251000-23,2026-05-26,SHORT,GOOD,181.951,0.438,2.415,0.011,0.0322,0.889,-0.0322,0.728,0.2503,-1.209,0.0008,-1.01,-0.5635,-1.273,0.1014,-0.802,1.0015,-0.267,0.39880522407270874,1.258,0.5100006001067204,1.475,0.3919352403097289,1.512,0.7151160478942156,1.06,1.5775,2.779,97.0
BTCUSDT-SHORT-1779817422000-17,2026-05-26,SHORT,MID,-1250.287,-1.434,1.413,-0.356,-0.1327,-0.24,0.1327,2.045,0.275,-0.877,0.0008,-1.01,0.202,0.337,0.1024,-0.181,0.9942,-0.6,0.21756562920472516,0.876,0.5066174578402133,0.837,0,-1.02,0.6183159104124688,-0.63,0.3107,-0.371,41.7
BTCUSDT-SHORT-1779820005000-18,2026-05-26,SHORT,MID,-188.855,-0.047,0.131,-0.825,0.1086,1.412,-0.1086,0.117,0.2163,-1.665,0.0013,-0.809,-0.6619,-1.48,0.1019,-0.491,1.0034,-0.18,-0.026785336400081093,0.361,0.5003108496911307,-0.352,0.28849044402367807,0.844,0.6441478596900838,-0.179,0.7868,0.813,84.5
BTCUSDT-LONG-1779821244000-19,2026-05-26,LONG,NOISE,34.976,0.246,2.624,0.087,-0.1977,-0.685,-0.1977,-0.594,0.4,0.8,0.0096,2.533,-0.7062,-1.573,0.1063,2.242,1.0024,-0.226,0.29539224694257726,1.04,0.5016986779251247,-0.09,0.0184401776074109,-0.901,0.6786017326597598,0.423,0.284,-0.438,40.8
BTCUSDT-LONG-1779828003000-21,2026-05-26,LONG,NOISE,13.962,0.218,5.004,0.958,-0.1064,-0.06,-0.1064,0.135,0.2948,-0.612,0.0015,-0.728,-0.402,-0.933,0.1047,1.248,1.0013,-0.276,0.14619604273549344,0.726,0.5058022949428506,0.683,0,-1.02,0.6103169697405383,-0.769,0.3989,-0.152,57.6
BTCUSDT-LONG-1779829295000-22,2026-05-26,LONG,NOISE,-38.295,0.15,0.402,-0.726,-0.117,-0.132,-0.117,0.05,0.378,0.505,0.0013,-0.809,0.5611,1.092,0.1052,1.559,1.0048,-0.116,0.054725950300672156,0.533,0.5004482241836765,-0.326,0,-1.02,0.6378179218565302,-0.289,0.3449,-0.286,46.0
BTCUSDT-LONG-1779840944000-1,2026-05-27,LONG,NOISE,-1316.715,-1.618,,,0.0309,1.462,0.0309,1.462,0.3537,-0.093,,,0.3712,0.37,0.1036,1.761,1.0065,1.066,-0.9917699884437267,1.718,0.5134679893198765,3.332,0.8701726536057203,0.368,0.6167589437819476,-1.249,0.3859,0.521,53.9
BTCUSDT-LONG-1779847386000-3,2026-05-27,LONG,NOISE,273.953,0.323,,,-0.3033,-0.903,-0.3033,-0.903,0.399,0.773,,,0.267,0.134,0.1017,-0.238,1.0114,1.854,-0.9927162549765535,0.76,0.5004610956963962,-0.418,0.7692214041560019,-1.479,0.7458237463625954,0.529,0.7229,1.863,80.8
BTCUSDT-LONG-1779848353000-4,2026-05-27,LONG,NOISE,-34.111,-0.053,,,0.016,1.356,0.016,1.356,0.2671,-1.748,,,0.9196,1.613,0.1018,-0.133,1.0026,0.438,-0.9922434257239665,1.239,0.5003597669278267,-0.448,0.7633023536353404,-1.588,0.7811641962122653,1.016,0.3455,0.36,44.8
BTCUSDT-LONG-1779855465000-5,2026-05-27,LONG,NOISE,-420.911,-0.525,,,-0.3498,-1.232,-0.3498,-1.232,0.3167,-0.8,,,0.8025,1.348,0.101,-0.975,0.9935,-1.025,-0.9934661466780981,0.001,0.5004025020757376,-0.435,0.8039394117961117,-0.844,0.7833096897091181,1.046,0.2725,0.07,37.7
BTCUSDT-LONG-1779856226000-6,2026-05-27,LONG,NOISE,290.579,0.343,,,-0.2995,-0.876,-0.2995,-0.876,0.3699,0.217,,,-0.4214,-1.427,0.1012,-0.765,0.9934,-1.041,-0.9932807567776052,0.189,0.5008987911064153,-0.292,0.8144027252735239,-0.652,0.7504203881064224,0.592,0.2077,-0.188,31.8
BTCUSDT-LONG-1779843783000-2,2026-05-27,LONG,NOISE,-1399.846,-1.719,,,0.0559,1.639,0.0559,1.639,0.3873,0.549,,,-0.2514,-1.042,0.1012,-0.765,1.0018,0.31,-0.9929569539617901,0.516,0.4991117722985565,-0.807,0.7787218937382243,-1.305,0.7246251769104448,0.237,0.517,1.043,65.0
BTCUSDT-LONG-1779892057000-11,2026-05-27,LONG,NOISE,416.141,0.496,,,-0.1505,0.178,-0.1505,0.178,0.3667,0.155,,,0.0021,-0.467,0.1015,-0.449,1.0042,0.696,-0.9939804075298455,-0.519,0.49997339487181236,-0.559,0.8734069012809644,0.428,0.6424720449156003,-0.895,0.5282,1.087,67.0
BTCUSDT-LONG-1779856287000-7,2026-05-27,LONG,NOISE,463.005,0.554,,,-0.2552,-0.563,-0.2552,-0.563,0.3042,-1.039,,,-0.2344,-1.003,0.1011,-0.87,0.9976,-0.366,-0.9935021920013924,-0.035,0.5050918751684391,0.917,0.8169179906671651,-0.606,0.7355826871881582,0.388,0.2218,-0.132,33.3
BTCUSDT-LONG-1779888491000-8,2026-05-27,LONG,NOISE,2024.361,2.459,,,-0.1946,-0.134,-0.1946,-0.134,0.4786,2.294,,,-0.1732,-0.864,0.1031,1.235,1.0036,0.599,-0.9928749137168553,0.599,0.4996961411128068,-0.639,0.8377790552057516,-0.225,0.602540481468141,-1.445,0.2969,0.167,40.4
BTCUSDT-LONG-1779889092000-9,2026-05-27,LONG,NOISE,912.345,1.102,,,-0.0771,0.698,-0.0771,0.698,0.3279,-0.586,,,0.0841,-0.281,0.1035,1.655,1.0015,0.262,-0.9927979756001505,0.677,0.5021025327904727,0.055,0.8747753005032457,0.453,0.6320640268632578,-1.039,-0.1958,-1.795,2.7
BTCUSDT-LONG-1779889145000-10,2026-05-27,LONG,NOISE,363.082,0.432,,,-0.0657,0.778,-0.0657,0.778,0.4065,0.916,,,-0.2153,-0.96,0.1036,1.761,1.0021,0.358,-0.9929522601384897,0.521,0.5011033143932206,-0.233,0.8747283316423791,0.452,0.6086523625070729,-1.361,0.2221,-0.131,34.2
BTCUSDT-LONG-1779904585000-12,2026-05-27,LONG,NOISE,-422.415,-0.527,,,-0.1008,0.53,-0.1008,0.53,0.3747,0.308,,,0.5035,0.67,0.1013,-0.659,1.0014,0.246,-0.9945821035914888,-1.128,0.49954726624476403,-0.682,0.9283568542830514,1.433,0.6344322351228822,-1.006,0.4279,0.688,61.1
BTCUSDT-LONG-1779918254000-13,2026-05-27,LONG,NOISE,-525.281,-0.652,,,-0.3663,-1.349,-0.3663,-1.349,0.2928,-1.257,,,0.8408,1.435,0.1017,-0.238,0.9873,-2.022,-0.9950747492362886,-1.627,0.5034895809980733,0.455,0.9123159626792394,1.14,0.7748891132116189,0.93,-0.1595,-1.65,3.5
BTCUSDT-LONG-1779918267000-14,2026-05-27,LONG,NOISE,-348.142,-0.436,,,-0.3527,-1.253,-0.3527,-1.253,0.405,0.888,,,-0.0952,-0.688,0.1012,-0.765,0.9898,-1.62,-0.9951481721198563,-1.701,0.5027648670610151,0.246,0.9131626146367607,1.155,0.7648140099883922,0.791,-0.1132,-1.466,7.8
BTCUSDT-LONG-1779920033000-15,2026-05-27,LONG,NOISE,-137.034,-0.179,,,-0.2226,-0.332,-0.2226,-0.332,0.3284,-0.577,,,0.7212,1.163,0.1014,-0.554,1.0014,0.246,-0.9946614099146525,-1.209,0.500205413207484,-0.492,0.9194937306907714,1.271,0.813895385296069,1.467,0.1455,-0.436,26.7
BTCUSDT-LONG-1779931041000-3,2026-05-28,LONG,NOISE,-644.398,-0.449,,,-0.3691,-1.305,-0.3691,-1.305,0.4387,0.816,,,-0.3738,-0.382,0.1058,0.58,0.998,-0.134,-0.09785982268268928,2.161,0.49904255834044386,-0.433,0.2971255494181746,-2.302,0.7894652537316604,1.546,0.3328,0.672,45.8
BTCUSDT-LONG-1779926431000-1,2026-05-28,LONG,NOISE,-616.749,-0.411,,,0.05,0.595,0.05,0.595,0.4368,0.796,,,0.1198,0.544,0.1054,0.382,1.0031,0.87,-0.04115448570197201,2.329,0.5085811787083601,1.674,0.35249918445754935,-2.01,0.6220035585103556,-1.008,0.6883,1.823,77.8
BTCUSDT-LONG-1779938196000-4,2026-05-28,LONG,NOISE,-1932.334,-2.236,,,-0.424,-1.554,-0.424,-1.554,0.3542,-0.084,,,0.8693,1.95,0.1067,1.025,0.9911,-1.492,-0.47167724778270065,1.049,0.5010200053214281,0.004,0.634503883015716,-0.519,0.7158807132722057,0.424,0.1756,0.163,27.7
BTCUSDT-LONG-1779938276000-5,2026-05-28,LONG,NOISE,-1837.254,-2.104,,,-0.387,-1.387,-0.387,-1.387,0.3606,-0.016,,,-0.4479,-0.521,0.1063,0.827,0.9942,-0.881,-0.9556881280957178,-0.39,0.5002468195899373,-0.167,0.6076065673710342,-0.661,0.7740867877303909,1.312,0.2019,0.248,32.5
BTCUSDT-LONG-1779950053000-10,2026-05-28,LONG,MID,63.255,0.533,,,-0.1401,-0.267,-0.1401,-0.267,0.4826,1.284,,,-0.0522,0.222,0.1043,-0.163,1.0032,0.89,-0.9979069944161271,-0.516,0.5072104308848839,1.371,0.9082425958092653,0.928,0.754048224726202,1.006,0.7272,1.949,84.0
BTCUSDT-LONG-1779961934000-11,2026-05-28,LONG,MID,-1.342,0.443,,,0.0601,0.641,0.0601,0.641,0.3573,-0.051,,,-0.097,0.138,0.1043,-0.163,1.0016,0.575,-0.9974242334944666,-0.515,0.4978708634112801,-0.692,0.8025052489425337,0.369,0.6126252367119701,-1.151,0.115,-0.033,25.4
BTCUSDT-LONG-1779939396000-6,2026-05-28,LONG,NOISE,369.063,0.957,,,-0.1342,-0.24,-0.1342,-0.24,0.4271,0.693,,,-0.4211,-0.47,0.1063,0.827,0.9998,0.221,-0.9964055765176641,-0.511,0.5027815224364753,0.393,0.7731005054317716,0.213,0.6301459572763966,-0.883,0.076,-0.159,18.2
BTCUSDT-LONG-1779977136000-12,2026-05-28,LONG,MID,-311.42,0.013,,,-0.1181,-0.167,-0.1181,-0.167,0.428,0.702,,,-0.3606,-0.357,0.0993,-2.636,0.9981,-0.114,-0.9987650257483336,-0.519,0.5037235460605526,0.601,0.942915007411345,1.111,0.6350702299503793,-0.808,-0.0233,-0.481,13.4
BTCUSDT-LONG-1779941042000-9,2026-05-28,LONG,MID,78.186,0.554,,,-0.125,-0.199,-0.125,-0.199,0.2231,-1.482,,,-0.5396,-0.693,0.1056,0.481,0.9972,-0.291,-0.9974949817753053,-0.515,0.4996047754124974,-0.309,0.8783215272187433,0.769,0.6748655862307582,-0.201,-0.3897,-1.667,1.6
BTCUSDT-LONG-1779940611000-8,2026-05-28,LONG,MID,-342.241,-0.03,,,-0.1527,-0.324,-0.1527,-0.324,0.1527,-2.232,,,-0.9626,-1.486,0.1062,0.778,0.991,-1.511,-0.9973142595385958,-0.514,0.48871562173641253,-2.715,0.8424544939704952,0.58,0.6528025972119861,-0.538,-0.4,-1.7,0.8
BTCUSDT-LONG-1779940393000-7,2026-05-28,LONG,MID,651.976,1.35,,,-0.0923,-0.05,-0.0923,-0.05,0.2673,-1.011,,,-0.6727,-0.942,0.1063,0.827,1.0114,2.504,-0.996894770192694,-0.513,0.5043149512564502,0.732,0.8327891336573812,0.529,0.6309771538131006,-0.871,0.0082,-0.379,13.1
BTCUSDT-LONG-1779987127000-13,2026-05-28,LONG,MID,-57.215,0.366,,,0.0886,0.77,0.0886,0.77,0.3553,-0.073,,,-0.583,-0.774,0.1028,-0.905,0.9975,-0.232,-0.9981002894585802,-0.517,0.5007537686747311,-0.055,0.8416841333407838,0.576,0.6203300239817908,-1.033,-0.0346,-0.517,13.3
BTCUSDT-LONG-1779990653000-14,2026-05-28,LONG,MID,-44.494,0.383,,,0.2325,1.422,0.2325,1.422,0.3078,-0.579,,,0.9554,2.112,0.1025,-1.053,0.9995,0.162,-0.9977591262109509,-0.516,0.5005218243492975,-0.107,0.8023527574651241,0.368,0.78722175703865,1.512,0.144,0.061,29.5
BTCUSDT-LONG-1780004953000-15,2026-05-28,LONG,NOISE,134.154,0.631,,,0.3748,2.067,0.3748,2.067,0.4782,1.237,,,0.1802,0.658,0.103,-0.806,0.9958,-0.567,-0.9974343115157961,-0.515,0.49966851297255466,-0.295,0.742473498662144,0.051,0.7334718143081247,0.692,0.1315,0.02,26.9
BTCUSDT-LONG-1780013176000-1,2026-05-29,LONG,NOISE,105.233,-0.342,,,0.1293,1.328,0.1293,1.328,0.5439,1.601,,,-0.5752,-0.561,0.1036,1.45,1.0143,1.445,-0.9971340329736768,-0.427,0.5124595124570397,2.023,0.761349310634605,0.433,0.6140549467339877,-1.474,0.3508,0.334,52.7
BTCUSDT-LONG-1780023188000-5,2026-05-29,LONG,MID,308.4,0.173,,,-0.4555,-2.1,-0.4555,-2.1,0.4537,0.617,,,-0.1592,1.342,0.1035,1.353,1.0044,0.196,-0.9975323756861514,-0.429,0.49338570909115576,-1.579,0.7748409358442704,0.547,0.7930188971760697,2.037,0.6593,1.022,74.8
BTCUSDT-LONG-1780018289000-3,2026-05-29,LONG,MID,187.967,-0.132,,,-0.0241,0.429,-0.0241,0.429,0.4753,0.852,,,-0.3685,0.385,0.1033,1.159,1.0028,-0.006,-0.9976175636125256,-0.43,0.5025851495278087,0.158,0.7767273889837754,0.563,0.6131572601325336,-1.492,0.6614,1.026,75.9
BTCUSDT-LONG-1780021639000-4,2026-05-29,LONG,MID,-169.148,-1.038,,,-0.3446,-1.45,-0.3446,-1.45,0.4435,0.505,,,-0.3267,0.576,0.103,0.867,1.01,0.902,-0.997542363812211,-0.429,0.5025864445496034,0.158,0.7730191202930571,0.531,0.7620576662026972,1.429,0.7358,1.192,85.8
BTCUSDT-LONG-1780014247000-2,2026-05-29,LONG,NOISE,19.194,-0.56,,,-0.087,0.06,-0.087,0.06,0.2569,-1.531,,,-0.7435,-1.331,0.1029,0.77,1.0224,2.466,-0.9976031229355058,-0.43,0.5089957182203544,1.369,0.7578310224598293,0.403,0.669344737334084,-0.389,0.717,1.15,81.8
BTCUSDT-LONG-1780061060000-7,2026-05-29,LONG,MID,563.05,0.82,,,-0.1765,-0.464,-0.1765,-0.464,0.2619,-1.476,,,-0.512,-0.271,0.1016,-0.492,0.9999,-0.372,-0.997952494820285,-0.432,0.495429475328489,-1.193,0.7707310173075654,0.512,0.6767392980338937,-0.244,0.4853,0.634,65.0
BTCUSDT-LONG-1780059725000-6,2026-05-29,LONG,MID,66.019,-0.442,,,0.0942,1.123,0.0942,1.123,0.2911,-1.157,,,-0.4156,0.17,0.1017,-0.395,1.002,-0.107,-0.9977744047714934,-0.431,0.4992168663219875,-0.478,0.7655343685089246,0.468,0.6888768687414969,-0.006,0.1369,-0.143,27.2
BTCUSDT-LONG-1780064353000-9,2026-05-29,LONG,GOOD,728.147,1.239,,,-0.1865,-0.523,-0.1865,-0.523,0.324,-0.798,,,-0.2354,0.994,0.1009,-1.172,1.0106,0.978,-0.998008409969017,-0.432,0.5061320008276614,0.828,0.7699316502003494,0.505,0.7162021219547812,0.53,0.4924,0.649,66.9
BTCUSDT-LONG-1780064716000-10,2026-05-29,LONG,GOOD,271.142,0.079,,,-0.2469,-0.877,-0.2469,-0.877,0.4381,0.446,,,-0.2538,0.91,0.1012,-0.88,0.9941,-1.103,-0.9981233329134237,-0.433,0.5100564450237427,1.569,0.8051074863723723,0.802,0.6869030667747197,-0.045,0.0292,-0.383,16.4
BTCUSDT-LONG-1780061599000-8,2026-05-29,LONG,MID,-678.155,-2.33,,,0.162,1.52,0.162,1.52,0.3487,-0.529,,,-0.086,1.677,0.1009,-1.172,0.993,-1.242,-0.9978591995065613,-0.431,0.49887711203498836,-0.542,0.7897163287938267,0.672,0.6057015496058951,-1.638,0.1873,-0.031,34.1
BTCUSDT-LONG-1780064772000-11,2026-05-29,LONG,GOOD,425.428,0.47,,,-0.2372,-0.82,-0.2372,-0.82,0.3734,-0.26,,,-0.7209,-1.227,0.1009,-1.172,0.9971,-0.725,-0.997904440428594,-0.431,0.5018031396341192,0.01,0.8114022743320213,0.855,0.6673722445082478,-0.428,0.063,-0.308,19.1
BTCUSDT-LONG-1780076265000-15,2026-05-29,LONG,NOISE,488.238,0.63,,,-0.0953,0.012,-0.0953,0.012,0.3335,-0.695,,,-0.7424,-1.326,0.101,-1.075,0.9999,-0.372,-0.6724640214326034,1.503,0.49795226401639353,-0.717,0.41448699643099784,-2.495,0.6929208836652562,0.073,0.2199,0.042,40.0
BTCUSDT-LONG-1780069270000-12,2026-05-29,LONG,MID,1053.888,2.065,,,-0.0032,0.552,-0.0032,0.552,0.4017,0.049,,,-0.5748,-0.559,0.1034,1.256,0.998,-0.611,-0.384725455386658,3.214,0.4992679616305013,-0.468,0.5891611800227927,-1.02,0.7317839831491004,0.836,-0.5753,-1.732,0.0
BTCUSDT-LONG-1780069311000-13,2026-05-29,LONG,MID,317.678,0.197,,,0.0118,0.64,0.0118,0.64,0.4509,0.586,,,-0.3181,0.616,0.1022,0.091,0.998,-0.611,-0.8512525843058615,0.44,0.4982051058877251,-0.669,0.567690152500151,-1.202,0.7142796483877987,0.492,-0.5876,-1.759,0.0
BTCUSDT-LONG-1780069354000-14,2026-05-29,LONG,MID,-86.565,-0.829,,,-0.0001,0.57,-0.0001,0.57,0.5612,1.789,,,-0.7577,-1.396,0.1015,-0.589,0.9962,-0.838,-0.996461623109575,-0.423,0.4992650797355973,-0.469,0.5234901124027069,-1.575,0.7055202069245092,0.32,-0.5579,-1.693,1.4
BTCUSDT-LONG-1780099356000-1,2026-05-30,LONG,MID,-736.495,-1.179,,,-0.1762,-1.109,-0.1762,-1.109,0.5031,1.461,,,-0.1509,1.528,0.1071,2.144,1.231,2.435,-0.9959547017265481,-0.391,0.5133651621301102,1.825,0.7243823299134788,1.313,0.7170683820712597,0.338,0.3883,-0.02,59.6
