zone_id,venue,date,final_shadow_decision,hybrid_decision,m4_thin_decision,target_hit,stop_hit,timeout,result,pnl_after_cost,MFE,MAE,hit_2pct,hit_2_5pct,hit_3pct,time_to_2pct_min,time_to_2_5pct_min,time_to_3pct_min
BTC-USDT-SWAP-SHORT-1772813847000-35,OKX_MARCH,2026-03-06,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.7285,1.389,-0.472,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772819110000-38,OKX_MARCH,2026-03-06,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.0624,0.696,-0.952,0,0,0,,,
BTC-USDT-SWAP-LONG-1772818299000-37,OKX_MARCH,2026-03-06,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.3799,0.777,-0.868,0,0,0,,,
BTC-USDT-SWAP-LONG-1772818252000-36,OKX_MARCH,2026-03-06,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.3799,0.777,-0.868,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772819528000-39,OKX_MARCH,2026-03-06,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.7373,1.243,-0.395,0,0,0,,,
BTC-USDT-SWAP-LONG-1772821141000-40,OKX_MARCH,2026-03-06,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-1.2436,0.266,-1.37,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772829513000-41,OKX_MARCH,2026-03-06,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.7581,1.633,-0.786,0,0,0,,,
BTC-USDT-SWAP-LONG-1772834507000-42,OKX_MARCH,2026-03-06,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.305,-2.102,0,0,0,,,
BTC-USDT-SWAP-LONG-1772837456000-43,OKX_MARCH,2026-03-06,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.187,-2.217,0,0,0,,,
BTC-USDT-SWAP-LONG-1772842451000-1,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.504,-1.908,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772842770000-2,OKX_MARCH,2026-03-07,ACCEPT,HYBRID_PASS,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,1.1304,1.901,-0.511,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772843979000-3,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.082,-0.325,1,0,0,1137.3,,
BTC-USDT-SWAP-LONG-1772844248000-4,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.307,-2.101,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772850673000-5,OKX_MARCH,2026-03-07,ACCEPT,HYBRID_PASS,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,1.2009,1.745,-0.671,0,0,0,,,
BTC-USDT-SWAP-LONG-1772852776000-6,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.277,-2.247,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772856582000-8,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,1.1946,1.707,-0.412,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772857253000-9,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,1.3691,1.774,-0.343,0,0,0,,,
BTC-USDT-SWAP-LONG-1772856498000-7,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.235,-1.941,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772860169000-10,OKX_MARCH,2026-03-07,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.082,-0.464,1,0,0,1414.3,,
BTC-USDT-SWAP-LONG-1772866698000-11,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.3682,1.126,-1.437,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772867910000-12,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.2405,1.601,-0.957,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772868613000-13,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.4361,1.722,-0.833,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772869703000-14,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.6214,1.873,-0.679,0,0,0,,,
BTC-USDT-SWAP-LONG-1772869985000-15,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.696,-1.856,0,0,0,,,
BTC-USDT-SWAP-LONG-1772870125000-16,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.705,-1.848,0,0,0,,,
BTC-USDT-SWAP-LONG-1772872211000-17,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.449,-2.097,0,0,0,,,
BTC-USDT-SWAP-LONG-1772872987000-18,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.542,-2.006,0,0,0,,,
BTC-USDT-SWAP-LONG-1772877219000-19,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.353,-2.19,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772892481000-20,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.4761,1.786,-0.661,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772906920000-21,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.8638,1.597,-0.854,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772910598000-22,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.0636,1.242,-1.218,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772911480000-23,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.2084,1.129,-1.334,0,0,0,,,
BTC-USDT-SWAP-LONG-1772913422000-24,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.2435,1.693,-0.779,0,0,0,,,
BTC-USDT-SWAP-LONG-1772913488000-25,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.3158,1.375,-1.089,0,0,0,,,
BTC-USDT-SWAP-LONG-1772916785000-26,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.3516,1.227,-1.233,0,0,0,,,
BTC-USDT-SWAP-LONG-1772919621000-27,OKX_MARCH,2026-03-07,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.8148,1.149,-1.309,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772928898000-2,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.708,-1.151,1,1,0,1305.6,1307.0,
BTC-USDT-SWAP-LONG-1772928031000-1,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.242,-2.62,0,0,0,,,
BTC-USDT-SWAP-LONG-1772929845000-3,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.319,-2.546,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772930593000-4,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.495,-1.373,1,0,0,1277.9,,
BTC-USDT-SWAP-LONG-1772931158000-5,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.505,-2.367,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772932298000-6,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.496,-1.372,1,0,0,1249.2,,
BTC-USDT-SWAP-SHORT-1772937050000-7,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,2.327,-1.547,1,0,0,1171.1,,
BTC-USDT-SWAP-SHORT-1772937086000-8,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.373,-1.499,1,0,0,1169.8,,
BTC-USDT-SWAP-LONG-1772938557000-9,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.835,-2.05,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772938604000-10,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,2.054,-1.831,1,0,0,1152.1,,
BTC-USDT-SWAP-SHORT-1772942112000-11,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,2.11,-1.772,1,0,0,1095.4,,
BTC-USDT-SWAP-SHORT-1772945605000-12,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.988,-1.9,0,0,0,,,
BTC-USDT-SWAP-LONG-1772945971000-13,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.526,-2.348,0,0,0,,,
BTC-USDT-SWAP-LONG-1772954182000-14,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.214,-2.648,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772955851000-15,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.503,-1.365,1,1,0,841.0,861.7,
BTC-USDT-SWAP-LONG-1772956387000-16,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.334,-2.532,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772959740000-17,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.834,-1.02,1,1,0,783.3,784.7,
BTC-USDT-SWAP-LONG-1772960006000-18,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.982,-2.87,0,0,0,,,
BTC-USDT-SWAP-LONG-1772960711000-20,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.05,-2.805,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772960413000-19,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.217,-0.622,1,1,1,763.6,764.0,765.4
BTC-USDT-SWAP-SHORT-1772961574000-21,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.171,-0.669,1,1,1,751.4,751.8,753.2
BTC-USDT-SWAP-LONG-1772961897000-22,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.918,-3.19,0,0,0,,,
BTC-USDT-SWAP-SHORT-1772965735000-23,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.578,-0.626,1,1,1,685.7,687.7,688.1
BTC-USDT-SWAP-SHORT-1772966351000-24,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.496,-0.711,1,1,1,681.0,681.3,681.4
BTC-USDT-SWAP-LONG-1772966741000-25,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.313,-2.92,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773008368000-26,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.074,-5.797,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773008374000-27,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.074,-5.797,0,0,0,,,
BTC-USDT-SWAP-LONG-1773009806000-28,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.193,-0.503,1,1,1,268.6,416.3,646.2
BTC-USDT-SWAP-SHORT-1773010345000-30,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.629,-5.06,0,0,0,,,
BTC-USDT-SWAP-LONG-1773009907000-29,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.034,-0.653,1,1,1,247.0,394.9,625.4
BTC-USDT-SWAP-SHORT-1773012685000-31,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.416,-5.285,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773012754000-32,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.416,-5.285,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773013924000-33,OKX_MARCH,2026-03-08,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.338,-5.367,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773014431000-1,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.701,-4.984,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773015207000-2,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.799,-4.648,0,0,0,,,
BTC-USDT-SWAP-LONG-1773016156000-3,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.712,-0.737,1,1,1,291.0,520.9,531.7
BTC-USDT-SWAP-LONG-1773017505000-4,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.877,-0.581,1,1,1,139.4,289.7,515.4
BTC-USDT-SWAP-SHORT-1773025639000-5,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.775,-4.743,0,0,0,,,
BTC-USDT-SWAP-LONG-1773026901000-6,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.011,-0.521,1,1,1,579.9,603.2,613.5
BTC-USDT-SWAP-LONG-1773027138000-7,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.911,-0.616,1,1,1,590.9,599.6,612.7
BTC-USDT-SWAP-LONG-1773027249000-8,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.15,-0.389,1,1,1,555.0,574.6,588.3
BTC-USDT-SWAP-LONG-1773028538000-9,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.037,-0.497,1,1,1,552.4,574.3,585.1
BTC-USDT-SWAP-LONG-1773031454000-10,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.615,-0.897,1,1,1,519.0,532.6,879.0
BTC-USDT-SWAP-SHORT-1773035272000-11,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.486,-3.993,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773035662000-12,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.426,-4.056,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773037195000-15,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.025,-4.48,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773037247000-16,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.046,-4.457,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773038614000-17,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.649,-4.876,0,0,0,,,
BTC-USDT-SWAP-LONG-1773036656000-13,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.798,-0.723,1,1,1,397.5,414.2,467.1
BTC-USDT-SWAP-LONG-1773036806000-14,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.798,-0.723,1,1,1,397.5,414.2,467.1
BTC-USDT-SWAP-SHORT-1773038772000-18,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.609,-4.918,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773040375000-19,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.026,-4.998,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773042144000-20,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.087,-4.759,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773045071000-21,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.64,-4.912,0,0,0,,,
BTC-USDT-SWAP-LONG-1773045274000-22,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.921,-0.632,1,1,1,294.1,347.0,1061.0
BTC-USDT-SWAP-LONG-1773053059000-25,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.338,-0.54,1,1,1,175.7,228.6,942.3
BTC-USDT-SWAP-SHORT-1773052725000-24,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.611,-5.262,0,0,0,,,
BTC-USDT-SWAP-LONG-1773059253000-26,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.682,-0.1,1,1,1,109.9,819.0,824.2
BTC-USDT-SWAP-LONG-1773059276000-27,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.682,-0.1,1,1,1,109.9,819.0,824.2
BTC-USDT-SWAP-SHORT-1773060141000-28,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.0,-4.695,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773060996000-29,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.053,-4.524,0,0,0,,,
BTC-USDT-SWAP-LONG-1773063517000-30,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.543,-0.892,1,1,1,781.1,788.2,1107.3
BTC-USDT-SWAP-LONG-1773063532000-31,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.662,-0.778,1,1,1,774.0,787.5,1106.5
BTC-USDT-SWAP-LONG-1773064671000-32,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.321,-1.105,1,1,1,760.7,1085.8,1120.8
BTC-USDT-SWAP-LONG-1773064788000-33,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.137,-1.28,1,1,1,766.6,1085.5,1162.0
BTC-USDT-SWAP-LONG-1773066205000-36,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.104,-1.312,1,1,1,741.1,1059.8,1136.2
BTC-USDT-SWAP-SHORT-1773066123000-34,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.487,-2.922,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773066127000-35,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.487,-2.922,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773070714000-37,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.846,-4.307,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773070746000-38,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.846,-4.307,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773072008000-39,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.83,-4.325,0,0,0,,,
BTC-USDT-SWAP-LONG-1773077548000-40,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.547,-0.619,1,1,1,539.5,547.3,872.4
BTC-USDT-SWAP-SHORT-1773079208000-41,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.142,-4.926,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773080165000-43,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.233,-4.829,0,0,0,,,
BTC-USDT-SWAP-LONG-1773079906000-42,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.715,-0.342,1,1,1,489.0,497.3,820.1
BTC-USDT-SWAP-LONG-1773080726000-44,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.72,-0.338,1,1,1,485.6,493.9,816.7
BTC-USDT-SWAP-SHORT-1773094256000-45,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.547,-4.436,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773094321000-46,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.529,-4.455,0,0,0,,,
BTC-USDT-SWAP-LONG-1773096154000-47,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.561,-0.428,1,1,1,219.2,227.3,550.1
BTC-USDT-SWAP-SHORT-1773097331000-48,OKX_MARCH,2026-03-09,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.37,-4.622,0,0,0,,,
BTC-USDT-SWAP-LONG-1773100831000-1,OKX_MARCH,2026-03-10,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.864,-0.092,1,1,1,141.3,146.7,160.1
BTC-USDT-SWAP-SHORT-1773101678000-2,OKX_MARCH,2026-03-10,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.176,-4.202,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773101724000-3,OKX_MARCH,2026-03-10,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.176,-4.202,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773102785000-4,OKX_MARCH,2026-03-10,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.465,-3.9,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773103324000-5,OKX_MARCH,2026-03-10,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.543,-3.819,0,0,0,,,
BTC-USDT-SWAP-LONG-1773104310000-6,OKX_MARCH,2026-03-10,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.742,-0.616,1,1,1,424.0,427.4,506.6
BTC-USDT-SWAP-LONG-1773104480000-7,OKX_MARCH,2026-03-10,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.826,-0.535,1,1,1,105.2,424.2,500.6
BTC-USDT-SWAP-LONG-1773104532000-8,OKX_MARCH,2026-03-10,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.746,-0.613,1,1,1,102.4,421.5,500.6
BTC-USDT-SWAP-LONG-1773106071000-9,OKX_MARCH,2026-03-10,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.201,-0.028,1,1,1,59.6,382.4,392.3
